,Amy,Cg_Cx,Hipp,IL_Cx,Nac,PrL_Cx,Thal,VTA
Amy,0.0,4.336302886439426,2.8851400679344885,6.17456261825261,5.698243051771814,4.287002484518295,3.533897584223973,4.8598389967151325
Cg_Cx,4.336302886439426,0.0,3.118765989877358,5.878532382776409,4.993132833470615,4.549688007656488,3.7876222068465277,3.5365432440588815
Hipp,2.8851400679344885,3.118765989877358,0.0,3.5793711175450706,3.730742425630011,4.106078357274635,0.47185556017911684,1.3560757153691925
IL_Cx,6.17456261825261,5.878532382776409,3.5793711175450706,0.0,6.751853469153854,5.0871875226399865,4.709736608409227,4.449108338153055
Nac,5.698243051771814,4.993132833470615,3.730742425630011,6.751853469153854,0.0,5.498810052125499,2.599633307687522,3.4106700658003217
PrL_Cx,4.287002484518295,4.549688007656488,4.106078357274635,5.0871875226399865,5.498810052125499,0.0,2.1115061239888613,3.6958965739135503
Thal,3.533897584223973,3.7876222068465277,0.47185556017911684,4.709736608409227,2.599633307687522,2.1115061239888613,0.0,1.8366635929028807
VTA,4.8598389967151325,3.5365432440588815,1.3560757153691925,4.449108338153055,3.4106700658003217,3.6958965739135503,1.8366635929028807,0.0
