,Amy,Cg_Cx,Hipp,IL_Cx,Nac,PrL_Cx,Thal,VTA
Amy,0.0,0.7799806700105996,0.8473319221721348,0.7855472154265126,0.7855413237901175,0.42786439349937205,0.9869930486901677,0.6722853497727114
Cg_Cx,0.7799806700105996,0.0,0.9917986825478027,0.3859501214231111,0.4505590566052097,0.9795829774287295,0.9243088240919449,0.9974455705514365
Hipp,0.8473319221721348,0.9917986825478027,0.0,0.6119101630486432,0.9789094180265625,0.9848960462374037,0.7211190720779295,0.0014305413368779787
IL_Cx,0.7855472154265126,0.3859501214231111,0.6119101630486432,0.0,0.9704711348862559,0.9537140461055668,0.9235732208310321,0.9992112164400464
Nac,0.7855413237901175,0.4505590566052097,0.9789094180265625,0.9704711348862559,0.0,0.9014925440049395,0.9802254279402202,0.978595045628792
PrL_Cx,0.42786439349937205,0.9795829774287295,0.9848960462374037,0.9537140461055668,0.9014925440049395,0.0,0.9088583504258548,0.9950777507668331
Thal,0.9869930486901677,0.9243088240919449,0.7211190720779295,0.9235732208310321,0.9802254279402202,0.9088583504258548,0.0,0.8744885363118828
VTA,0.6722853497727114,0.9974455705514365,0.0014305413368779787,0.9992112164400464,0.978595045628792,0.9950777507668331,0.8744885363118828,0.0
