,Amy,Cg_Cx,Hipp,IL_Cx,Nac,PrL_Cx,Thal,VTA
Amy,0.0,2.8682117461859717,2.745332622085873,5.42957671521099,5.099473850721104,3.1216558644645085,2.674806989175195,2.6590213342414843
Cg_Cx,2.8682117461859717,0.0,2.495130733421718,2.197672261225586,3.4795997762804527,3.244792583235068,3.708416831503326,2.1009067704526347
Hipp,2.745332622085873,2.495130733421718,0.0,4.225255377116537,4.546678233137893,3.890020546040976,0.8361723142490144,5.32247554736309
IL_Cx,5.42957671521099,2.197672261225586,4.225255377116537,0.0,4.548723990654919,4.758869758506677,6.798260081840385,3.3510899290259255
Nac,5.099473850721104,3.4795997762804527,4.546678233137893,4.548723990654919,0.0,4.00235716763014,2.968404133732432,3.738646877659294
PrL_Cx,3.1216558644645085,3.244792583235068,3.890020546040976,4.758869758506677,4.00235716763014,0.0,4.786935807420844,2.1553131180140523
Thal,2.674806989175195,3.708416831503326,0.8361723142490144,6.798260081840385,2.968404133732432,4.786935807420844,0.0,2.2285455063379485
VTA,2.6590213342414843,2.1009067704526347,5.32247554736309,3.3510899290259255,3.738646877659294,2.1553131180140523,2.2285455063379485,0.0
