,Amy,Cg_Cx,Hipp,IL_Cx,Nac,PrL_Cx,Thal,VTA
Amy,0.0,0.5745306633112732,0.5636458008204405,0.5941168094249947,0.5942160587080394,0.6013555233633836,0.5519492118436724,0.5527128331162836
Cg_Cx,0.5745306633112732,0.0,0.5545448788530106,0.5429848057378832,0.6161044960711197,0.56616131445459,0.6022104529839818,0.5605102737510973
Hipp,0.5636458008204405,0.5545448788530106,0.0,0.5751582566615471,0.5797763426572963,0.5862734118585099,0.5205934433473753,0.5768766961996037
IL_Cx,0.5941168094249947,0.5429848057378832,0.5751582566615471,0.0,0.6450553115188691,0.6676215495857913,0.6331548105989055,0.5782945915970358
Nac,0.5942160587080394,0.6161044960711197,0.5797763426572963,0.6450553115188691,0.0,0.6622490015949495,0.583225734979584,0.6150863573774016
PrL_Cx,0.6013555233633836,0.56616131445459,0.5862734118585099,0.6676215495857913,0.6622490015949495,0.0,0.5943954542899288,0.5709487535789761
Thal,0.5519492118436724,0.6022104529839818,0.5205934433473753,0.6331548105989055,0.583225734979584,0.5943954542899288,0.0,0.5548134815723678
VTA,0.5527128331162836,0.5605102737510973,0.5768766961996037,0.5782945915970358,0.6150863573774016,0.5709487535789761,0.5548134815723678,0.0
