minute_net_1_scores,minute_net_2_scores,minute_time,minute_mouse,minute_flx,minute_expDate
0.091933705,0.13212986,3540,Mouse78745,1.0,040623
0.108580604,0.13324976,0,Mouse78751,0.0,040723
0.11127051,0.14148068,60,Mouse78751,0.0,040723
0.10763568,0.1468004,120,Mouse78751,0.0,040723
0.104406044,0.12544641,180,Mouse78751,0.0,040723
0.10114446,0.11971258,240,Mouse78751,0.0,040723
0.10620184,0.13303575,300,Mouse78751,0.0,040723
0.10264489,0.12443196,360,Mouse78751,0.0,040723
0.10160794,0.124250665,420,Mouse78751,0.0,040723
0.106018595,0.11832174,480,Mouse78751,0.0,040723
0.10277688,0.12280388,540,Mouse78751,0.0,040723
0.1056679,0.1333014,600,Mouse78751,0.0,040723
0.093482636,0.11841674,660,Mouse78751,0.0,040723
0.098502055,0.11332178,720,Mouse78751,0.0,040723
0.10776868,0.12807123,780,Mouse78751,0.0,040723
0.098545946,0.11941295,840,Mouse78751,0.0,040723
0.09675439,0.106560916,900,Mouse78751,0.0,040723
0.104738325,0.12420351,960,Mouse78751,0.0,040723
0.103985265,0.1229652,1020,Mouse78751,0.0,040723
0.09674129,0.117816515,1080,Mouse78751,0.0,040723
0.09399505,0.109004356,1140,Mouse78751,0.0,040723
0.1001987,0.1106665,1200,Mouse78751,0.0,040723
0.09845944,0.1093239,1260,Mouse78751,0.0,040723
0.09907433,0.1108889,1320,Mouse78751,0.0,040723
0.10361924,0.11296601,1380,Mouse78751,0.0,040723
0.10489314,0.12435003,1440,Mouse78751,0.0,040723
0.09676252,0.11636046,1500,Mouse78751,0.0,040723
0.09861599,0.11505058,1560,Mouse78751,0.0,040723
0.100761205,0.12548935,1620,Mouse78751,0.0,040723
0.10728541,0.12534302,1680,Mouse78751,0.0,040723
0.10292492,0.11806294,1740,Mouse78751,0.0,040723
0.10588077,0.11227488,1800,Mouse78751,0.0,040723
0.0984942,0.11048029,1860,Mouse78751,0.0,040723
0.090332575,0.12008121,1920,Mouse78751,0.0,040723
0.09469325,0.10810704,1980,Mouse78751,0.0,040723
0.102047056,0.11224817,2040,Mouse78751,0.0,040723
0.1097861,0.11539722,2100,Mouse78751,0.0,040723
0.1058602,0.10625164,2160,Mouse78751,0.0,040723
0.098717935,0.10514157,2220,Mouse78751,0.0,040723
0.10181479,0.10346403,2280,Mouse78751,0.0,040723
0.10571613,0.10100276,2340,Mouse78751,0.0,040723
0.10263877,0.108144574,2400,Mouse78751,0.0,040723
0.09972613,0.112697646,2460,Mouse78751,0.0,040723
0.09977474,0.117975764,2520,Mouse78751,0.0,040723
0.087856516,0.09963322,2580,Mouse78751,0.0,040723
0.102986224,0.10877977,2640,Mouse78751,0.0,040723
0.10129346,0.11109185,2700,Mouse78751,0.0,040723
0.09065771,0.10179662,2760,Mouse78751,0.0,040723
0.10294285,0.108821675,2820,Mouse78751,0.0,040723
0.1071171,0.11016481,2880,Mouse78751,0.0,040723
0.09792897,0.12597169,2940,Mouse78751,0.0,040723
0.10107192,0.10436001,3000,Mouse78751,0.0,040723
0.10333084,0.110491134,3060,Mouse78751,0.0,040723
0.10428313,0.10935202,3120,Mouse78751,0.0,040723
0.085310996,0.12309,3180,Mouse78751,0.0,040723
0.092691116,0.11000573,3240,Mouse78751,0.0,040723
0.09849378,0.107077405,3300,Mouse78751,0.0,040723
0.10128299,0.10082891,3360,Mouse78751,0.0,040723
0.105647184,0.11664932,3420,Mouse78751,0.0,040723
0.11300085,0.1171288,3480,Mouse78751,0.0,040723
0.104716584,0.106995486,3540,Mouse78751,0.0,040723
0.1148895,0.14734377,0,Mouse78751,1.0,040723
0.11552033,0.14643861,60,Mouse78751,1.0,040723
0.1142418,0.13339972,120,Mouse78751,1.0,040723
0.117967635,0.1284389,180,Mouse78751,1.0,040723
0.11710264,0.1290522,240,Mouse78751,1.0,040723
0.1087667,0.123703286,300,Mouse78751,1.0,040723
0.11647518,0.13290638,360,Mouse78751,1.0,040723
0.11496634,0.13522229,420,Mouse78751,1.0,040723
0.109242156,0.12386152,480,Mouse78751,1.0,040723
0.102011606,0.1357251,540,Mouse78751,1.0,040723
0.10091188,0.12388779,600,Mouse78751,1.0,040723
0.10874567,0.11748789,660,Mouse78751,1.0,040723
0.11684247,0.13355862,720,Mouse78751,1.0,040723
0.107065335,0.11764213,780,Mouse78751,1.0,040723
0.10572681,0.12121006,840,Mouse78751,1.0,040723
0.1093257,0.12666562,900,Mouse78751,1.0,040723
0.10652501,0.13324945,960,Mouse78751,1.0,040723
0.10420737,0.13617045,1020,Mouse78751,1.0,040723
0.1042002,0.12351286,1080,Mouse78751,1.0,040723
0.10872539,0.12756285,1140,Mouse78751,1.0,040723
0.11747777,0.1307055,1200,Mouse78751,1.0,040723
0.10145344,0.1287286,1260,Mouse78751,1.0,040723
0.10013718,0.13801022,1320,Mouse78751,1.0,040723
0.101213805,0.11736324,1380,Mouse78751,1.0,040723
0.110666856,0.13007446,1440,Mouse78751,1.0,040723
0.09924597,0.12947544,1500,Mouse78751,1.0,040723
0.10274549,0.1243683,1560,Mouse78751,1.0,040723
0.11184924,0.11874407,1620,Mouse78751,1.0,040723
0.11111523,0.11698489,1680,Mouse78751,1.0,040723
0.10727648,0.123613186,1740,Mouse78751,1.0,040723
0.10643835,0.123438105,1800,Mouse78751,1.0,040723
0.10787855,0.11226837,1860,Mouse78751,1.0,040723
0.110058285,0.12118826,1920,Mouse78751,1.0,040723
0.1067539,0.11606696,1980,Mouse78751,1.0,040723
0.08967587,0.11758092,2040,Mouse78751,1.0,040723
0.1025794,0.11910932,2100,Mouse78751,1.0,040723
0.11167027,0.12032989,2160,Mouse78751,1.0,040723
0.10688482,0.10785639,2220,Mouse78751,1.0,040723
0.10001322,0.110564925,2280,Mouse78751,1.0,040723
0.10416212,0.110306606,2340,Mouse78751,1.0,040723
0.10371966,0.11870863,2400,Mouse78751,1.0,040723
0.10048497,0.10947247,2460,Mouse78751,1.0,040723
0.11881963,0.13145512,2520,Mouse78751,1.0,040723
0.10519508,0.1220088,2580,Mouse78751,1.0,040723
0.09736584,0.118014336,2640,Mouse78751,1.0,040723
0.105269484,0.11992977,2700,Mouse78751,1.0,040723
0.09843239,0.12053061,2760,Mouse78751,1.0,040723
0.09434902,0.12983362,2820,Mouse78751,1.0,040723
0.10070834,0.10920454,2880,Mouse78751,1.0,040723
0.10927611,0.11915871,2940,Mouse78751,1.0,040723
0.10974052,0.11992181,3000,Mouse78751,1.0,040723
0.10045716,0.10716082,3060,Mouse78751,1.0,040723
0.098012224,0.1117074,3120,Mouse78751,1.0,040723
0.10481428,0.12648174,3180,Mouse78751,1.0,040723
0.09492795,0.12313258,3240,Mouse78751,1.0,040723
0.10412628,0.13089435,3300,Mouse78751,1.0,040723
0.0999872,0.12036364,3360,Mouse78751,1.0,040723
0.10607652,0.11374091,3420,Mouse78751,1.0,040723
0.106875665,0.11269161,3480,Mouse78751,1.0,040723
0.108632766,0.12052605,3540,Mouse78751,1.0,040723
0.08770839,0.14527252,0,Mouse78764,0.0,040723
0.0811674,0.14372995,60,Mouse78764,0.0,040723
0.078208156,0.13826405,120,Mouse78764,0.0,040723
0.07750369,0.14867884,180,Mouse78764,0.0,040723
0.083456464,0.14644103,240,Mouse78764,0.0,040723
0.086504884,0.15858306,300,Mouse78764,0.0,040723
0.07877082,0.14224233,360,Mouse78764,0.0,040723
0.0762564,0.1351362,420,Mouse78764,0.0,040723
0.07914289,0.14901796,480,Mouse78764,0.0,040723
0.08230324,0.14103489,540,Mouse78764,0.0,040723
0.08419244,0.14795108,600,Mouse78764,0.0,040723
0.074533194,0.13645631,660,Mouse78764,0.0,040723
0.069754556,0.14751188,720,Mouse78764,0.0,040723
0.06944356,0.13769446,780,Mouse78764,0.0,040723
0.07349391,0.14295536,840,Mouse78764,0.0,040723
0.07440546,0.14681736,900,Mouse78764,0.0,040723
0.080617875,0.13691948,960,Mouse78764,0.0,040723
0.07297354,0.13682553,1020,Mouse78764,0.0,040723
0.07116381,0.14329658,1080,Mouse78764,0.0,040723
0.06468094,0.14247575,1140,Mouse78764,0.0,040723
0.073562846,0.13012801,1200,Mouse78764,0.0,040723
0.08217185,0.12884226,1260,Mouse78764,0.0,040723
0.08624012,0.15725513,1320,Mouse78764,0.0,040723
0.08330772,0.1510367,1380,Mouse78764,0.0,040723
0.084496,0.1382891,1440,Mouse78764,0.0,040723
0.08412549,0.14820361,1500,Mouse78764,0.0,040723
0.07717345,0.13281201,1560,Mouse78764,0.0,040723
0.079718366,0.1390553,1620,Mouse78764,0.0,040723
0.07927869,0.13706204,1680,Mouse78764,0.0,040723
0.082783476,0.14686643,1740,Mouse78764,0.0,040723
0.0780244,0.13224362,1800,Mouse78764,0.0,040723
0.08016722,0.13897756,1860,Mouse78764,0.0,040723
0.0805947,0.13948265,1920,Mouse78764,0.0,040723
0.08532237,0.13656108,1980,Mouse78764,0.0,040723
0.077436306,0.13782516,2040,Mouse78764,0.0,040723
0.07766234,0.1399098,2100,Mouse78764,0.0,040723
0.07635562,0.12934382,2160,Mouse78764,0.0,040723
0.07893289,0.14000084,2220,Mouse78764,0.0,040723
0.07624108,0.14507395,2280,Mouse78764,0.0,040723
0.07850506,0.12611723,2340,Mouse78764,0.0,040723
0.07374837,0.14009418,2400,Mouse78764,0.0,040723
0.07279913,0.12982777,2460,Mouse78764,0.0,040723
0.078693844,0.14125143,2520,Mouse78764,0.0,040723
0.07409317,0.12865692,2580,Mouse78764,0.0,040723
0.073224865,0.13984667,2640,Mouse78764,0.0,040723
0.08199338,0.13390905,2700,Mouse78764,0.0,040723
0.07742565,0.1280316,2760,Mouse78764,0.0,040723
0.08075058,0.13012277,2820,Mouse78764,0.0,040723
0.0797277,0.12529288,2880,Mouse78764,0.0,040723
0.07616119,0.13041528,2940,Mouse78764,0.0,040723
0.08296415,0.14361995,3000,Mouse78764,0.0,040723
0.07298152,0.13195035,3060,Mouse78764,0.0,040723
0.07458129,0.12326174,3120,Mouse78764,0.0,040723
0.074990325,0.13630582,3180,Mouse78764,0.0,040723
0.079753,0.14195257,3240,Mouse78764,0.0,040723
0.06991787,0.13243634,3300,Mouse78764,0.0,040723
0.07395663,0.13250554,3360,Mouse78764,0.0,040723
0.082519986,0.13162503,3420,Mouse78764,0.0,040723
0.07578297,0.13195261,3480,Mouse78764,0.0,040723
0.075072594,0.14421718,3540,Mouse78764,0.0,040723
0.09071244,0.16375928,0,Mouse78764,1.0,040723
0.090688854,0.15770847,60,Mouse78764,1.0,040723
0.09235705,0.17284626,120,Mouse78764,1.0,040723
0.088991605,0.14865628,180,Mouse78764,1.0,040723
0.08809865,0.15850803,240,Mouse78764,1.0,040723
0.08998966,0.150706,300,Mouse78764,1.0,040723
0.09256612,0.15856862,360,Mouse78764,1.0,040723
0.09119716,0.16138794,420,Mouse78764,1.0,040723
0.0890218,0.16512097,480,Mouse78764,1.0,040723
0.08866252,0.15277117,540,Mouse78764,1.0,040723
0.09603701,0.17180228,600,Mouse78764,1.0,040723
0.08981592,0.1628731,660,Mouse78764,1.0,040723
0.08656873,0.15266027,720,Mouse78764,1.0,040723
0.088212565,0.1601883,780,Mouse78764,1.0,040723
0.085520074,0.16458122,840,Mouse78764,1.0,040723
0.087827995,0.15590042,900,Mouse78764,1.0,040723
0.08228546,0.14805086,960,Mouse78764,1.0,040723
0.083237305,0.16812626,1020,Mouse78764,1.0,040723
0.07743491,0.15888715,1080,Mouse78764,1.0,040723
0.08499616,0.1518937,1140,Mouse78764,1.0,040723
0.082843214,0.15415972,1200,Mouse78764,1.0,040723
0.08705254,0.15067486,1260,Mouse78764,1.0,040723
0.0844697,0.16866167,1320,Mouse78764,1.0,040723
0.08889336,0.15411763,1380,Mouse78764,1.0,040723
0.081732675,0.15666686,1440,Mouse78764,1.0,040723
0.081800394,0.16129579,1500,Mouse78764,1.0,040723
0.08748785,0.17100592,1560,Mouse78764,1.0,040723
0.07539641,0.15721393,1620,Mouse78764,1.0,040723
0.06849225,0.15378712,1680,Mouse78764,1.0,040723
0.07536563,0.16515937,1740,Mouse78764,1.0,040723
0.08251075,0.15275104,1800,Mouse78764,1.0,040723
0.08637963,0.14676604,1860,Mouse78764,1.0,040723
0.08301474,0.16528402,1920,Mouse78764,1.0,040723
0.08180006,0.15508072,1980,Mouse78764,1.0,040723
0.08213118,0.1507241,2040,Mouse78764,1.0,040723
0.082821116,0.14395805,2100,Mouse78764,1.0,040723
0.08544929,0.16470006,2160,Mouse78764,1.0,040723
0.083472535,0.16636792,2220,Mouse78764,1.0,040723
0.08103092,0.15119585,2280,Mouse78764,1.0,040723
0.07956211,0.14681344,2340,Mouse78764,1.0,040723
0.08251154,0.1598671,2400,Mouse78764,1.0,040723
0.080728464,0.13681862,2460,Mouse78764,1.0,040723
0.084043875,0.1587688,2520,Mouse78764,1.0,040723
0.08328092,0.1456905,2580,Mouse78764,1.0,040723
0.08321352,0.16099444,2640,Mouse78764,1.0,040723
0.0865196,0.14510149,2700,Mouse78764,1.0,040723
0.08146431,0.15903443,2760,Mouse78764,1.0,040723
0.0826014,0.16183026,2820,Mouse78764,1.0,040723
0.08521329,0.16412322,2880,Mouse78764,1.0,040723
0.078569,0.1484485,2940,Mouse78764,1.0,040723
0.081006594,0.15318237,3000,Mouse78764,1.0,040723
0.08436204,0.14832129,3060,Mouse78764,1.0,040723
0.08018895,0.15196611,3120,Mouse78764,1.0,040723
0.07383692,0.15204813,3180,Mouse78764,1.0,040723
0.07811174,0.16242406,3240,Mouse78764,1.0,040723
0.085833125,0.14900692,3300,Mouse78764,1.0,040723
0.082299344,0.15154642,3360,Mouse78764,1.0,040723
0.0858478,0.16138229,3420,Mouse78764,1.0,040723
0.08644483,0.15717855,3480,Mouse78764,1.0,040723
0.07854334,0.15154962,3540,Mouse78764,1.0,040723
