,Mouse,-1,0,1
33,Mouse0913,0.2624017000198364,0.20441971719264984,0.16004224121570587
34,Mouse0913,0.18450577557086945,0.13016189634799957,0.09817709773778915
35,Mouse0913,0.11543954908847809,0.22150853276252747,0.303175151348114
36,Mouse0913,0.22731946408748627,0.14740076661109924,0.1694778949022293
37,Mouse0913,0.1733902543783188,0.1132945567369461,0.16239425539970398
38,Mouse0914,0.22372135519981384,0.17488105595111847,0.31669139862060547
39,Mouse0914,0.2938980758190155,0.2405511885881424,0.21805183589458466
40,Mouse0914,0.13388845324516296,0.17041121423244476,0.2041686773300171
41,Mouse0914,0.17575237154960632,0.2718268930912018,0.20617303252220154
42,Mouse0914,0.26640790700912476,0.3196437954902649,0.2401256263256073
43,Mouse0914,0.18869134783744812,0.19387124478816986,0.18048140406608582
44,Mouse0914,0.26215487718582153,0.1397676020860672,0.20900952816009521
45,Mouse0914,0.1488664299249649,0.20148418843746185,0.16151463985443115
46,Mouse0914,0.1801312118768692,0.2564425766468048,0.16533535718917847
47,Mouse2401,0.13418902456760406,0.07016647607088089,0.13154661655426025
48,Mouse2401,0.14028722047805786,0.23462554812431335,0.04212842136621475
49,Mouse2401,0.16888321936130524,0.19816277921199799,0.2334790974855423
50,Mouse2401,0.235176220536232,0.04002627730369568,0.22208207845687866
51,Mouse2401,0.11791863292455673,0.1527159959077835,0.17754888534545898
52,Mouse2401,0.14888429641723633,0.2124088555574417,0.19681747257709503
53,Mouse2401,0.12156861275434494,0.08089974522590637,0.14261414110660553
54,Mouse2401,0.2846851348876953,0.13920265436172485,0.08394023030996323
55,Mouse2401,0.08316535502672195,0.22474180161952972,0.21361896395683289
56,Mouse2401,0.2547508180141449,0.23594090342521667,0.29581218957901
57,Mouse2401,0.06267580389976501,0.2525978088378906,0.13747374713420868
58,Mouse2401,0.1672293245792389,0.0774645283818245,0.15590380132198334
59,Mouse2401,0.2096804529428482,0.14715543389320374,0.24775773286819458
60,Mouse2402,0.00797814317047596,0.05297134816646576,0.09077408909797668
61,Mouse2402,0.16877366602420807,0.18198621273040771,0.132436603307724
62,Mouse2402,0.24039791524410248,0.1470087468624115,0.09153158217668533
63,Mouse2402,0.06622976809740067,0.1821555495262146,0.255202978849411
64,Mouse2402,0.007282526697963476,0.0842837393283844,0.15645422041416168
65,Mouse2402,0.14852888882160187,0.10668952018022537,0.08914245665073395
66,Mouse2402,0.13138817250728607,0.1321180909872055,0.21742208302021027
67,Mouse2402,0.12360487133264542,0.20983609557151794,0.2626933455467224
68,Mouse2402,0.15819905698299408,0.14292369782924652,0.20728154480457306
69,Mouse2402,0.3227490186691284,0.21941298246383667,0.16544167697429657
70,Mouse2402,0.12611909210681915,0.08078916370868683,0.246230348944664
71,Mouse2402,0.1479581892490387,0.1567612737417221,0.22232742607593536
72,Mouse2403,0.1794334203004837,0.12485985457897186,0.13110436499118805
73,Mouse2403,0.19993597269058228,0.09639950841665268,0.18715950846672058
74,Mouse2403,0.10213197767734528,0.17778801918029785,0.2806084454059601
75,Mouse2403,0.190092071890831,0.18974027037620544,0.18225644528865814
76,Mouse2403,0.21465064585208893,0.164093479514122,0.15424872934818268
77,Mouse2403,0.15549923479557037,0.19639088213443756,0.1022362932562828
78,Mouse2403,0.1313576102256775,0.10348862409591675,0.2457975447177887
79,Mouse2403,0.18424449861049652,0.2274671196937561,0.17855887115001678
80,Mouse2403,0.21983107924461365,0.18909722566604614,0.19863152503967285
81,Mouse2403,0.16038651764392853,0.22802641987800598,0.12518253922462463
82,Mouse2403,0.23460529744625092,0.1387920379638672,0.18479344248771667
83,Mouse2403,0.16196247935295105,0.09658130258321762,0.11848030984401703
84,Mouse2403,0.18707174062728882,0.1416107565164566,0.1784340888261795
85,Mouse2403,0.11941076070070267,0.12485887110233307,0.05176113545894623
86,Mouse2403,0.10584474354982376,0.2568487823009491,0.12710213661193848
87,Mouse2403,0.09631938487291336,0.16753137111663818,0.1338643580675125
88,Mouse2403,0.17444327473640442,0.34374216198921204,0.13353078067302704
89,Mouse2403,0.30078229308128357,0.22645658254623413,0.17377878725528717
90,Mouse2403,0.2135288417339325,0.12842857837677002,0.12417273968458176
91,Mouse2403,0.17698130011558533,0.1871439665555954,0.26708176732063293
92,Mouse2403,0.14429010450839996,0.10139280557632446,0.12506945431232452
93,Mouse2403,0.12822432816028595,0.13071711361408234,0.15757198631763458
94,Mouse2403,0.1647876799106598,0.18704292178153992,0.14713308215141296
95,Mouse2403,0.21436554193496704,0.1424020528793335,0.1759926974773407
96,Mouse2403,0.10431224852800369,0.20802924036979675,0.16361628472805023
97,Mouse2403,0.12820623815059662,0.1379300355911255,0.05772942304611206
98,Mouse2403,0.0697367787361145,0.08907099068164825,0.0861380398273468
99,Mouse2403,0.18824109435081482,0.08858741074800491,0.11882296949625015
100,Mouse30391,0.26535874605178833,0.2342851161956787,0.20282749831676483
101,Mouse30391,0.18980512022972107,0.24099677801132202,0.1782028079032898
102,Mouse30391,0.2135048508644104,0.16084736585617065,0.14682568609714508
103,Mouse30392,0.11876905709505081,0.09776514768600464,0.09918106347322464
104,Mouse30392,0.06928956508636475,0.13064227998256683,0.16293422877788544
105,Mouse30392,0.12608781456947327,0.15812057256698608,0.13176178932189941
106,Mouse30392,0.05498801916837692,0.13425631821155548,0.26609551906585693
107,Mouse30392,0.12717896699905396,0.2263900190591812,0.15459516644477844
108,Mouse3881,0.1515578180551529,0.06992222368717194,0.11877478659152985
109,Mouse3881,0.1423439383506775,0.08136896044015884,0.12420960515737534
110,Mouse3881,0.12754040956497192,0.05935750901699066,0.1304444521665573
111,Mouse3882,0.1384730339050293,0.1911039650440216,0.19904668629169464
112,Mouse3882,0.10260279476642609,0.2509065270423889,0.1377953588962555
113,Mouse3882,0.0683768168091774,0.06248606741428375,0.06080038473010063
114,Mouse3882,0.11893286556005478,0.10906621813774109,0.1472606062889099
115,Mouse3882,0.1901603490114212,0.247629776597023,0.1708787977695465
116,Mouse3882,0.1493045836687088,0.10999292135238647,0.19496892392635345
117,Mouse3882,0.10810581594705582,0.16645731031894684,0.26361382007598877
118,Mouse3882,0.20684051513671875,0.04153567925095558,0.12769988179206848
119,Mouse3882,0.09710503369569778,0.0600161999464035,0.13038475811481476
120,Mouse3883,0.018212711438536644,0.15321139991283417,0.14193859696388245
121,Mouse3883,0.20330055058002472,0.16707822680473328,0.07162566483020782
122,Mouse3883,0.13631200790405273,0.1688089817762375,0.07785946130752563
123,Mouse3883,0.24657095968723297,0.14677830040454865,0.2293589860200882
124,Mouse3883,0.13011713325977325,0.11917353421449661,0.1364659070968628
125,Mouse3883,0.17390112578868866,0.11520033329725266,0.09999717026948929
126,Mouse3883,0.0759623646736145,0.08587092161178589,0.08952464908361435
127,Mouse3883,0.20752647519111633,0.12768687307834625,0.08894272893667221
128,Mouse3883,0.19086182117462158,0.2320815473794937,0.10371214151382446
129,Mouse3883,0.13162511587142944,0.15464195609092712,0.1473926603794098
130,Mouse3883,0.17197741568088531,0.18392805755138397,0.13479852676391602
131,Mouse3883,0.19992829859256744,0.266683965921402,0.24018684029579163
132,Mouse3883,0.12360204011201859,0.24199678003787994,0.24407705664634705
133,Mouse3883,0.16772383451461792,0.21083687245845795,0.152120903134346
134,Mouse3883,0.004955006763339043,0.09382282942533493,0.1489858627319336
135,Mouse3883,0.0846390649676323,0.172130286693573,0.1253310889005661
136,Mouse69841,0.0636771097779274,0.0826762318611145,0.18901316821575165
137,Mouse69841,0.06218269467353821,0.12374093383550644,0.03997880592942238
138,Mouse69841,0.09816975891590118,0.10532070696353912,0.14224475622177124
139,Mouse69861,0.13585421442985535,0.05221954360604286,0.1723996251821518
140,Mouse69861,0.012679774314165115,0.12936697900295258,0.1459682434797287
141,Mouse69862,0.12348940223455429,0.21666114032268524,0.16354720294475555
142,Mouse69862,0.04341473430395126,0.1492684930562973,0.16814278066158295
143,Mouse69872,0.08715826272964478,0.1529986560344696,0.09069773554801941
144,Mouse69872,0.10168255120515823,0.19428768754005432,0.15910105407238007
145,Mouse69872,0.22751200199127197,0.1873830407857895,0.1553855687379837
146,Mouse69872,0.12294728308916092,0.1462143063545227,0.164118692278862
147,Mouse69872,0.2995545268058777,0.09510199725627899,0.16985107958316803
148,Mouse69872,0.23149888217449188,0.15534240007400513,0.10733060538768768
149,Mouse69872,0.0930686816573143,0.11400961130857468,0.14834584295749664
150,Mouse69872,0.21730594336986542,0.1343536227941513,0.14399491250514984
151,Mouse69872,0.03858429938554764,0.16912412643432617,0.29115715622901917
152,Mouse69872,0.1405971348285675,0.20354536175727844,0.1511198878288269
153,Mouse69872,0.16189555823802948,0.20139774680137634,0.1827777475118637
154,Mouse69872,0.18857493996620178,0.19418461620807648,0.1502133160829544
155,Mouse69872,0.14148159325122833,0.08339931070804596,0.07390032708644867
156,Mouse69872,0.10568628460168839,0.22730447351932526,0.261782169342041
157,Mouse69872,0.1216181218624115,0.16649416089057922,0.14053131639957428
158,Mouse69872,0.08984128385782242,0.12614446878433228,0.10983340442180634
159,Mouse69873,0.14480510354042053,0.12830165028572083,0.13199900090694427
160,Mouse69873,0.10129459947347641,0.14219339191913605,0.13087129592895508
161,Mouse69873,0.12829604744911194,0.1412007212638855,0.07967017590999603
162,Mouse69873,0.1504162698984146,0.13526754081249237,0.18771100044250488
