,mouse,expDate,social mean agg,social mean net 1,social mean net 2,social mean net 3,object mean agg,object mean net 1,object mean net 2,object mean net 3
170,Mouse6992,052616,3.3092880249023438,0.07934769243001938,0.14984053373336792,0.04660695791244507,2.7848052978515625,0.0684642344713211,0.1247185543179512,0.04797786474227905
171,Mouse6992,053116,2.7842416763305664,0.0714593157172203,0.12281081825494766,0.050618067383766174,2.6912221908569336,0.07610836625099182,0.11442895233631134,0.052278708666563034
172,Mouse6992,060216,3.357038736343384,0.07829508185386658,0.15318013727664948,0.04989290237426758,3.0522959232330322,0.07141383737325668,0.1386270523071289,0.05723196640610695
173,Mouse6992,060716,3.0449419021606445,0.0755997970700264,0.13616733253002167,0.047084685415029526,2.957211971282959,0.07676564157009125,0.13029465079307556,0.0453844889998436
174,Mouse6992,060916,3.63667368888855,0.06815377622842789,0.17602980136871338,0.04709678515791893,3.4009225368499756,0.06466300785541534,0.16412782669067383,0.042797185480594635
175,Mouse6992,061416,4.369278907775879,0.07188287377357483,0.21770009398460388,0.04887095466256142,4.534911632537842,0.07839687913656235,0.22423475980758667,0.039020657539367676
176,Mouse6992,061616,4.352646827697754,0.0747460201382637,0.2152642011642456,0.04325982183218002,4.388418674468994,0.07372988015413284,0.21784238517284393,0.047041695564985275
177,Mouse6992,070716,3.781097650527954,0.0822698175907135,0.17564012110233307,0.0645965114235878,3.858386278152466,0.08150918036699295,0.1808665543794632,0.061271972954273224
178,Mouse699L,052416,4.010989189147949,0.08722280710935593,0.18734876811504364,0.04545703902840614,3.675204277038574,0.07775037735700607,0.172636941075325,0.04862723499536514
179,Mouse699L,052616,3.6241061687469482,0.07705849409103394,0.1704346239566803,0.03812114894390106,3.9437153339385986,0.08674964308738708,0.18400023877620697,0.036048002541065216
180,Mouse699L,053116,3.7682583332061768,0.0774269849061966,0.1785624921321869,0.04506176337599754,3.7980384826660156,0.08335569500923157,0.176994189620018,0.042103756219148636
181,Mouse699L,060216,3.6727914810180664,0.07643357664346695,0.17332760989665985,0.04720176383852959,3.515388250350952,0.07347270101308823,0.1658071130514145,0.043043579906225204
182,Mouse699L,061416,4.74740743637085,0.07792187482118607,0.23707325756549835,0.04328329488635063,4.52175235748291,0.07743632793426514,0.22389116883277893,0.041754622012376785
183,Mouse699L,061616,4.797823905944824,0.08411888778209686,0.23676656186580658,0.03614094853401184,4.676713943481445,0.08406034857034683,0.2296382635831833,0.033816512674093246
184,Mouse699L,070716,3.855647563934326,0.07934793084859848,0.18308481574058533,0.03562203422188759,3.2987165451049805,0.07172209769487381,0.15389081835746765,0.041887037456035614
185,Mouse8881,090817,3.2727627754211426,0.10058508068323135,0.1354762762784958,0.03965075686573982,3.3706860542297363,0.10537951439619064,0.1388506293296814,0.03232666105031967
186,Mouse8881,091117,3.4425694942474365,0.10272535681724548,0.1443255990743637,0.04143839329481125,3.777912139892578,0.11222748458385468,0.1587805449962616,0.04317464679479599
187,Mouse8881,091317,3.7884762287139893,0.11144768446683884,0.16010552644729614,0.037797555327415466,3.7278566360473633,0.11174120008945465,0.15616706013679504,0.04080246016383171
188,Mouse8881,091517,3.9852349758148193,0.11431849747896194,0.17015719413757324,0.03923764452338219,3.45054030418396,0.10517676174640656,0.1432836502790451,0.043281082063913345
189,Mouse8881,092217,3.6556155681610107,0.10781710594892502,0.15422692894935608,0.038788434118032455,3.760607957839966,0.10851405560970306,0.16025224328041077,0.03561221435666084
190,Mouse8881,092517,3.591618061065674,0.10871335119009018,0.14961887896060944,0.04439679533243179,3.7140896320343018,0.11046396940946579,0.1562257707118988,0.0377114862203598
191,Mouse8881,092917,3.553281545639038,0.10385313630104065,0.1501954197883606,0.043918970972299576,3.621504068374634,0.10504630953073502,0.15385080873966217,0.03781943768262863
192,Mouse8881,100217,3.4398694038391113,0.10444866120815277,0.14323660731315613,0.039474163204431534,3.316908121109009,0.10306054353713989,0.13655543327331543,0.042284999042749405
193,Mouse8881,100417,3.379725217819214,0.10120092332363129,0.1417086124420166,0.035524580627679825,3.664863109588623,0.10660647600889206,0.1556415557861328,0.03535805270075798
194,Mouse8881,100617,4.002821445465088,0.11309592425823212,0.1718602478504181,0.040847040712833405,3.4986486434936523,0.10412147641181946,0.14692024886608124,0.04025285318493843
195,Mouse8894,090917,4.296323776245117,0.14528176188468933,0.16992048919200897,0.05549730360507965,4.389584541320801,0.14737091958522797,0.17467175424098969,0.046619441360235214
196,Mouse8894,091217,4.307168483734131,0.1373201161623001,0.17448914051055908,0.07298243045806885,4.783918857574463,0.14703255891799927,0.1979106366634369,0.06067714840173721
197,Mouse8894,091417,4.286564826965332,0.13712048530578613,0.17396454513072968,0.05929639935493469,4.1383256912231445,0.13431687653064728,0.1665765941143036,0.06262046098709106
198,Mouse8894,091617,4.3593430519104,0.1372849941253662,0.17771896719932556,0.07113703340291977,4.533354759216309,0.14706507325172424,0.18326826393604279,0.05136120319366455
199,Mouse8894,092317,2.627549171447754,0.08879706263542175,0.10212807357311249,0.0759793221950531,3.023135185241699,0.09930633753538132,0.12036305665969849,0.06023301184177399
200,Mouse8894,092617,3.1900229454040527,0.10363520681858063,0.1270303577184677,0.07864490896463394,3.0407660007476807,0.10033655166625977,0.1202990934252739,0.07212947309017181
201,Mouse8894,093017,4.07124137878418,0.12047941237688065,0.17016230523586273,0.07459165155887604,3.9978036880493164,0.1164252832531929,0.1683402955532074,0.06996209174394608
202,Mouse8894,100317,4.487423896789551,0.1346476525068283,0.1868550032377243,0.07332362979650497,4.578022480010986,0.13342005014419556,0.1930999457836151,0.07124456763267517
203,Mouse8894,100517,3.7519946098327637,0.11807948350906372,0.15288549661636353,0.06398668140172958,3.6499083042144775,0.11503101140260696,0.1481788605451584,0.07262536883354187
204,Mouse8894,100717,3.8801541328430176,0.12187331169843674,0.15779004991054535,0.07673606276512146,3.741163969039917,0.11587202548980713,0.15297167003154755,0.0769164189696312
