,mouse,expDate,social mean agg,social mean net 1,social mean net 2,social mean net 3,object mean agg,object mean net 1,object mean net 2,object mean net 3
151,Mouse6674,040418,3.818225383758545,0.0899043157696724,0.17388218641281128,0.05307123810052872,3.7680907249450684,0.09140846133232117,0.17018233239650726,0.04867968335747719
152,Mouse6674,040618,3.9625155925750732,0.08954918384552002,0.1828465461730957,0.05072132870554924,3.908613443374634,0.09226854890584946,0.17813923954963684,0.04788881167769432
153,Mouse6674,040918,3.7883639335632324,0.0943947434425354,0.16953380405902863,0.05121956393122673,3.782811164855957,0.09497902542352676,0.1690574735403061,0.04661225154995918
154,Mouse6674,041118,3.628694534301758,0.09014909714460373,0.16247859597206116,0.050599001348018646,3.3479597568511963,0.08586055785417557,0.14825868606567383,0.048343125730752945
155,Mouse6674,041318,3.7254600524902344,0.08200021833181381,0.17297014594078064,0.05287749320268631,3.703155994415283,0.08241502940654755,0.17133064568042755,0.0542176254093647
156,Mouse6990,052616,3.730055809020996,0.07700756192207336,0.17643263936042786,0.04702168330550194,4.250208854675293,0.08706071972846985,0.20215792953968048,0.037002697587013245
157,Mouse6990,060716,3.8128602504730225,0.07837080955505371,0.18055114150047302,0.04810257628560066,4.006888389587402,0.08671537786722183,0.187357097864151,0.04646620154380798
158,Mouse6990,060916,3.9268622398376465,0.07015367597341537,0.19252155721187592,0.04104573652148247,3.8437869548797607,0.06975752115249634,0.18780063092708588,0.040382497012615204
159,Mouse6990,061416,4.317093849182129,0.07187067717313766,0.21465779840946198,0.047020141035318375,4.492570400238037,0.0793004184961319,0.22077660262584686,0.04796270653605461
160,Mouse6990,061616,4.27633810043335,0.07398790121078491,0.2113814502954483,0.03753206878900528,4.228950023651123,0.0717664584517479,0.20956768095493317,0.04390661418437958
161,Mouse6991,052416,3.246950149536133,0.07792056351900101,0.14699676632881165,0.04530295729637146,3.3954381942749023,0.0828409343957901,0.15328414738178253,0.0390290692448616
162,Mouse6991,052616,3.5746092796325684,0.08720403164625168,0.16124914586544037,0.04404696077108383,3.830653190612793,0.09403271973133087,0.17282935976982117,0.03862135857343674
163,Mouse6991,053116,3.87842059135437,0.10629493743181229,0.16786159574985504,0.05312824249267578,,,,
164,Mouse6991,060216,3.847513437271118,0.08749435096979141,0.1772928535938263,0.04757614806294441,3.6679439544677734,0.08535632491111755,0.16762922704219818,0.051032405346632004
165,Mouse6991,060716,3.429372787475586,0.08210334181785583,0.155793234705925,0.038094304502010345,3.946388006210327,0.09626920521259308,0.17848986387252808,0.037858981639146805
166,Mouse6991,060916,4.596935272216797,0.08298496901988983,0.2251977175474167,0.04044373333454132,4.370835304260254,0.08017437905073166,0.2133876234292984,0.03815716505050659
167,Mouse6991,061416,2.7875163555145264,0.04789832606911659,0.1372901350259781,0.04041871428489685,2.820253610610962,0.05209140107035637,0.13708345592021942,0.033665578812360764
168,Mouse6991,061616,4.132083892822266,0.07806847244501114,0.2003549337387085,0.0370214506983757,4.198340892791748,0.0769563615322113,0.20514602959156036,0.03324092552065849
169,Mouse6992,052416,3.2888123989105225,0.08123823255300522,0.1475345939397812,0.04585472494363785,2.6828272342681885,0.07031597942113876,0.11740890890359879,0.05041513964533806
