,Event Number,mouse,time,group,net 1,net 2,net 3,agg scores
0,Tone 1,Mouse39111,-10,group 2,0.10510719567537308,0.11496344208717346,0.05247589573264122,2.984309196472168
1,Tone 1,Mouse39111,-9,group 2,0.10676124691963196,0.17220547795295715,0.0507599338889122,3.9537031650543213
2,Tone 1,Mouse39111,-8,group 2,0.10595753788948059,0.16993826627731323,0.003913414664566517,3.8741369247436523
3,Tone 1,Mouse39111,-7,group 2,0.16638849675655365,0.28843727707862854,0.057142309844493866,6.480355262756348
4,Tone 1,Mouse39111,-6,group 2,0.15352316200733185,0.3829818665981293,0.07513348013162613,7.943765163421631
5,Tone 1,Mouse39111,-5,group 2,0.09055982530117035,0.17591992020606995,0.06057572364807129,3.864051103591919
6,Tone 1,Mouse39111,-4,group 2,0.1282295435667038,0.1740342527627945,0.07719504088163376,4.213593482971191
7,Tone 1,Mouse39111,-3,group 2,0.11031174659729004,0.1390840709209442,0.07566237449645996,3.4542391300201416
8,Tone 1,Mouse39111,-2,group 2,0.09279169142246246,0.09367281943559647,0.018391190096735954,2.484031915664673
9,Tone 1,Mouse39111,-1,group 2,0.08150703459978104,0.15456996858119965,0.09544931352138519,3.4446303844451904
10,Tone 1,Mouse39111,0,group 2,0.14334647357463837,0.174392431974411,0.01902163214981556,4.3255438804626465
11,Tone 1,Mouse39111,1,group 2,0.13088299334049225,0.1644400656223297,0.01934485323727131,4.037760257720947
12,Tone 1,Mouse39111,2,group 2,0.13078942894935608,0.17694120109081268,0.011124741286039352,4.239336967468262
13,Tone 1,Mouse39111,3,group 2,0.10884997993707657,0.19926923513412476,0.07586397230625153,4.443574905395508
14,Tone 1,Mouse39111,4,group 2,0.12047774344682693,0.15050894021987915,0.09456208348274231,3.757978677749634
15,Tone 1,Mouse39111,5,group 2,0.10514966398477554,0.1298009157180786,0.036722030490636826,3.2207226753234863
16,Tone 1,Mouse39111,6,group 2,0.14810824394226074,0.20410938560962677,0.06942038238048553,4.904135227203369
17,Tone 1,Mouse39111,7,group 2,0.09967881441116333,0.1587122231721878,0.05383959785103798,3.6615793704986572
18,Tone 1,Mouse39111,8,group 2,0.1683683842420578,0.24878117442131042,0.07167530059814453,5.8490495681762695
19,Tone 1,Mouse39111,9,group 2,0.14248952269554138,0.2883734405040741,0.05504301190376282,6.243691444396973
20,Tone 1,Mouse39111,10,group 2,,,,
21,Tone 1,Mouse39111,11,group 2,0.12500520050525665,0.18988390266895294,0.037954963743686676,4.417895317077637
22,Tone 1,Mouse39111,12,group 2,0.12267673015594482,0.19001097977161407,0.047663815319538116,4.404231548309326
23,Tone 1,Mouse39111,13,group 2,,,,
24,Tone 1,Mouse39111,14,group 2,,,,
25,Tone 1,Mouse39111,15,group 2,,,,
26,Tone 1,Mouse39111,16,group 2,0.1477697342634201,0.2908736765384674,0.03285302221775055,6.321043968200684
27,Tone 1,Mouse39111,17,group 2,0.14002184569835663,0.2566377520561218,0.047716859728097916,5.6850714683532715
28,Tone 1,Mouse39111,18,group 2,0.09812869876623154,0.17260593175888062,0.02078333869576454,3.8541407585144043
29,Tone 1,Mouse39111,19,group 2,0.12001386284828186,0.2102147489786148,0.11806625127792358,4.76595401763916
30,Tone 1,Mouse39111,20,group 2,0.13963912427425385,0.21506138145923615,0.014330252073705196,4.9639387130737305
31,Tone 1,Mouse39111,21,group 2,0.08110543340444565,0.13374246656894684,0.008668320253491402,3.0306434631347656
32,Tone 1,Mouse39111,22,group 2,0.11312156170606613,0.13627146184444427,0.043130144476890564,3.411328077316284
33,Tone 1,Mouse39111,23,group 2,0.10978752374649048,0.16368108987808228,0.014856955967843533,3.815237283706665
34,Tone 1,Mouse39111,24,group 2,0.13264288008213043,0.2043725997209549,0.040731750428676605,4.736291885375977
35,Tone 1,Mouse39111,25,group 2,0.14230656623840332,0.2537725865840912,0.05077270418405533,5.661887168884277
36,Tone 1,Mouse39111,26,group 2,0.13858333230018616,0.1430324912071228,0.01157144084572792,3.7506158351898193
37,Tone 1,Mouse39111,27,group 2,,,,
38,Tone 1,Mouse39111,28,group 2,0.08366022258996964,0.1348753124475479,0.06402552127838135,3.1146039962768555
39,Tone 1,Mouse39111,29,group 2,,,,
40,Tone 1,Mouse39111,30,group 2,0.06767944246530533,0.11446752399206161,0.050338614732027054,2.6079041957855225
41,Tone 1,Mouse39111,31,group 2,0.13461339473724365,0.2154264748096466,0.10511031001806259,4.986475944519043
42,Tone 1,Mouse39111,32,group 2,0.1314815729856491,0.23784597218036652,0.037244562059640884,5.280518531799316
43,Tone 1,Mouse39111,33,group 2,0.08712116628885269,0.09040942788124084,0.05119108781218529,2.397808074951172
44,Tone 1,Mouse39111,34,group 2,,,,
