,Mouse,-1,0,1
0,Mouse0912,0.04699118807911873,0.044126853346824646,0.0580897256731987
1,Mouse0912,0.05495630204677582,0.06851218640804291,0.02886333130300045
2,Mouse0912,0.06335112452507019,0.06794451177120209,0.06292018294334412
3,Mouse0912,0.05555161461234093,0.07023007422685623,0.05939771234989166
4,Mouse0912,0.05782776698470116,0.0846870094537735,0.06837683171033859
5,Mouse0912,0.058297790586948395,0.06614921987056732,0.023983988910913467
6,Mouse0912,0.04647590219974518,0.06857534497976303,0.03421073779463768
7,Mouse0912,0.14132238924503326,0.14346230030059814,0.13862229883670807
8,Mouse0912,0.14071373641490936,0.14466054737567902,0.13350218534469604
9,Mouse0912,0.12996035814285278,0.13682137429714203,0.14096595346927643
10,Mouse0912,0.1386665552854538,0.13232016563415527,0.12106716632843018
11,Mouse0913,0.11510220170021057,0.10209342837333679,0.09567654132843018
12,Mouse0913,0.06776113063097,0.07150737941265106,0.09650012105703354
13,Mouse0913,0.08498125523328781,0.08670861274003983,0.027179181575775146
14,Mouse0913,0.10152348130941391,0.07358208298683167,0.055366676300764084
15,Mouse0913,0.06368828564882278,0.0398377925157547,0.08882597833871841
16,Mouse0913,0.06749369949102402,0.054041989147663116,0.08491665869951248
17,Mouse0913,0.06799735873937607,0.013955212198197842,0.11536821722984314
18,Mouse0913,0.07886270433664322,0.08877374231815338,0.08931610733270645
19,Mouse0913,0.08485198765993118,0.04054693132638931,0.04351054131984711
20,Mouse0913,0.027109811082482338,0.08392694592475891,0.03823446109890938
21,Mouse0913,0.028851639479398727,0.08577152341604233,0.11582893133163452
22,Mouse0913,0.0723646879196167,0.03876826539635658,0.11852642893791199
23,Mouse0913,0.03261241316795349,0.06248297914862633,0.035105109214782715
24,Mouse0913,0.022677255794405937,0.07094675302505493,0.04277528077363968
25,Mouse0913,0.03829345107078552,0.056306708604097366,0.02826056256890297
26,Mouse0913,0.047732044011354446,0.05261605232954025,0.10206551849842072
27,Mouse0913,0.07099658995866776,0.04182064160704613,0.052366748452186584
28,Mouse0913,0.09065975248813629,0.06374526023864746,0.036519620567560196
29,Mouse0913,0.04626377671957016,0.07628324627876282,0.07576277107000351
30,Mouse0913,0.044787485152482986,0.033293500542640686,0.05123976245522499
31,Mouse0913,0.040379416197538376,0.07725844532251358,0.06382876634597778
32,Mouse0913,0.018556442111730576,0.022495286539196968,0.05389661341905594
33,Mouse0913,0.09792066365480423,0.05679052323102951,0.05181996896862984
34,Mouse0913,0.10738897323608398,0.1131599023938179,0.04009775444865227
35,Mouse0913,0.08423002809286118,0.06034068018198013,0.061447057873010635
36,Mouse0913,0.03882274776697159,0.0920458734035492,0.06486128270626068
37,Mouse0913,0.07476270198822021,0.06669086217880249,0.09663955867290497
38,Mouse0914,0.10640551894903183,0.05960094556212425,0.047404758632183075
39,Mouse0914,0.05929020419716835,0.11063537001609802,0.03721354529261589
40,Mouse0914,0.066482774913311,0.030255679041147232,0.04486924782395363
41,Mouse0914,0.03298473730683327,0.04125679284334183,0.04380641505122185
42,Mouse0914,0.07303944230079651,0.0661318302154541,0.03898629918694496
43,Mouse0914,0.03465793654322624,0.043521080166101456,0.025899073109030724
44,Mouse0914,0.10400441288948059,0.09445615112781525,0.053253937512636185
45,Mouse0914,0.0553208626806736,0.05365755409002304,0.04373009502887726
46,Mouse0914,0.0404537208378315,0.0604710578918457,0.07258346676826477
47,Mouse2401,0.09554175287485123,0.06544236838817596,0.11076836287975311
48,Mouse2401,0.06013152003288269,0.11298931390047073,0.059911616146564484
49,Mouse2401,0.023056751117110252,0.06859008222818375,0.0767848864197731
50,Mouse2401,0.05956396088004112,0.09687286615371704,0.05587662756443024
51,Mouse2401,0.09049051254987717,0.02065887302160263,0.10616891086101532
52,Mouse2401,0.029618296772241592,0.058295730501413345,0.05494855344295502
53,Mouse2401,0.14829885959625244,0.04653139039874077,0.10007783025503159
54,Mouse2401,0.09713473170995712,0.098515085875988,0.05435327813029289
55,Mouse2401,0.0475342832505703,0.05959218367934227,0.03938376158475876
56,Mouse2401,0.057429227977991104,0.05126078426837921,0.054837100207805634
57,Mouse2401,0.05879640951752663,0.02727501466870308,0.04376504570245743
58,Mouse2401,0.06699344515800476,0.03870561718940735,0.05831599608063698
59,Mouse2401,0.06951100379228592,0.0845031887292862,0.11100494116544724
60,Mouse2402,0.06011074036359787,0.07341349869966507,0.08206769078969955
61,Mouse2402,0.06627450883388519,0.05238345265388489,0.057322703301906586
62,Mouse2402,0.0497313067317009,0.08747415989637375,0.07578246295452118
63,Mouse2402,0.05196664109826088,0.052039191126823425,0.05418520048260689
64,Mouse2402,0.045196328312158585,0.027338866144418716,0.08405442535877228
65,Mouse2402,0.046658243983983994,0.0812084898352623,0.07646278291940689
66,Mouse2402,0.06368251889944077,0.03873802348971367,0.04099661484360695
67,Mouse2402,0.07629624009132385,0.11960403621196747,0.035160213708877563
68,Mouse2402,0.06462708860635757,0.06206325441598892,0.05158735811710358
69,Mouse2402,0.07801578938961029,0.06687170267105103,0.08968663960695267
70,Mouse2402,0.04150284081697464,0.038484837859869,0.04033774882555008
71,Mouse2402,0.06467001140117645,0.034989722073078156,0.08120086044073105
72,Mouse2403,0.043048758059740067,0.06361937522888184,0.08747883886098862
73,Mouse2403,0.07295814901590347,0.08493822067975998,0.10580042749643326
74,Mouse2403,0.06717346608638763,0.034627240151166916,0.06110607087612152
75,Mouse2403,0.04223664849996567,0.05741265416145325,0.061014410108327866
76,Mouse2403,0.07527689635753632,0.031182099133729935,0.08402382582426071
77,Mouse2403,0.09076310694217682,0.04477674886584282,0.056108370423316956
78,Mouse2403,0.06091306731104851,0.07878758758306503,0.029524682089686394
79,Mouse2403,0.08880992978811264,0.07717816531658173,0.003993782680481672
80,Mouse2403,0.0670555979013443,0.05799037590622902,0.04080366715788841
81,Mouse2403,0.058264803141355515,0.03960543870925903,0.04487074539065361
82,Mouse2403,0.07015529274940491,0.04184230417013168,0.05682269111275673
83,Mouse2403,0.05553516373038292,0.025849677622318268,0.047354891896247864
84,Mouse2403,0.09134390950202942,0.08676619082689285,0.03203713521361351
85,Mouse2403,0.060673587024211884,0.009598813019692898,0.08442658185958862
86,Mouse2403,0.06077417731285095,0.040312036871910095,0.07948428392410278
87,Mouse2403,0.0745811015367508,0.07932034879922867,0.04703207314014435
88,Mouse2403,0.03039557673037052,0.05214328691363335,0.05454574152827263
89,Mouse2403,0.06730110198259354,0.06880544126033783,0.08566852658987045
90,Mouse2403,0.08864226192235947,0.07673394680023193,0.07059082388877869
91,Mouse2403,0.060482896864414215,0.03916655108332634,0.02753179892897606
92,Mouse2403,0.060524072498083115,0.04758016765117645,0.07181601971387863
93,Mouse2403,0.03516507148742676,0.0727226585149765,0.055853478610515594
94,Mouse2403,0.04579278081655502,0.05734066292643547,0.06238938122987747
95,Mouse2403,0.046616874635219574,0.0507652685046196,0.026486217975616455
96,Mouse2403,0.04690782353281975,0.08330098539590836,0.06286538392305374
97,Mouse2403,0.06895479559898376,0.06412940472364426,0.028339315205812454
98,Mouse2403,0.05834290757775307,0.06021913141012192,0.10371744632720947
99,Mouse2403,0.0439426563680172,0.04985074698925018,0.041581373661756516
100,Mouse30391,0.03449014574289322,0.015506446361541748,0.0887332484126091
101,Mouse30391,0.001570510328747332,0.0629076287150383,0.04700050130486488
102,Mouse30391,0.03496105596423149,0.020414894446730614,0.007295155897736549
103,Mouse30392,0.06837546080350876,0.03748320788145065,0.009141940623521805
104,Mouse30392,0.00543129863217473,0.04246441274881363,0.06669922173023224
105,Mouse30392,0.026391232386231422,0.036503687500953674,0.045328542590141296
106,Mouse30392,0.01601109281182289,0.04482315108180046,0.031409233808517456
107,Mouse30392,0.03918067365884781,0.004826515447348356,0.06170528009533882
108,Mouse3881,0.10799339413642883,0.09627693146467209,0.11789847910404205
109,Mouse3881,0.07093797624111176,0.09846315532922745,0.07319961488246918
110,Mouse3881,0.10591962188482285,0.10128102451562881,0.05571525916457176
111,Mouse3882,0.06090852990746498,0.06228048354387283,0.052832476794719696
112,Mouse3882,0.08230124413967133,0.05611805245280266,0.13134349882602692
113,Mouse3882,0.07623041421175003,0.09224025905132294,0.06550654023885727
114,Mouse3882,0.08735378831624985,0.0790945366024971,0.09437840431928635
115,Mouse3882,0.07054287940263748,0.10152405500411987,0.04734515771269798
116,Mouse3882,0.06475356221199036,0.08563725650310516,0.09932775050401688
117,Mouse3882,0.10148824751377106,0.08147802203893661,0.08995828032493591
118,Mouse3882,0.054343730211257935,0.06738000363111496,0.10156388580799103
119,Mouse3882,0.04919126257300377,0.030531737953424454,0.08848795294761658
120,Mouse3883,0.07109136134386063,0.07254772633314133,0.045590125024318695
121,Mouse3883,0.07301507145166397,0.06706186383962631,0.07084450125694275
122,Mouse3883,0.07340270280838013,0.06841451674699783,0.0688360333442688
123,Mouse3883,0.082569919526577,0.09623268991708755,0.042763303965330124
124,Mouse3883,0.048030734062194824,0.100081667304039,0.11036115884780884
125,Mouse3883,0.07256259024143219,0.08191684633493423,0.05485175549983978
126,Mouse3883,0.05533246323466301,0.07240580767393112,0.04570358619093895
127,Mouse3883,0.09138233959674835,0.08000016957521439,0.08734932541847229
