,Event Number,mouse,time,group,net 1,net 2,net 3,agg scores
0,Tone 1,Mouse39111,-10,group 2,0.11917570233345032,0.17836734652519226,0.06038681045174599,4.185003280639648
1,Tone 1,Mouse39111,-9,group 2,0.10503124445676804,0.14335878193378448,0.08904518932104111,3.483475685119629
2,Tone 1,Mouse39111,-8,group 2,0.1401197463274002,0.28777942061424255,0.08858689665794373,6.234843730926514
3,Tone 1,Mouse39111,-7,group 2,0.11879183351993561,0.17275340855121613,0.0549430213868618,4.083699703216553
4,Tone 1,Mouse39111,-6,group 2,0.14836835861206055,0.23598846793174744,0.029268406331539154,5.409176349639893
5,Tone 1,Mouse39111,-5,group 2,0.11801855266094208,0.26586976647377014,0.06795409321784973,5.638129711151123
6,Tone 1,Mouse39111,-4,group 2,0.14701703190803528,0.20288895070552826,0.03436162695288658,4.847734451293945
7,Tone 1,Mouse39111,-3,group 2,0.12052769213914871,0.2899308502674103,0.03865116834640503,6.042693138122559
8,Tone 1,Mouse39111,-2,group 2,0.08258087933063507,0.2043362408876419,0.12208297848701477,4.304202556610107
9,Tone 1,Mouse39111,-1,group 2,0.08294478058815002,0.20161429047584534,0.08256498724222183,4.233792304992676
10,Tone 1,Mouse39111,0,group 2,0.0792824849486351,0.11487181484699249,0.08447563648223877,2.752988815307617
11,Tone 1,Mouse39111,1,group 2,0.1497986614704132,0.2281733900308609,0.12691016495227814,5.363519191741943
12,Tone 1,Mouse39111,2,group 2,0.171932652592659,0.2298453003168106,0.006124142091721296,5.520806312561035
13,Tone 1,Mouse39111,3,group 2,,,,
14,Tone 1,Mouse39111,4,group 2,0.11919409036636353,0.15462112426757812,0.036009375005960464,3.771610736846924
15,Tone 1,Mouse39111,5,group 2,0.12480478733778,0.2383335679769516,0.08013210445642471,5.254279136657715
16,Tone 1,Mouse39111,6,group 2,0.104261115193367,0.15474319458007812,0.05821254849433899,3.643446445465088
17,Tone 1,Mouse39111,7,group 2,0.16173556447029114,0.2165335863828659,0.05330433323979378,5.233107089996338
18,Tone 1,Mouse39111,8,group 2,0.11934065818786621,0.20606978237628937,0.07706698030233383,4.660587787628174
19,Tone 1,Mouse39111,9,group 2,0.1022653877735138,0.17128999531269073,0.02341546304523945,3.8746209144592285
20,Tone 1,Mouse39111,10,group 2,0.10325905680656433,0.1447143703699112,0.08478493988513947,3.485638380050659
21,Tone 1,Mouse39111,11,group 2,0.12975379824638367,0.12837734818458557,0.041943613439798355,3.4417519569396973
22,Tone 1,Mouse39111,12,group 2,0.08994690328836441,0.16181732714176178,0.0544806607067585,3.6184966564178467
23,Tone 1,Mouse39111,13,group 2,0.11198145896196365,0.1433594971895218,0.052156273275613785,3.5248749256134033
24,Tone 1,Mouse39111,14,group 2,0.14824029803276062,0.17350079119205475,0.022070707753300667,4.36081600189209
25,Tone 1,Mouse39111,15,group 2,0.07860405743122101,0.0922641009092331,0.061552535742521286,2.352806806564331
26,Tone 1,Mouse39111,16,group 2,0.1361907422542572,0.20565398037433624,0.06824833154678345,4.812314510345459
27,Tone 1,Mouse39111,17,group 2,0.12585371732711792,0.18566930294036865,0.03129536658525467,4.351115703582764
28,Tone 1,Mouse39111,18,group 2,0.12535372376441956,0.1461830884218216,0.02226349525153637,3.6813042163848877
29,Tone 1,Mouse39111,19,group 2,0.1070164293050766,0.1170966625213623,0.06535784155130386,3.0478971004486084
30,Tone 1,Mouse39111,20,group 2,0.09700154513120651,0.15284179151058197,0.050434280186891556,3.5350112915039062
31,Tone 1,Mouse39111,21,group 2,0.10383415967226028,0.13146696984767914,0.0030890933703631163,3.211285352706909
32,Tone 1,Mouse39111,22,group 2,0.09921502321958542,0.13979576528072357,0.04821709915995598,3.337562322616577
33,Tone 1,Mouse39111,23,group 2,0.08321717381477356,0.2420475035905838,0.06695224344730377,4.899334907531738
34,Tone 1,Mouse39111,24,group 2,0.07928365468978882,0.20612578094005585,0.06448251008987427,4.260074615478516
35,Tone 1,Mouse39111,25,group 2,0.1253083199262619,0.20042335987091064,0.08296047896146774,4.629155158996582
36,Tone 1,Mouse39111,26,group 2,0.12471044063568115,0.17668253183364868,0.06298791617155075,4.213003158569336
37,Tone 1,Mouse39111,27,group 2,0.10968855768442154,0.12963633239269257,0.01582861877977848,3.2473196983337402
