mouse,mouse-name,time,openArms,bxcx_n1_scores,bxcx_n2_scores,n1_scores,n2_scores
2.0,Mouse39115,8.0,0.0,-4.920405090684882,-49.964611855404954,0.10932590685321093,0.17744213967431188
2.0,Mouse39115,9.0,0.0,-4.9982088787201375,-52.01648451667031,0.10732128031192657,0.17499400961467887
2.0,Mouse39115,10.0,0.0,-5.0697800897201395,-55.09853990114382,0.10553009978899079,0.1715499877798165
2.0,Mouse39115,11.0,0.0,-5.138924083243188,-56.51034289632688,0.10384591961467886,0.17005736920183484
3.0,Mouse39121,7.0,0.0,-3.7409698871168433,-60.51923607686869,0.14929417429302336,0.16607775382790707
3.0,Mouse39121,8.0,0.0,-3.7688440755531314,-63.80491251877194,0.14808444415023483,0.1630706379859155
3.0,Mouse39121,9.0,0.0,-3.7479451306273446,-61.592754475299856,0.14898992891428578,0.1650716510952381
3.0,Mouse39121,10.0,0.0,-3.7468190134882433,-61.37686259098535,0.14903897864423082,0.16527208886057698
3.0,Mouse39121,11.0,0.0,-3.74243365709061,-61.30245605263288,0.14923024300000012,0.16534138820952385
4.0,Mouse39122,7.0,0.0,-7.117580081494986,-19.917607631802458,0.06952664286010365,0.2433962661139896
4.0,Mouse39122,8.0,0.0,-7.037207953522056,-19.55713364018781,0.07053666447150261,0.2449192915025906
4.0,Mouse39122,9.0,0.0,-7.080955101256965,-19.252755692775885,0.06998392983937826,0.24623454310880818
4.0,Mouse39122,10.0,0.0,-6.923082084501937,-18.832283820671265,0.07201295155440415,0.24809741823834192
4.0,Mouse39122,11.0,0.0,-6.830711810023478,-17.65651843936361,0.07324545255440416,0.2536127086528496
5.0,Mouse39132,7.0,0.0,-6.412781994719008,-30.633059226101416,0.07928209880981593,0.21001280871165648
5.0,Mouse39132,8.0,0.0,-6.458938181260927,-32.148829567243624,0.07857583512179489,0.2065550239423077
5.0,Mouse39132,9.0,0.0,-6.407046430781703,-33.37458612668003,0.07937059192452829,0.2039140060377358
5.0,Mouse39132,10.0,0.0,-6.2869929731800696,-32.312208425133484,0.0812608699575757,0.206195314939394
5.0,Mouse39132,11.0,0.0,-6.321811480385814,-32.424688324427706,0.08070507359999998,0.20594907581249994
6.0,Mouse39135,7.0,0.0,-6.937698059931091,-30.041607555973712,0.07182105807643309,0.2114244752165606
6.0,Mouse39135,8.0,0.0,-6.929195717007587,-29.834972661548644,0.07193258297452225,0.2119264230127389
6.0,Mouse39135,9.0,0.0,-6.819172374151501,-28.454916640736727,0.07340186274193547,0.21540185725806454
6.0,Mouse39135,10.0,0.0,-6.844205812245791,-29.320445811748073,0.07306324412499998,0.21319666588815794
6.0,Mouse39135,11.0,0.0,-6.850968403083515,-28.64175227694229,0.0729722098782051,0.21491834294871795
7.0,Mouse6674,7.0,0.0,-5.904166848131738,-43.422553385804505,0.08781233765962435,0.18624396096713622
7.0,Mouse6674,8.0,0.0,-5.917293782155063,-43.81856130846714,0.08757345822985776,0.18566186547867308
7.0,Mouse6674,9.0,0.0,-5.8844410996678835,-42.85086207193449,0.08817332264608069,0.18709692979097395
7.0,Mouse6674,10.0,0.0,-5.905718913661379,-43.01123121319547,0.08778403782409637,0.18685612910120492
7.0,Mouse6674,11.0,0.0,-5.931566987082014,-43.42387148618152,0.08731493088564478,0.18624201172019467
8.0,Mouse69061,7.0,0.0,-4.825157538537356,-55.23723538633423,0.11186518857333336,0.17140109504444437
8.0,Mouse69061,8.0,0.0,-4.876572750192298,-58.10591328593634,0.11048255654424778,0.1684294509424778
8.0,Mouse69061,9.0,0.0,-4.963313014589478,-61.726140015326635,0.10821283071555558,0.16494828354222213
8.0,Mouse69061,10.0,0.0,-4.9391641812912885,-61.19054025161823,0.10883696865044246,0.16544583475221225
8.0,Mouse69061,11.0,0.0,-4.969115149513298,-62.41277896468033,0.10806374932743361,0.164318820477876
9.0,Mouse69071,7.0,0.0,-4.51839969606028,-65.40884736655474,0.12074100103809526,0.16167704487142856
9.0,Mouse69071,8.0,0.0,-4.551420938230698,-65.35680589499042,0.11973073932367148,0.16172154017391302
9.0,Mouse69071,9.0,0.0,-4.547849038453689,-66.05915347524268,0.11983934679807695,0.16112500612980768
9.0,Mouse69071,10.0,0.0,-4.565989798859997,-64.45974188799264,0.1192894309569378,0.1624960721483253
9.0,Mouse69071,11.0,0.0,-4.5843640097512095,-68.27470943960915,0.1187366599859155,0.159297597028169
10.0,Mouse69075,7.0,0.0,-5.496766334989095,-78.57875975863904,0.095795858445,0.15173750796999996
10.0,Mouse69075,8.0,0.0,-5.479979751686789,-80.53656095597178,0.09615024678756476,0.1504507916062176
10.0,Mouse69075,9.0,0.0,-5.479030993908306,-82.81405752540799,0.09617034081151828,0.14900577185340314
10.0,Mouse69075,10.0,0.0,-5.4630473734743275,-79.22193304218823,0.09650990463440857,0.15131009687634406
10.0,Mouse69075,11.0,0.0,-5.499411847313588,-79.42374978987766,0.09574020409139784,0.15117694116129032
11.0,Mouse8893,7.0,0.0,-6.194500170210693,-75.34667822272793,0.08276830928850863,0.15395868597310516
11.0,Mouse8893,8.0,0.0,-6.112573160149862,-73.0428466468478,0.08414239503178494,0.15562150124449886
11.0,Mouse8893,9.0,0.0,-6.063169114294311,-73.33324498247133,0.08498925667401966,0.1554080536593138
11.0,Mouse8893,10.0,0.0,-6.104918638702477,-75.0615869818398,0.08427269385121959,0.1541607327097561
11.0,Mouse8893,11.0,0.0,-6.141338616299744,-78.71605956446048,0.08365568830000006,0.15164587431463417
