,Mouse,-1,0,1
36,Mouse0913,0.11228172481060028,0.05252867564558983,0.08543823659420013
37,Mouse0913,0.08838532119989395,0.04459293559193611,0.08633743226528168
38,Mouse0914,0.1205429881811142,0.08784665167331696,0.1535283774137497
39,Mouse0914,0.15481826663017273,0.11026967316865921,0.10179325193166733
40,Mouse0914,0.09656710177659988,0.1150144636631012,0.08504324406385422
41,Mouse0914,0.10664144158363342,0.13413679599761963,0.12848374247550964
42,Mouse0914,0.13455639779567719,0.16314435005187988,0.12971250712871552
43,Mouse0914,0.10828084498643875,0.12449724227190018,0.13201861083507538
44,Mouse0914,0.11429325491189957,0.08460915833711624,0.14127980172634125
45,Mouse0914,0.11575453728437424,0.1296064853668213,0.12944674491882324
46,Mouse0914,0.11135945469141006,0.1457504779100418,0.12299782782793045
47,Mouse2401,0.05697031319141388,0.06829185038805008,0.058377183973789215
48,Mouse2401,0.07182245701551437,0.08705081790685654,0.042162779718637466
49,Mouse2401,0.08519338816404343,0.10375804454088211,0.11855605989694595
50,Mouse2401,0.11010872572660446,0.04087935760617256,0.11867550015449524
51,Mouse2401,0.06207180395722389,0.07926048338413239,0.08041071891784668
52,Mouse2401,0.06115255132317543,0.10914697498083115,0.10473853349685669
53,Mouse2401,0.05852123349905014,0.04312799125909805,0.09444505721330643
54,Mouse2401,0.11530064046382904,0.07285559177398682,0.04870197921991348
55,Mouse2401,0.039191119372844696,0.1308342069387436,0.10130006074905396
56,Mouse2401,0.13947509229183197,0.13340529799461365,0.12120170146226883
57,Mouse2401,0.05942642688751221,0.11958490312099457,0.0966453105211258
58,Mouse2401,0.09847268462181091,0.08027412742376328,0.08961977809667587
59,Mouse2401,0.12914465367794037,0.1019650474190712,0.08518766611814499
60,Mouse2402,0.008451768197119236,0.024046391248703003,0.020126039162278175
61,Mouse2402,0.061726197600364685,0.07854960858821869,0.06366077065467834
62,Mouse2402,0.09025269001722336,0.08610909432172775,0.049641627818346024
63,Mouse2402,0.022570762783288956,0.08263333141803741,0.12428712844848633
64,Mouse2402,0.003121300833299756,0.029131649062037468,0.0831923708319664
65,Mouse2402,0.05074065923690796,0.07577308267354965,0.0579155869781971
66,Mouse2402,0.06423945724964142,0.0750892162322998,0.11591146141290665
67,Mouse2402,0.0599818080663681,0.07027898728847504,0.09882093966007233
68,Mouse2402,0.0743984580039978,0.08564578741788864,0.07491350173950195
69,Mouse2402,0.1201915368437767,0.07855213433504105,0.07015547156333923
70,Mouse2402,0.06706983596086502,0.053026337176561356,0.09783138334751129
71,Mouse2402,0.0752178207039833,0.09582450240850449,0.06798423826694489
72,Mouse2403,0.08404680341482162,0.05668165534734726,0.05032625421881676
73,Mouse2403,0.10789656639099121,0.08338908851146698,0.07281449437141418
74,Mouse2403,0.06978364288806915,0.10283327847719193,0.1241874173283577
75,Mouse2403,0.11310519278049469,0.09040934592485428,0.0942712128162384
76,Mouse2403,0.134418323636055,0.08895319700241089,0.09898766875267029
77,Mouse2403,0.08928806334733963,0.11487140506505966,0.106651671230793
78,Mouse2403,0.11049040406942368,0.07824033498764038,0.13589224219322205
79,Mouse2403,0.11703997850418091,0.12435988336801529,0.12223377078771591
80,Mouse2403,0.10846849530935287,0.07632791250944138,0.11544433236122131
81,Mouse2403,0.1136631965637207,0.1202850341796875,0.0973726138472557
82,Mouse2403,0.14949890971183777,0.06912203133106232,0.12119146436452866
83,Mouse2403,0.09951994568109512,0.07472837716341019,0.11548720300197601
84,Mouse2403,0.09786074608564377,0.11396189033985138,0.11455972492694855
85,Mouse2403,0.12463199347257614,0.0942080169916153,0.06825154274702072
86,Mouse2403,0.08213236182928085,0.12891151010990143,0.08464395999908447
87,Mouse2403,0.0752132311463356,0.11197898536920547,0.08821950852870941
88,Mouse2403,0.07639830559492111,0.19988028705120087,0.0902547687292099
89,Mouse2403,0.13539695739746094,0.11801870912313461,0.1067432090640068
90,Mouse2403,0.10674748569726944,0.08856207877397537,0.08179984241724014
91,Mouse2403,0.1053737923502922,0.10204537957906723,0.1300567239522934
92,Mouse2403,0.10071251541376114,0.0832514688372612,0.10779794305562973
93,Mouse2403,0.10038509964942932,0.07919704914093018,0.11642475426197052
94,Mouse2403,0.08007374405860901,0.1214788481593132,0.13423295319080353
95,Mouse2403,0.12995252013206482,0.10481853038072586,0.1004377081990242
96,Mouse2403,0.085474893450737,0.0995582789182663,0.09962177276611328
97,Mouse2403,0.07885165512561798,0.0848718136548996,0.09486068785190582
98,Mouse2403,0.07274649292230606,0.1402551233768463,0.09731847047805786
99,Mouse2403,0.11865490674972534,0.07104138284921646,0.09629782289266586
100,Mouse30391,0.13913631439208984,0.12224117666482925,0.1031683161854744
101,Mouse30391,0.10599897056818008,0.12645383179187775,0.10256458073854446
102,Mouse30391,0.13476085662841797,0.1089826375246048,0.10998931527137756
103,Mouse30392,0.09154979139566422,0.08994142711162567,0.11662319302558899
104,Mouse30392,0.08439178019762039,0.11130768060684204,0.12469179928302765
105,Mouse30392,0.1114748865365982,0.11884883791208267,0.12441786378622055
106,Mouse30392,0.0984441265463829,0.08808328956365585,0.13785725831985474
107,Mouse30392,0.09642468392848969,0.13008980453014374,0.10666981339454651
108,Mouse3881,0.09935861080884933,0.0754876509308815,0.07701188325881958
109,Mouse3881,0.10794861614704132,0.05860316753387451,0.10409281402826309
110,Mouse3881,0.08473840355873108,0.06022895500063896,0.08894650638103485
111,Mouse3882,0.11573449522256851,0.13853901624679565,0.13656935095787048
112,Mouse3882,0.07816775143146515,0.15527662634849548,0.08431851118803024
113,Mouse3882,0.07110394537448883,0.05211389809846878,0.07369216531515121
114,Mouse3882,0.10171407461166382,0.09078691899776459,0.11338407546281815
115,Mouse3882,0.12339042872190475,0.1645319014787674,0.12518322467803955
116,Mouse3882,0.1329859048128128,0.10145875811576843,0.13876166939735413
117,Mouse3882,0.1020841896533966,0.11732460558414459,0.13875353336334229
118,Mouse3882,0.1457376778125763,0.04836894944310188,0.09851760417222977
119,Mouse3882,0.10622815042734146,0.0519450344145298,0.08349189907312393
120,Mouse3883,0.06041504070162773,0.10822565108537674,0.09574967622756958
121,Mouse3883,0.1297016590833664,0.11900605261325836,0.05347573757171631
122,Mouse3883,0.10515119135379791,0.1247413232922554,0.05738699808716774
123,Mouse3883,0.13039393723011017,0.0864172950387001,0.13770367205142975
124,Mouse3883,0.128265842795372,0.06597188860177994,0.08404114097356796
125,Mouse3883,0.12249381840229034,0.0753939226269722,0.0526258647441864
126,Mouse3883,0.07251813262701035,0.08040981739759445,0.06956791132688522
127,Mouse3883,0.10116474330425262,0.09566863626241684,0.08583777397871017
128,Mouse3883,0.14495521783828735,0.12279374152421951,0.09928517043590546
129,Mouse3883,0.09396109730005264,0.10284564644098282,0.11563906073570251
130,Mouse3883,0.11392208933830261,0.1073300912976265,0.10198363661766052
131,Mouse3883,0.11950770020484924,0.16700798273086548,0.14626403152942657
132,Mouse3883,0.11303871124982834,0.14118234813213348,0.15272416174411774
133,Mouse3883,0.1354779452085495,0.12316279858350754,0.10195908695459366
134,Mouse3883,0.007797995116561651,0.042752206325531006,0.1369958072900772
135,Mouse3883,0.09837816655635834,0.1236630380153656,0.11903923004865646
136,Mouse69841,0.04826607182621956,0.07702188193798065,0.12051559239625931
137,Mouse69841,0.06766419857740402,0.075253926217556,0.06138059124350548
138,Mouse69841,0.07872409373521805,0.07682035118341446,0.09937810152769089
139,Mouse69861,0.11742420494556427,0.04997732490301132,0.14632362127304077
140,Mouse69861,0.02885800041258335,0.08005952835083008,0.09837501496076584
141,Mouse69862,0.10893072932958603,0.13259275257587433,0.12473691254854202
142,Mouse69862,0.047018107026815414,0.10813312232494354,0.1235194057226181
143,Mouse69872,0.0871855616569519,0.10366484522819519,0.0753607377409935
144,Mouse69872,0.07903098315000534,0.11692804098129272,0.14140725135803223
145,Mouse69872,0.10592764616012573,0.10508429259061813,0.12074202299118042
146,Mouse69872,0.06802740693092346,0.10293171554803848,0.07843352109193802
147,Mouse69872,0.13264790177345276,0.09675417840480804,0.10000225156545639
148,Mouse69872,0.11336077004671097,0.1028951108455658,0.060278765857219696
149,Mouse69872,0.08373286575078964,0.09088362008333206,0.14060050249099731
150,Mouse69872,0.14762181043624878,0.07264569401741028,0.07992357760667801
151,Mouse69872,0.03665401041507721,0.112371064722538,0.08959776908159256
152,Mouse69872,0.0703415796160698,0.1207333505153656,0.0840177908539772
153,Mouse69872,0.054970890283584595,0.12185756117105484,0.14461928606033325
154,Mouse69872,0.08257732540369034,0.11780600249767303,0.1345677375793457
155,Mouse69872,0.09909677505493164,0.1037733182311058,0.05918954685330391
156,Mouse69872,0.06486564874649048,0.10927413403987885,0.10390499979257584
157,Mouse69872,0.12038350105285645,0.12359843403100967,0.08440683037042618
158,Mouse69872,0.07912785559892654,0.09174563735723495,0.12451035529375076
159,Mouse69873,0.09808030724525452,0.1271081417798996,0.09863971918821335
160,Mouse69873,0.10613293945789337,0.14182493090629578,0.09049883484840393
161,Mouse69873,0.12717187404632568,0.15707744657993317,0.10207680612802505
162,Mouse69873,0.11379073560237885,0.09512919187545776,0.10596314817667007
