mouse,surround perc,surr_mean_time,center perc,center_mean_time
Mouse39121,0.8875,179.88262910798122,0.1125,185.37037037037038
Mouse39135,0.8041666666666667,180.08290155440415,0.19583333333333333,182.2127659574468
Mouse69061,0.7875,173.83597883597884,0.2125,205.19607843137254
Mouse04203,0.8791666666666667,183.30331753554503,0.12083333333333333,160.10344827586206
Mouse39115,0.8333333333333334,177.345,0.16666666666666666,196.275
Mouse39122,0.8666666666666667,179.88942307692307,0.13333333333333333,184.46875
Mouse69071,0.8083333333333333,171.9278350515464,0.19166666666666668,216.65217391304347
Mouse69075,0.8166666666666667,181.46938775510205,0.18333333333333332,176.1818181818182
Mouse39132,0.8166666666666667,179.27551020408163,0.18333333333333332,185.95454545454547
