mouse,network,location,-5,-4,-3,-2,-1,0,1,2,3,4,5
Mouse0641,agg,OpenArms,4.258761212903226,4.334936888888889,4.154806515,4.266413388888889,3.904756225,4.157102321052632,3.8321200606060613,3.989992778571429,3.7922557566666666,4.049913953846154,4.0862955272727275
Mouse39115,agg,OpenArms,4.189246234883721,4.108620506976743,4.020294139534884,3.702085062790697,3.546259804651163,3.8734853813953487,3.842195125581395,3.7146365651162796,3.969098293023256,4.315045002325581,4.190741572093024
Mouse39121,agg,OpenArms,4.266003009523809,4.376603956818182,4.408640548780487,4.339357957142856,4.53131653095238,4.39672551111111,4.5415855149999995,4.532361473170732,4.292347280487805,4.455732857500001,4.473386979069768
Mouse39122,agg,OpenArms,4.94730092923077,4.815316243076923,4.91987447076923,4.854605810769231,4.9005311562500005,4.857080629230769,5.17833760769231,5.022388892307692,4.941299223076923,4.809356310769231,4.719648404615385
Mouse39132,agg,OpenArms,4.460928277142856,4.430832277777777,4.203283964137931,4.446574248148148,4.394878333103448,4.562939457647057,4.2725253245161285,4.618332780645163,4.6136717724137934,4.530280386206896,4.574170462068965
Mouse39135,agg,OpenArms,4.3386555513888885,4.334671905714285,4.428037150704226,4.489936742465753,4.374643019444443,4.443382,4.604706094366196,4.57913029722222,4.422455738888888,4.416068028767123,4.476456366666664
Mouse6674,agg,OpenArms,3.96740427826087,3.956401918918918,3.962228416216216,3.990717926956521,3.9996811649122805,4.038060433333335,4.178421647747748,4.18290436,4.148442547663554,4.205854582727275,4.160491892105266
Mouse69061,agg,OpenArms,3.871923613846154,3.8970384753846155,3.716321551515152,3.9137397415384627,3.8249421656250004,3.875958165671642,3.6168408483870977,3.7582605609375,3.893667414516129,3.8174882147540985,3.9603817571428572
Mouse69071,agg,OpenArms,4.007000544927536,4.052265120588236,4.017952510606061,4.026368082089553,4.034405653731344,3.9944823041666675,4.109447200000002,4.104958285714286,4.11882661076923,4.0728269138461535,4.054373190163934
Mouse69075,agg,OpenArms,3.1547476604651163,3.384252330952382,3.3740248976744187,3.4808804000000007,3.466286354186048,3.4993246802272746,3.430916237906978,3.3931919239534887,3.4553685816666677,3.635024095952381,3.582963622142857
Mouse8893,agg,OpenArms,3.446276035294117,3.444707039705883,3.4715435608695646,3.6604502760563387,3.6662359549295775,3.663117708108108,3.6714063591549304,3.6199146647887313,3.69201400140845,3.6393417830985926,3.8290865535211274
Mouse0641,n1,OpenArms,0.12255569429032258,0.12416472675,0.119989315675,0.12575018705555552,0.12134434066666665,0.12402864763157898,0.1206165901212121,0.1213127235,0.11326119513333331,0.12059194653846153,0.11554820859090911
Mouse39115,n1,OpenArms,0.11378075244186045,0.10684190860465113,0.10763892025581392,0.10437138351162792,0.09657420651162792,0.10200936423255812,0.10289285620930234,0.0970348101627907,0.10224423530232563,0.11068214111627907,0.11196701220930232
Mouse39121,n1,OpenArms,0.151411854547619,0.15146911647727274,0.1526873208536585,0.1506807740476191,0.15024358178571426,0.14973597313333334,0.1508420189,0.15070967804878047,0.14538593509756098,0.14908940575000001,0.14954755893023253
Mouse39122,n1,OpenArms,0.07518849869230766,0.07260709527692309,0.0745227964923077,0.07396343275384615,0.072977384234375,0.0701773080923077,0.07635714340000001,0.07470997956923073,0.07641474027692308,0.0694269202923077,0.0671990074
Mouse39132,n1,OpenArms,0.08978080860714287,0.08492997218518517,0.08254979772413794,0.08644849414814813,0.07995717703448275,0.08381146455882352,0.08079333741935486,0.08419264132258064,0.08168599651724137,0.08039429182758621,0.07766356848275861
Mouse39135,n1,OpenArms,0.07198249452083333,0.07247155624999999,0.07179383856338029,0.0728260814178082,0.07178751775694446,0.0745020322635135,0.07468774764084507,0.07437294086805556,0.07149605752083334,0.07262055182876712,0.07156490022916667
Mouse6674,n1,OpenArms,0.08840608042608696,0.08711796342342341,0.08799283054954957,0.0886474035826087,0.08934135765789475,0.08880352523015869,0.08811932691891891,0.08753396303636365,0.08618421807476635,0.0890761614090909,0.0899584158859649
Mouse69061,n1,OpenArms,0.10840351904615382,0.1082634468461538,0.1037929618333333,0.10996325981538459,0.10682898303125,0.10706210917910447,0.10164705230645159,0.10426975795312501,0.1077757149516129,0.1039811958196721,0.10851008307936509
Mouse69071,n1,OpenArms,0.1226654064927536,0.11998752592647056,0.12115081663636361,0.11932226008955224,0.12087002914925374,0.11899308784722229,0.12200025615151519,0.12069269869841272,0.12058650332307695,0.12264290379999998,0.1212438866557377
