mouse,surround perc,surr_mean_time,center perc,center_mean_time
Mouse39121,0.8761904761904762,196.3858695652174,0.12380952380952381,189.23076923076923
Mouse39135,0.8,195.49404761904762,0.2,195.52380952380952
Mouse69061,0.7619047619047619,191.6,0.23809523809523808,207.98
Mouse04203,0.8714285714285714,199.78688524590163,0.12857142857142856,166.44444444444446
Mouse39115,0.8238095238095238,193.31791907514452,0.1761904761904762,205.7027027027027
Mouse39122,0.861904761904762,195.65193370165747,0.1380952380952381,194.55172413793105
Mouse69071,0.780952380952381,189.5670731707317,0.21904761904761905,216.65217391304347
Mouse69075,0.8238095238095238,195.4971098265896,0.1761904761904762,195.51351351351352
Mouse39132,0.8333333333333334,191.55428571428573,0.16666666666666666,215.22857142857143
