,mouse,geno,HC_mean_scores,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
0,Mouse67151,CLOCK,0.12311379300993379,0.20232452,0.181286,0.24744043,0.20051219,0.23464899,0.14689443,,,,,,,,,,,,,,,,,,,,0.198656,0.1023794,,,0.23619334,0.18852131,,,,,,,,,,,,,,,,,,0.09839327,0.23859355,0.20899251,0.17724882,0.21294187,0.17712528,0.12295692,0.200579,0.1785131,0.22532994,0.099602684,,,,,,,,,,,,,0.15104131,0.2120011,0.18182859,0.1688285,0.13562582,0.2076884,0.1524021,0.13282329,0.19192074,0.17696273,,,,,,,,,,,,,,,,,,0.16253349,0.12538135,0.2016469,0.1284012,0.17369908,0.13932241,0.32106107,0.15596926,0.15655799,0.106888495,0.18577552,0.17949839,0.12058864,0.13845578,,,,,,,,,,0.10800647,0.15897675,0.19485547,0.15884513,0.18838218,0.15581273,,,0.15619622,0.13015781,0.17369503,0.14916976,0.44219714,,,,,,,,,0.17923981,0.2375533,0.18024652,0.22602908,0.09700721,0.2659445,0.11428834,0.13188183,,0.16791151,0.12800455,,0.07178155,,,,,,,,,,,,,,,,,,,0.15373094,0.1234004,0.24054912,0.07601844,,,,,,,,,,,,,,,,,,,,0.11948676,0.109184876,0.15906696,0.14319684,,,,,,,,,,,,,0.27115318,,,0.1635388,,0.12845787,,,,,,0.11772037,0.15347035,0.054687314,0.21075174,,,,,,,0.22937879,0.17786995,,,,,,,,,,,0.0771429,0.20310943,0.082880944,0.13923568,0.17707847,0.10884882,0.12240555,,,,,,,,0.14782521,0.11472208,0.22354192,0.12983155,0.19818622,0.07583966,0.15296818,0.16370426,0.15264438,0.12428989,,,,,,,,,,,,,0.12867208,0.13479516,0.1177397,0.15694895,,,,,,,,,,,,,0.13979742,0.1113013,
1,Mouse67152,CLOCK,0.1063066971766467,0.20936432,0.12033262,0.14859584,0.10243256,0.101650335,0.113443784,0.20519619,0.18709832,0.11007694,,0.15272088,0.18086912,0.110947944,0.059016105,,,,,,,,,,,,,0.21772361,0.09605105,0.16789436,0.18280824,0.14547624,0.16853106,0.20100811,,,,,,,,,,,,,,,,,,,,,0.109592326,0.13713787,0.080270134,0.13208324,0.15610632,0.06622068,0.15038867,0.13877338,,,,,,,,,,,,,,,,,0.063340314,0.09265057,0.17676952,0.18619674,0.10215893,0.11773796,0.1679289,0.123619296,,,,,,,,,0.16317154,0.1891406,0.10516299,0.16293041,0.18508413,0.11787208,0.15021203,0.07893952,,,,,,,,,,,0.10563173,0.15272489,0.11949441,0.18735486,0.07859918,0.15496619,0.139875,,,,,0.13393424,0.16570918,0.121392585,0.20770104,0.10571206,0.17505775,0.1368079,,,,,,,,,,,0.17822766,0.117765285,0.12939401,0.119312845,0.22030881,0.1544468,0.15272874,0.099687666,,,0.13502961,0.11266082,,0.15303026,0.16381836,0.16259153,0.14440417,0.17546953,0.082295544,0.109933086,0.09130092,0.18971817,,,,0.049971085,0.1763391,,0.11879306,0.19817919,0.113973476,0.10979876,,,,0.12927455,0.112121366,0.1452636,0.11926683,0.093925156,0.16423206,0.058198072,0.11340608,0.21974795,0.18023613,0.15671979,0.15452622,0.114265576,0.18573491,0.08563819,0.15030347,0.08888089,,0.1165122,0.076235935,0.11923243,,,,,0.14319028,0.13522428,0.10607817,0.22138783,0.10735269,0.123539135,0.10493269,0.06503803,,,,0.15133606,0.13962641,0.09964517,0.046725407,0.13763623,0.08753969,0.12861253,0.16050135,0.14394537,,,,,,0.14540896,0.14254618,0.15099774,0.047810577,0.08593665,0.09274259,0.035288926,0.09295679,,0.05434263,0.10380458,0.102367625,0.08882381,0.10557907,0.16946404,0.08192878,0.11504827,,,,,,,,,,,,,,,,0.13008854,0.1609144,0.17104556,0.17945316,0.06268928,0.10156412,0.10359129,,,,,,,0.12725943,0.07461932,0.12952416,0.18379144,0.24338663,,,,,,,0.13717768,0.110342555,0.07386037,0.08706726,0.1775407,0.14793311,0.094683506,,,,,,,,,,,,,
