,agg score,net 1 scores,net 2 scores,net 3 scores,mouse,roi,condition,in-task,time,expDate,hc_v_task auc,net 1 hc_v_task auc,net 2 hc_v_task auc,net 3 hc_v_task auc
10,3.2459974,0.10499146,0.12808588,0.11332674,Mouse67151,,CLOCK,0.0,14,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
11,2.6443305,0.11454066,0.090097845,0.027906409,Mouse67151,,CLOCK,0.0,15,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
12,2.8548923,0.093395635,0.1134622,0.06674691,Mouse67151,,CLOCK,0.0,16,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
13,3.9084716,0.12721519,0.1583116,0.031535946,Mouse67151,,CLOCK,0.0,17,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
14,2.7108293,0.107092164,0.09963289,0.00091056246,Mouse67151,,CLOCK,0.0,18,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
15,3.3942323,0.145836,0.11699335,0.020898063,Mouse67151,,CLOCK,0.0,20,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
16,1.8683921,0.078015305,0.06414229,0.048069537,Mouse67151,,CLOCK,0.0,21,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
17,3.2269757,0.113932595,0.12386969,0.063154645,Mouse67151,,CLOCK,0.0,22,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
18,3.8386486,0.13290408,0.15038177,0.04076371,Mouse67151,,CLOCK,0.0,23,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
19,3.2905114,0.13353865,0.11785655,0.024124388,Mouse67151,,CLOCK,0.0,24,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
20,3.3213933,0.13748454,0.115271434,0.07296877,Mouse67151,,CLOCK,0.0,25,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
21,3.9664779,0.14293669,0.1535558,0.008476091,Mouse67151,,CLOCK,0.0,26,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
22,3.8013234,0.16257814,0.131616,0.019924369,Mouse67151,,CLOCK,0.0,27,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
23,3.4113822,0.12531693,0.13054897,0.009983888,Mouse67151,,CLOCK,0.0,28,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
24,4.5010657,0.15154159,0.17741148,0.08110638,Mouse67151,,CLOCK,0.0,29,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
25,3.3532221,0.106309295,0.13750243,0.026671141,Mouse67151,,CLOCK,0.0,30,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
26,2.0799863,0.090421855,0.07006739,0.036021773,Mouse67151,,CLOCK,0.0,31,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
27,2.5193903,0.12180643,0.07756623,0.0456582,Mouse67151,,CLOCK,0.0,32,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
28,4.254049,0.13653886,0.17221603,0.06252347,Mouse67151,,CLOCK,0.0,33,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
29,3.2029023,0.13711713,0.11064855,0.020703463,Mouse67151,,CLOCK,0.0,34,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
30,3.5454867,0.14171197,0.12640549,0.06887988,Mouse67151,,CLOCK,0.0,35,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
31,3.0947316,0.10761679,0.119046375,0.077031255,Mouse67151,,CLOCK,0.0,36,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
32,3.010429,0.09639633,0.1226612,0.029101202,Mouse67151,,CLOCK,0.0,37,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
33,3.931027,0.14478835,0.14870195,0.046272982,Mouse67151,,CLOCK,0.0,38,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
34,2.7888103,0.10862525,0.10160195,0.042562675,Mouse67151,,CLOCK,0.0,39,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
35,4.8743005,0.15622462,0.19635476,0.097019,Mouse67151,,CLOCK,0.0,40,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
36,3.763761,0.13464227,0.14434588,0.05282804,Mouse67151,,CLOCK,0.0,41,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
37,3.1538656,0.11681979,0.11830812,0.051188238,Mouse67151,,CLOCK,0.0,42,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
38,3.1611822,0.11256711,0.120607525,0.065882176,Mouse67151,,CLOCK,0.0,43,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
39,4.119638,0.13744913,0.16572958,0.013904251,Mouse67151,,CLOCK,0.0,44,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
40,3.9386497,0.12609658,0.15874189,0.0784769,Mouse67151,,CLOCK,0.0,45,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
41,3.0327473,0.10078653,0.119846776,0.06537814,Mouse67151,,CLOCK,0.0,46,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
42,2.5580246,0.10298413,0.09176267,0.026699765,Mouse67151,,CLOCK,0.0,47,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
43,2.9277225,0.110280074,0.108867355,0.044723246,Mouse67151,,CLOCK,0.0,48,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
44,4.1487203,0.148385,0.15978578,0.043034587,Mouse67151,,CLOCK,0.0,49,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
45,3.0521834,0.12237897,0.110655494,0.011746064,Mouse67151,,CLOCK,0.0,50,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
46,2.2906988,0.104393505,0.074467376,0.03671552,Mouse67151,,CLOCK,0.0,51,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
47,1.9150842,0.09179811,0.05994083,0.02284188,Mouse67151,,CLOCK,0.0,52,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
48,2.8939412,0.09914029,0.11075152,0.105421774,Mouse67151,,CLOCK,0.0,53,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
49,4.3825955,0.1377542,0.180752,0.027023181,Mouse67151,,CLOCK,0.0,54,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
50,1.6570557,0.09563008,0.04222135,0.022686437,Mouse67151,,CLOCK,0.0,55,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
51,4.518721,0.18014447,0.16329592,0.04359149,Mouse67151,,CLOCK,0.0,56,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
52,6.3600464,0.19819799,0.26446733,0.012628443,Mouse67151,,CLOCK,0.0,57,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
53,3.6742108,0.13920824,0.13737868,0.027804444,Mouse67151,,CLOCK,0.0,58,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
54,4.9248385,0.16130531,0.19674686,0.08905291,Mouse67151,,CLOCK,0.0,59,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
55,1.622707,0.08376487,0.047486693,0.0144947,Mouse67151,,CLOCK,0.0,60,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
56,3.0949328,0.10850687,0.120704345,0.027047079,Mouse67151,,CLOCK,0.0,61,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
57,3.5737782,0.13698708,0.13201009,0.042784076,Mouse67151,,CLOCK,0.0,62,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
58,3.9107063,0.14049761,0.15155631,0.010489914,Mouse67151,,CLOCK,0.0,63,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
59,3.409859,0.11349248,0.1352638,0.059301432,Mouse67151,,CLOCK,0.0,64,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
60,2.927136,0.1274149,0.09877997,0.044417214,Mouse67151,,CLOCK,0.0,65,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
61,1.3891646,0.068642855,0.042457324,0.0123242615,Mouse67151,,CLOCK,0.0,66,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
62,3.7508903,0.13642982,0.14416832,0.014928918,Mouse67151,,CLOCK,0.0,67,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
63,2.0078232,0.101284325,0.06070502,0.0049878187,Mouse67151,,CLOCK,0.0,68,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
64,4.791337,0.14813215,0.19661678,0.08586406,Mouse67151,,CLOCK,0.0,69,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
65,1.3841997,0.06299,0.043842684,0.050064508,Mouse67151,,CLOCK,0.0,70,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
66,2.740847,0.09791746,0.10525285,0.037091516,Mouse67151,,CLOCK,0.0,71,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
67,3.468251,0.14277714,0.12288406,0.028858924,Mouse67151,,CLOCK,0.0,72,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
68,4.683703,0.16537197,0.18135275,0.05547743,Mouse67151,,CLOCK,0.0,73,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
69,2.4575274,0.10260196,0.08452251,0.059826653,Mouse67151,,CLOCK,0.0,74,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
70,3.830813,0.13712358,0.14720443,0.046035726,Mouse67151,,CLOCK,0.0,75,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
71,2.1165378,0.1030038,0.06553415,0.020681525,Mouse67151,,CLOCK,0.0,76,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
72,2.6488445,0.11593333,0.08711248,0.08409541,Mouse67151,,CLOCK,0.0,78,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
73,4.1967235,0.1668071,0.15357815,0.0030463173,Mouse67151,,CLOCK,0.0,79,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
74,4.540416,0.16378014,0.1750837,0.023454031,Mouse67151,,CLOCK,0.0,80,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
75,2.2187977,0.085678004,0.08234965,0.009047154,Mouse67151,,CLOCK,0.0,81,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
76,3.1175768,0.122951776,0.11341339,0.030819016,Mouse67151,,CLOCK,0.0,82,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
77,3.4043617,0.13788736,0.12232164,0.019710574,Mouse67151,,CLOCK,0.0,83,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
78,2.7949567,0.12116668,0.095639475,0.01868392,Mouse67151,,CLOCK,0.0,84,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
79,2.2817073,0.104808636,0.07309123,0.050382935,Mouse67151,,CLOCK,0.0,85,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
80,3.1427453,0.09303956,0.1331532,0.015630461,Mouse67151,,CLOCK,0.0,86,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
81,2.063762,0.08640195,0.0711836,0.042293996,Mouse67151,,CLOCK,0.0,87,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
82,3.300933,0.11499931,0.12768327,0.06304786,Mouse67151,,CLOCK,0.0,88,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
83,3.0984223,0.13882308,0.103417575,0.019843156,Mouse67151,,CLOCK,0.0,89,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
84,3.4319808,0.1385739,0.121139616,0.075835325,Mouse67151,,CLOCK,0.0,90,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
85,1.6825116,0.072709166,0.056556724,0.03779966,Mouse67151,,CLOCK,0.0,91,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
86,2.7803962,0.11770248,0.09691344,0.016096571,Mouse67151,,CLOCK,0.0,92,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
87,2.7721276,0.11013883,0.10058497,0.022450004,Mouse67151,,CLOCK,0.0,93,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
88,3.0381527,0.1244599,0.10850335,0.013779957,Mouse67151,,CLOCK,0.0,94,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
89,3.949486,0.14051557,0.15366067,0.015350663,Mouse67151,,CLOCK,0.0,95,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
90,3.4179595,0.11815273,0.13343368,0.049584296,Mouse67151,,CLOCK,0.0,97,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
91,1.8994561,0.088433005,0.061471876,0.011512333,Mouse67151,,CLOCK,0.0,98,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
92,4.022165,0.15066788,0.1509622,0.040555384,Mouse67151,,CLOCK,0.0,99,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
93,5.4307013,0.15560976,0.23379152,0.011616743,Mouse67151,,CLOCK,0.0,100,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
94,3.3206081,0.094937,0.14328384,0.002310025,Mouse67151,,CLOCK,0.0,101,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
95,2.177972,0.09982878,0.07189756,0.0019257491,Mouse67151,,CLOCK,0.0,102,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
96,3.9612107,0.13333344,0.15683722,0.055582594,Mouse67151,,CLOCK,0.0,103,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
97,4.0823593,0.1593553,0.15120982,0.00043670746,Mouse67151,,CLOCK,0.0,104,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
98,2.7130358,0.111256786,0.095523834,0.042279504,Mouse67151,,CLOCK,0.0,105,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
99,3.0125408,0.11255704,0.11215106,0.05545646,Mouse67151,,CLOCK,0.0,106,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
100,4.833512,0.16626184,0.19200519,0.004994813,Mouse67151,,CLOCK,0.0,107,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
101,2.6299357,0.11116301,0.091667645,0.017558478,Mouse67151,,CLOCK,0.0,108,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
102,3.048026,0.09535067,0.124338806,0.056562692,Mouse67151,,CLOCK,0.0,109,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
103,3.867534,0.12435461,0.15811996,0.018094933,Mouse67151,,CLOCK,0.0,110,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
104,4.3998175,0.14675307,0.17525314,0.055729046,Mouse67151,,CLOCK,0.0,111,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
105,3.56733,0.12611808,0.13811916,0.040224683,Mouse67151,,CLOCK,0.0,112,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
106,3.0553238,0.13081709,0.104316026,0.04795358,Mouse67151,,CLOCK,0.0,113,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
107,2.9086075,0.09317615,0.116342194,0.077590846,Mouse67151,,CLOCK,0.0,114,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
108,3.2076545,0.105683036,0.12694244,0.07731738,Mouse67151,,CLOCK,0.0,115,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
109,2.675051,0.10987691,0.09494561,0.021783387,Mouse67151,,CLOCK,0.0,116,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
110,3.5351114,0.1273711,0.13451768,0.061730765,Mouse67151,,CLOCK,0.0,117,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
111,3.3054688,0.13886608,0.11602716,0.014835432,Mouse67151,,CLOCK,0.0,118,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
112,3.0194097,0.1399285,0.098002896,0.020455286,Mouse67151,,CLOCK,0.0,119,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
113,1.7440013,0.06722528,0.062898934,0.05086796,Mouse67151,,CLOCK,0.0,120,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
114,5.7960544,0.20574652,0.2259606,0.018325796,Mouse67151,,CLOCK,0.0,121,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
115,3.9873602,0.11347535,0.17039362,0.048141714,Mouse67151,,CLOCK,0.0,122,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
116,2.6860104,0.11045397,0.09612853,0.0018560124,Mouse67151,,CLOCK,0.0,123,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
117,4.0758495,0.15021643,0.15358727,0.060372688,Mouse67151,,CLOCK,0.0,124,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
118,3.7978275,0.14245997,0.14350481,0.013459964,Mouse67151,,CLOCK,0.0,125,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
119,5.017054,0.18083748,0.19431607,0.008102681,Mouse67151,,CLOCK,0.0,126,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
120,2.8970523,0.12575598,0.097681575,0.05060823,Mouse67151,,CLOCK,0.0,127,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
121,3.2452843,0.13419658,0.1123696,0.07916095,Mouse67151,,CLOCK,0.0,128,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
122,2.7108264,0.13010195,0.08505802,0.025296308,Mouse67151,,CLOCK,0.0,129,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
123,5.1534247,0.13805614,0.22662662,0.031132927,Mouse67151,,CLOCK,0.0,130,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
124,3.8714104,0.10856185,0.16387828,0.104552016,Mouse67151,,CLOCK,0.0,131,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
125,3.6695304,0.1183268,0.14879544,0.040916506,Mouse67151,,CLOCK,0.0,132,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
126,2.4566402,0.0889896,0.09401621,0.02408947,Mouse67151,,CLOCK,0.0,133,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
127,4.1001897,0.12363922,0.16936003,0.09031743,Mouse67151,,CLOCK,0.0,134,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
128,2.1478355,0.09513092,0.072112724,0.018912692,Mouse67151,,CLOCK,0.0,135,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
129,2.5427191,0.10753399,0.08857769,0.017349692,Mouse67151,,CLOCK,0.0,136,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
130,3.4585605,0.13469128,0.12621161,0.04824474,Mouse67151,,CLOCK,0.0,137,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
131,2.1852822,0.09059621,0.07675629,0.025046168,Mouse67151,,CLOCK,0.0,138,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
132,3.249888,0.14613307,0.10832829,0.017061476,Mouse67151,,CLOCK,0.0,139,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
133,2.7700644,0.12826763,0.08961906,0.02689305,Mouse67151,,CLOCK,0.0,140,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
134,3.1362145,0.14652726,0.10193074,0.002044822,Mouse67151,,CLOCK,0.0,141,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
135,3.3663378,0.106962144,0.13531756,0.08631662,Mouse67151,,CLOCK,0.0,142,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
136,1.8246671,0.074736655,0.06536356,0.0038719696,Mouse67151,,CLOCK,0.0,143,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
137,1.575149,0.089677356,0.041032467,0.017462786,Mouse67151,,CLOCK,0.0,144,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
138,4.559609,0.16834036,0.17314263,0.03298047,Mouse67151,,CLOCK,0.0,145,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
139,4.851409,0.12577859,0.21540733,0.038465578,Mouse67151,,CLOCK,0.0,146,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
140,3.12702,0.117555894,0.11599045,0.057530604,Mouse67151,,CLOCK,0.0,147,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
141,2.8086848,0.1036083,0.10733638,0.005794143,Mouse67151,,CLOCK,0.0,148,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
142,5.686086,0.15306959,0.2500258,0.024858447,Mouse67151,,CLOCK,0.0,149,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
143,3.4249465,0.11391054,0.1379185,0.01331285,Mouse67151,,CLOCK,0.0,150,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
144,2.305024,0.10590511,0.0724415,0.08274194,Mouse67151,,CLOCK,0.0,151,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
145,2.430232,0.103807636,0.08354962,0.02819723,Mouse67151,,CLOCK,0.0,152,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
146,2.8042533,0.12396813,0.0949224,0.010132988,Mouse67151,,CLOCK,0.0,153,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
147,2.9429693,0.11145442,0.10746705,0.08217269,Mouse67151,,CLOCK,0.0,154,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
148,2.2543654,0.089792274,0.080376126,0.047993727,Mouse67151,,CLOCK,0.0,155,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
149,4.1802144,0.14148323,0.16514057,0.056595176,Mouse67151,,CLOCK,0.0,156,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
150,3.8573506,0.13116851,0.15227583,0.046459004,Mouse67151,,CLOCK,0.0,157,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
151,1.9373177,0.08800408,0.06439611,0.0022581865,Mouse67151,,CLOCK,0.0,158,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
152,4.234441,0.19342071,0.14004955,0.0066660536,Mouse67151,,CLOCK,0.0,159,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
153,7.2711415,0.20019177,0.31772527,0.017551856,Mouse67151,,CLOCK,0.0,160,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
154,3.093233,0.121627435,0.11189978,0.049984355,Mouse67151,,CLOCK,0.0,161,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
155,5.0330486,0.19477707,0.18730363,0.0031055738,Mouse67151,,CLOCK,0.0,162,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
156,2.8350112,0.0978798,0.10945112,0.071001366,Mouse67151,,CLOCK,0.0,163,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
157,1.5351464,0.07249112,0.049088057,0.009187813,Mouse67151,,CLOCK,0.0,164,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
158,2.2094011,0.1230798,0.058807723,0.032266553,Mouse67151,,CLOCK,0.0,165,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
159,2.203106,0.10279918,0.069836855,0.043945506,Mouse67151,,CLOCK,0.0,166,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
160,1.6139737,0.07545207,0.051479056,0.02295397,Mouse67151,,CLOCK,0.0,167,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
161,2.2876596,0.10613628,0.07268402,0.050021183,Mouse67151,,CLOCK,0.0,168,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
162,1.8381948,0.075046025,0.062030353,0.09520368,Mouse67151,,CLOCK,0.0,169,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
163,3.374886,0.11865331,0.12889583,0.087853365,Mouse67151,,CLOCK,0.0,170,041624,0.670959247790611,0.6392197635784191,0.6708914404538571,0.5555116063558077
