,Event Number,mouse,time,group,net 1,net 2,net 3,agg scores
0,Tone 3,Mouse39111,-10,group 2,0.07432813197374344,0.09811332076787949,0.0037922398187220097,2.366666555404663
1,Tone 3,Mouse39111,-9,group 2,0.1046522930264473,0.1810218244791031,0.015970805659890175,4.054879188537598
2,Tone 3,Mouse39111,-8,group 2,0.09829767048358917,0.14711841940879822,0.01813374273478985,3.4289088249206543
3,Tone 3,Mouse39111,-7,group 2,0.12835150957107544,0.24197204411029816,0.0504741407930851,5.32822847366333
4,Tone 3,Mouse39111,-6,group 2,0.08752500265836716,0.19219151139259338,0.018067317083477974,4.074880599975586
5,Tone 3,Mouse39111,-5,group 2,0.10955889523029327,0.13936209678649902,0.030689289793372154,3.4189648628234863
6,Tone 3,Mouse39111,-4,group 2,0.10917896032333374,0.164969801902771,0.029199611395597458,3.8411402702331543
7,Tone 3,Mouse39111,-3,group 2,0.08626680076122284,0.15672442317008972,0.028245456516742706,3.4785537719726562
8,Tone 3,Mouse39111,-2,group 2,0.11657866090536118,0.17368412017822266,0.002260426990687847,4.039427757263184
9,Tone 3,Mouse39111,-1,group 2,0.08668062090873718,0.10762589424848557,0.04641413316130638,2.6770989894866943
10,Tone 3,Mouse39111,0,group 2,0.1449388861656189,0.2668342590332031,0.05705655366182327,5.910001754760742
11,Tone 3,Mouse39111,1,group 2,0.08612920343875885,0.12203608453273773,0.08949702978134155,2.9431371688842773
12,Tone 3,Mouse39111,2,group 2,0.11369752883911133,0.1392437070608139,0.012389478273689747,3.4442882537841797
13,Tone 3,Mouse39111,3,group 2,0.12865830957889557,0.2558860778808594,0.08993937820196152,5.591783046722412
14,Tone 3,Mouse39111,4,group 2,0.11265967041254044,0.10077948123216629,0.004118045326322317,2.786799192428589
15,Tone 3,Mouse39111,5,group 2,0.09272617101669312,0.10969509929418564,0.01480847131460905,2.74794864654541
16,Tone 3,Mouse39111,6,group 2,0.1077045202255249,0.12973351776599884,0.01090598851442337,3.2259461879730225
17,Tone 3,Mouse39111,7,group 2,0.09494243562221527,0.201385036110878,0.08434756845235825,4.348772048950195
18,Tone 3,Mouse39111,8,group 2,0.1448853760957718,0.1926744133234024,0.004922681488096714,4.635244846343994
19,Tone 3,Mouse39111,9,group 2,0.09025577455759048,0.1236177384853363,0.04213853180408478,2.975665330886841
20,Tone 3,Mouse39111,10,group 2,0.11154542863368988,0.1897718608379364,0.014404541812837124,4.267157077789307
21,Tone 3,Mouse39111,11,group 2,0.15562331676483154,0.2660647928714752,0.04564373940229416,5.993565082550049
22,Tone 3,Mouse39111,12,group 2,0.1240197941660881,0.1587618738412857,0.03209231048822403,3.8850841522216797
23,Tone 3,Mouse39111,13,group 2,0.10368210822343826,0.11618363857269287,0.01711944118142128,2.9651172161102295
24,Tone 3,Mouse39111,14,group 2,0.12247919291257858,0.20359915494918823,0.019992882385849953,4.608842849731445
25,Tone 3,Mouse39111,15,group 2,0.07085685431957245,0.16644109785556793,0.016107577830553055,3.4808509349823
26,Tone 3,Mouse39111,16,group 2,0.1213756874203682,0.21046172082424164,0.05696059763431549,4.739202976226807
27,Tone 3,Mouse39111,17,group 2,0.0791972279548645,0.12040989845991135,0.012055140919983387,2.7921009063720703
28,Tone 3,Mouse39111,18,group 2,0.08296260982751846,0.13615652918815613,0.021625874564051628,3.098459243774414
29,Tone 3,Mouse39111,19,group 2,0.07445882260799408,0.11468598246574402,0.05588787794113159,2.681962728500366
30,Tone 3,Mouse39111,20,group 2,0.09442900866270065,0.2302774041891098,0.08178089559078217,4.823627948760986
31,Tone 3,Mouse39111,21,group 2,0.07968075573444366,0.16388097405433655,0.08224786818027496,3.5724406242370605
32,Tone 3,Mouse39111,22,group 2,0.07329932600259781,0.15714110434055328,0.06262683868408203,3.383363723754883
33,Tone 3,Mouse39111,23,group 2,0.1003774031996727,0.1931225210428238,0.07477826625108719,4.257315635681152
34,Tone 3,Mouse39111,24,group 2,0.09137744456529617,0.10424689948558807,0.007022297941148281,2.638263702392578
35,Tone 3,Mouse39111,25,group 2,0.12411431968212128,0.15768252313137054,0.03413810953497887,3.869493007659912
36,Tone 3,Mouse39111,26,group 2,0.133880615234375,0.24894723296165466,0.09047554433345795,5.52762508392334
37,Tone 3,Mouse39111,27,group 2,0.0796043798327446,0.09332145005464554,0.04633904621005058,2.3692281246185303
38,Tone 3,Mouse39111,28,group 2,0.10600035637617111,0.18086308240890503,0.07892680168151855,4.110981464385986
39,Tone 3,Mouse39111,29,group 2,0.08859632164239883,0.16841784119606018,0.026893654838204384,3.6953649520874023
40,Tone 3,Mouse39111,30,group 2,0.12008911371231079,0.16273611783981323,0.04406620189547539,3.9215126037597656
41,Tone 3,Mouse39111,31,group 2,0.0748317763209343,0.1356000155210495,0.044458240270614624,3.0260603427886963
42,Tone 3,Mouse39111,32,group 2,0.14895184338092804,0.26431363821029663,0.07876962423324585,5.922987461090088
43,Tone 3,Mouse39111,33,group 2,0.13550177216529846,0.19896189868450165,0.04398377612233162,4.6764302253723145
44,Tone 3,Mouse39111,34,group 2,0.09701228141784668,0.2455502450466156,0.08127076923847198,5.103215217590332
45,Tone 3,Mouse39111,35,group 2,0.09195800870656967,0.11057942360639572,0.07829820364713669,2.8011016845703125
