mouse,location,-5,-4,-3,-2,-1,0,1,2,3,4,5
Mouse0641,oa,0.5806451612903226,0.6111111111111112,0.65,0.75,0.8055555555555556,1.0,0.8484848484848485,0.8928571428571429,0.8,0.7692307692307693,0.7954545454545454
Mouse39115,oa,0.29069767441860467,0.3372093023255814,0.4883720930232558,0.5697674418604651,0.5930232558139535,1.0,0.5581395348837209,0.5116279069767442,0.4418604651162791,0.3023255813953488,0.29069767441860467
Mouse39121,oa,0.17857142857142858,0.22727272727272727,0.35365853658536583,0.4523809523809524,0.5357142857142857,1.0,0.4875,0.4268292682926829,0.35365853658536583,0.25,0.18604651162790697
Mouse39122,oa,0.3923076923076923,0.4307692307692308,0.5307692307692308,0.6076923076923076,0.703125,1.0,0.676923076923077,0.5846153846153846,0.5153846153846153,0.4230769230769231,0.3923076923076923
Mouse39132,oa,0.17857142857142858,0.14814814814814814,0.1896551724137931,0.35185185185185186,0.43103448275862066,1.0,0.43548387096774194,0.3387096774193548,0.25862068965517243,0.2413793103448276,0.27586206896551724
Mouse39135,oa,0.6527777777777778,0.7071428571428572,0.7183098591549296,0.7123287671232876,0.7430555555555556,1.0,0.7676056338028169,0.7222222222222222,0.6875,0.6301369863013698,0.6111111111111112
Mouse6674,oa,0.5260869565217391,0.5630630630630631,0.6081081081081081,0.6608695652173913,0.7675438596491229,1.0,0.7747747747747747,0.6818181818181818,0.6495327102803738,0.5954545454545455,0.5570175438596491
Mouse69061,oa,0.43846153846153846,0.5153846153846153,0.6060606060606061,0.676923076923077,0.7265625,1.0,0.782258064516129,0.734375,0.7096774193548387,0.6065573770491803,0.5238095238095238
Mouse69071,oa,0.5289855072463768,0.5514705882352942,0.5909090909090909,0.6492537313432836,0.6940298507462687,1.0,0.7045454545454546,0.6587301587301587,0.5769230769230769,0.5461538461538461,0.5737704918032787
Mouse69075,oa,0.27906976744186046,0.38095238095238093,0.45348837209302323,0.5697674418604651,0.6744186046511628,1.0,0.6744186046511628,0.5930232558139535,0.4880952380952381,0.38095238095238093,0.2976190476190476
Mouse8893,oa,0.45588235294117646,0.47058823529411764,0.5289855072463768,0.5774647887323944,0.6338028169014085,1.0,0.6267605633802817,0.5633802816901409,0.5140845070422535,0.44366197183098594,0.4084507042253521
Mouse0641,ca,0.13709677419354838,0.17164179104477612,0.17391304347826086,0.08928571428571429,0.06666666666666667,0.0,0.08152173913043478,0.14893617021276595,0.25308641975308643,0.25949367088607594,0.2565789473684211
Mouse39115,ca,0.19036697247706422,0.17660550458715596,0.13761467889908258,0.11238532110091744,0.07339449541284404,0.0,0.06651376146788991,0.10091743119266056,0.12844036697247707,0.1720183486238532,0.19495412844036697
Mouse39121,ca,0.22355769230769232,0.18932038834951456,0.16666666666666666,0.125,0.08177570093457943,0.0,0.07441860465116279,0.12441314553990611,0.16904761904761906,0.2091346153846154,0.2357142857142857
Mouse39122,ca,0.27202072538860106,0.24093264248704663,0.20466321243523317,0.15544041450777202,0.11082474226804123,0.0,0.09844559585492228,0.15025906735751296,0.19689119170984457,0.23316062176165803,0.26424870466321243
Mouse39132,ca,0.21019108280254778,0.19254658385093168,0.17295597484276728,0.13924050632911392,0.08385093167701864,0.0,0.08282208588957055,0.11538461538461539,0.16666666666666666,0.19393939393939394,0.209375
Mouse39135,ca,0.24509803921568626,0.22697368421052633,0.18120805369127516,0.1342281879194631,0.08881578947368421,0.0,0.10828025477707007,0.15286624203821655,0.1774193548387097,0.19078947368421054,0.23076923076923078
Mouse6674,ca,0.1268472906403941,0.10975609756097561,0.08980582524271845,0.08273381294964029,0.058823529411764705,0.0,0.05985915492957746,0.08886255924170616,0.10332541567695962,0.11566265060240964,0.13381995133819952
Mouse69061,ca,0.18834080717488788,0.15090090090090091,0.11036036036036036,0.08705357142857142,0.06,0.0,0.07555555555555556,0.1084070796460177,0.14444444444444443,0.1836283185840708,0.21902654867256638
Mouse69071,ca,0.17326732673267325,0.18048780487804877,0.15931372549019607,0.11386138613861387,0.06829268292682927,0.0,0.08571428571428572,0.1280193236714976,0.15865384615384615,0.17464114832535885,0.19483568075117372
Mouse69075,ca,0.21621621621621623,0.1864864864864865,0.14473684210526316,0.10103626943005181,0.055,0.0,0.0525,0.10103626943005181,0.14397905759162305,0.18010752688172044,0.20698924731182797
Mouse8893,ca,0.14634146341463414,0.14146341463414633,0.12224938875305623,0.09705159705159705,0.0625,0.0,0.06234718826405868,0.09657701711491443,0.11642156862745098,0.1329268292682927,0.13414634146341464
