,mouse,expDate,pumpTime (ms),-5,-4,-3,-2,-1,0,1,2,3,4
0,Mouse04395,063020,50353,0.15296253561973572,0.1699257791042328,0.26437827944755554,0.15828050673007965,0.28098931908607483,0.12755945324897766,0.17307710647583008,0.18378980457782745,0.22377552092075348,0.19937816262245178
1,Mouse04391,061320,51529,0.1985125094652176,0.16351759433746338,0.1899622231721878,0.07249343395233154,0.26693734526634216,0.08776602149009705,0.03459163010120392,0.0642186775803566,0.06831765174865723,0.03362971916794777
2,Mouse04393,053120,53740,0.2196500450372696,0.24089159071445465,0.2067420482635498,0.21409477293491364,0.20130446553230286,0.21488404273986816,0.20623062551021576,0.19433006644248962,0.234834223985672,0.19718246161937714
3,Mouse04395,062820,53929,0.23244331777095795,0.2170867770910263,0.18905241787433624,0.22474175691604614,0.12767940759658813,0.19346925616264343,0.10531461983919144,0.23323537409305573,0.11102168262004852,0.13024987280368805
4,Mouse04395,062520,59612,0.18575841188430786,0.13483570516109467,0.15240420401096344,0.21998023986816406,0.20953087508678436,0.14424645900726318,0.21410582959651947,0.2673491835594177,0.16805194318294525,0.19876407086849213
5,Mouse04395,062820,72537,0.14000140130519867,0.13895469903945923,0.23510462045669556,0.14181475341320038,0.22542119026184082,0.17761792242527008,0.09695099294185638,0.07613847404718399,0.1286086142063141,0.13688774406909943
6,Mouse04393,053120,78122,0.2096942961215973,0.23421204090118408,0.21490396559238434,0.18274866044521332,0.24617592990398407,0.2063109278678894,0.23874367773532867,0.23787379264831543,0.26581335067749023,0.14687862992286682
7,Mouse04395,062820,85320,0.10549570620059967,0.19445903599262238,0.12275447696447372,0.10215727984905243,0.2203451693058014,0.12890282273292542,0.17404672503471375,0.10328292846679688,0.06512835621833801,0.21535657346248627
8,Mouse04395,062620,88414,0.180211141705513,0.18132245540618896,0.20519238710403442,0.17980320751667023,0.16617919504642487,0.14663176238536835,0.15074080228805542,0.1239616796374321,0.16798260807991028,0.18808116018772125
9,Mouse04393,060120,91743,0.30710843205451965,0.2294626235961914,0.20331645011901855,0.21272964775562286,0.19884666800498962,0.20706143975257874,0.23456919193267822,0.22487647831439972,0.15342490375041962,0.21721549332141876
10,Mouse04395,062520,91887,0.23080605268478394,0.19080179929733276,0.20427566766738892,0.2102382928133011,0.12372045964002609,0.17587503790855408,0.19545158743858337,0.1864393949508667,0.18680831789970398,0.23222115635871887
11,Mouse04395,063020,93214,0.2468651384115219,0.21922071278095245,0.22424955666065216,0.15585123002529144,0.16611723601818085,0.19121210277080536,0.1366003155708313,0.1895270198583603,0.19701223075389862,0.2044399231672287
12,Mouse04395,062620,102570,0.18808652460575104,0.1531893014907837,0.23810209333896637,0.24039770662784576,0.1900530308485031,0.24044248461723328,0.17603057622909546,0.13257281482219696,0.24282163381576538,0.18706034123897552
13,Mouse04393,053120,105473,0.2116616815328598,0.27106958627700806,0.28797397017478943,0.18872889876365662,0.15802715718746185,0.20525623857975006,0.2444479614496231,0.21138709783554077,0.2779791057109833,0.29864805936813354
14,Mouse04395,063020,105540,0.16828124225139618,0.1541275978088379,0.16046172380447388,0.18625371158123016,0.23181366920471191,0.14280818402767181,0.16675126552581787,0.1894131600856781,0.19442977011203766,0.18401460349559784
15,Mouse04395,062520,105900,0.23565375804901123,0.12624232470989227,0.16796790063381195,0.11997637152671814,0.1329917311668396,0.24618282914161682,0.1313701868057251,0.19514107704162598,0.11195215582847595,0.2024616003036499
16,Mouse04393,060120,106165,0.21273589134216309,0.22563126683235168,0.25046902894973755,0.32843777537345886,0.2788396179676056,0.2249906361103058,0.14225877821445465,0.2900357246398926,0.26611968874931335,0.16348810493946075
17,Mouse04395,062820,111373,0.1164969950914383,0.12897264957427979,0.15502727031707764,0.21974307298660278,0.09742144495248795,0.13693054020404816,0.08093412220478058,0.21450592577457428,0.05538679286837578,0.08751384913921356
18,Mouse04395,063020,115488,0.1642402559518814,0.1611889749765396,0.15558955073356628,0.2531794309616089,0.25356677174568176,0.263082355260849,0.20790106058120728,0.250462144613266,0.1606435477733612,0.11212758719921112
19,Mouse04395,062620,116831,0.14527757465839386,0.2965092360973358,0.16622979938983917,0.1899278610944748,0.15854264795780182,0.12439239025115967,0.1816967874765396,0.28899917006492615,0.2348964363336563,0.20540690422058105
20,Mouse04395,062520,116994,0.17718403041362762,0.11600705981254578,0.2143256664276123,0.1780351847410202,0.1892794966697693,0.15591566264629364,0.10973159223794937,0.1756346970796585,0.275952011346817,0.13835114240646362
21,Mouse04395,062720,117437,0.2264954298734665,0.18907997012138367,0.1794087439775467,0.1463278830051422,0.22055375576019287,0.20764681696891785,0.1886025071144104,0.22258897125720978,0.18436603248119354,0.16531330347061157
22,Mouse04393,053120,121022,0.16384775936603546,0.2007858008146286,0.1823694258928299,0.2357516586780548,0.24595139920711517,0.28588590025901794,0.2198423594236374,0.23974311351776123,0.19447864592075348,0.1830223947763443
23,Mouse04395,062720,128115,0.22618916630744934,0.23795197904109955,0.1883234977722168,0.2991962730884552,0.1468978226184845,0.27867645025253296,0.1781434267759323,0.1740151196718216,0.20143166184425354,0.13032926619052887
24,Mouse04395,062620,130287,0.19840075075626373,0.2545466423034668,0.1427180916070938,0.17404644191265106,0.17807844281196594,0.12074338644742966,0.16172169148921967,0.1525682955980301,0.12439584732055664,0.2322382926940918
25,Mouse04393,053120,135478,0.26173046231269836,0.16484344005584717,0.19876791536808014,0.19717419147491455,0.18005207180976868,0.29138103127479553,0.21646741032600403,0.2363424152135849,0.20166932046413422,0.1783239096403122
26,Mouse04391,061120,137289,0.2596217393875122,0.27281928062438965,0.21244369447231293,0.14099735021591187,0.13083796203136444,0.3092154264450073,0.11448129266500473,0.15302425622940063,0.20090612769126892,0.16743089258670807
27,Mouse04394,062320,137889,0.2762655019760132,0.16168734431266785,0.20756591856479645,0.18881775438785553,0.18481148779392242,0.13981817662715912,0.26245516538619995,0.15230059623718262,0.2046971172094345,0.18909916281700134
28,Mouse04395,062520,139985,0.15762421488761902,0.19609330594539642,0.1696150153875351,0.1327047348022461,0.14208386838436127,0.1911821961402893,0.16202682256698608,0.26061487197875977,0.21570631861686707,0.2336624264717102
29,Mouse04394,062420,140809,0.2652018070220947,0.2096032202243805,0.2560889720916748,0.23980426788330078,0.195366770029068,0.14655934274196625,0.21754410862922668,0.22319447994232178,0.211886465549469,0.14803485572338104
30,Mouse04394,070220,141387,0.14778776466846466,0.25353485345840454,0.277756005525589,0.22059984505176544,0.2001487761735916,0.2713305354118347,0.2992098927497864,0.2569543421268463,0.22944499552249908,0.21943990886211395
31,Mouse04391,061320,143020,0.1554984301328659,0.09063512086868286,0.04226604476571083,0.0666477307677269,0.12559737265110016,0.14798235893249512,0.125096395611763,0.24714162945747375,0.30207568407058716,0.12266787141561508
32,Mouse04395,062620,148561,0.15876178443431854,0.20276537537574768,0.1609863042831421,0.15030547976493835,0.19159400463104248,0.21918341517448425,0.2779465913772583,0.23435431718826294,0.14166302978992462,0.13889530301094055
33,Mouse04391,061120,149008,0.20161183178424835,0.3308343291282654,0.23054173588752747,0.06526309251785278,0.004019245505332947,0.16026096045970917,0.10602438449859619,0.1433241069316864,0.11401277035474777,0.059712670743465424
34,Mouse04394,062720,149754,0.512124240398407,0.32133355736732483,0.1270129233598709,0.3203670382499695,0.1729835867881775,0.23382312059402466,0.17566390335559845,0.1701369732618332,0.12246443331241608,0.22527633607387543
35,Mouse04395,062820,151260,0.24154897034168243,0.1788475662469864,0.3066062033176422,0.1742134839296341,0.22715336084365845,0.17601826786994934,0.2548926770687103,0.18150922656059265,0.20390520989894867,0.09761764854192734
36,Mouse04393,053120,152130,0.232298344373703,0.1728699803352356,0.239844411611557,0.21428081393241882,0.22925998270511627,0.2832542359828949,0.2397516369819641,0.1587449461221695,0.2417040914297104,0.16740024089813232
37,Mouse04394,062420,155203,0.2865162789821625,0.23364593088626862,0.23987768590450287,0.3224039375782013,0.2935282588005066,0.16916602849960327,0.2301953285932541,0.24460452795028687,0.3230619728565216,0.2250300645828247
38,Mouse04395,062920,156568,0.23186403512954712,0.2760545015335083,0.1079985648393631,0.24944478273391724,0.22865696251392365,0.14712457358837128,0.14048348367214203,0.1328105479478836,0.017506292089819908,0.1980547159910202
39,Mouse04391,061320,158331,0.09347311407327652,0.09910713881254196,0.17471075057983398,0.1520368605852127,0.14987726509571075,0.10139721632003784,0.0820545107126236,0.028331894427537918,0.05991406738758087,0.06300544738769531
40,Mouse04391,061420,158804,0.1537114530801773,0.1852225661277771,0.10428760200738907,0.18679864704608917,0.13387271761894226,0.1747673749923706,0.12881025671958923,0.13821525871753693,0.04842354357242584,0.06784354150295258
41,Mouse04384,061920,159816,0.2900972068309784,0.2296680510044098,0.16494588553905487,0.2959412634372711,0.2519086003303528,0.14917224645614624,0.13156284391880035,0.29511499404907227,0.1360263228416443,0.15306559205055237
