,mouse,geno,HC_mean_scores,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
10,Mouse3882,1.0,0.06905424822857144,0.02446776,,0.05210857,,0.047862828,0.08368227,,,,,,,,,,,,,,,,,0.0664308,0.07264348,0.0626201,0.09316394,0.0461292,,,,,,,0.04627149,0.06648407,0.055163972,0.0652823,0.075757936,0.08092294,0.044533104,0.09212185,0.10341045,0.10629838,,,,,,,,0.033975497,0.014390037,0.07477507,0.08934799,,,0.08099845,0.07333325,0.077004224,0.046807673,,0.053968564,0.058483608,0.06426282,0.08113401,0.071153864,,,,,,,,,,,,,,0.11234682,,,,,,,,,0.085702516,,,,,,,,,,0.089771,0.09679576,0.08765787,,0.080488116,,,,,,,,,,,,,,,,0.08012261,0.05908216,0.09594462,0.043570474,,,,,,0.061141115,0.077626094,,0.052519552,0.044250175,,,,,,0.08976183,0.062280484,0.052832477,,,0.060779084,,,,,0.050012667,,,0.0706385,0.055769447,,0.048574653,0.07408419,,,,,,,,0.056118052,,,0.1313435,,,,,,,,,0.045510568,,0.096504115,,,,,,,,,,,,,,,,,,,,,,,,,0.08177266,0.04419702,0.04322913,0.07029713,0.045531288,0.08829739,,,,0.06011832,0.072797015,,,,,,,,,,,0.09816365,0.06946783,0.06190988,,0.052585095,0.10081842,0.076374285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057895735,,,0.07654066,,,,0.05331254,0.08467752,,,,,,,,0.07242724,,,,,,,0.0683454,0.054455634,0.11094579,0.099778906,0.07509309,0.053090315,,,,,0.09477599,0.08758303,,0.062802576,0.03804444,,,,
11,Mouse3883,1.0,0.06824275388970588,,,,,,,,,,,,,,,,,,0.067061864,0.0708445,,,0.06944482,0.06712598,,,,,0.06883603,0.07352704,,,0.10973595,0.059892233,,,0.074741185,0.088225015,0.056358226,,0.10135561,,,,,,,,,,,0.042763304,0.073156916,0.05975859,,,0.051688474,,,,,,,,0.054851755,0.043884072,0.01814997,0.07956486,0.07476121,0.09146366,,,0.060647223,0.09334127,0.019417865,0.07043727,,,,,,,,,,,,,,,,,,,,,,,0.0566089,0.094554834,,,,,,,,,,0.04075744,0.07780682,0.06727249,,,0.0720658,,,,,,,,0.08757714,0.07131483,0.0689232,0.062095158,0.043176685,0.03114046,,,,,,,0.08275045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016345404,,,,,,,,,,,,,,,0.08390843,0.08435933,0.07982153,,,,,,,,,,,,,,,,,,0.06694257,0.07151948,0.10671937,,,,0.060146954,0.04059951,,,,,,,,,,,,,0.075860664,0.049390405,0.112649076,0.10442184,0.042018857,0.04369412,0.059377834,0.052374303,,,,,,0.07398687,0.044478323,0.103348754,,0.0763498,0.06478499,0.061593253,0.045798898,0.03082823,0.03573157,0.10552543,,,,,,,,,,,,,,,,,,,0.061634466,0.07251806,0.07914241,0.07723688,0.056631077,0.08153631,0.101869985,0.094078444,0.048616726,0.07371724,0.11218984,,,,,,,,,,,,,,,,,,,,,,0.04636918,,,,,,,0.076567255,0.06111001
12,Mouse67151,1.0,0.03850895081996644,0.034532443,0.029869698,0.08047243,0.016118225,0.026807915,0.055725183,,,,,,,,,,,,,,,,,,,,0.010175636,0.02412185,,,0.06320201,0.06272402,,,,,,,,,,,,,,,,,,0.014986337,0.03131712,0.00927205,0.05100529,0.042462982,0.08751108,0.04754008,0.098007835,0.05544909,0.09716424,0.04285641,,,,,,,,,,,,,0.013091008,0.037972607,0.04864204,0.018723212,0.05319378,0.05300541,0.05710051,0.0067245136,0.0787516,0.054182783,,,,,,,,,,,,,,,,,,0.016665662,0.006988787,0.075821154,0.03444524,0.01823196,0.058386255,0.024474317,0.03802805,0.047772802,0.025471961,0.055620465,0.08578515,0.011181552,0.036833573,,,,,,,,,,0.04843097,0.016891383,0.021698209,,0.026901368,,,,0.010224118,0.0069023627,0.021874774,0.014411875,0.09857495,,,,,,,,0.014504612,0.039682217,0.018552508,0.042740703,0.0034849704,0.015664265,0.016936393,0.042943202,0.042046342,,0.11234839,0.0069584134,,0.0013975027,,,,,,,,,,,,,,,,,,,0.0066766017,0.06433566,0.020799508,0.010676152,,,,,,,,,,,,,,,,,,,,0.062470865,0.03766458,0.045938686,0.06390077,,,,,,,,,,,,,0.027731976,,,0.053851645,,0.043411616,,,,,,0.033914257,0.03255899,0.06072776,0.104349926,,,,,,,0.098459266,0.038961012,,,,,,,,,,,,0.041538667,0.10024453,0.021227624,0.019527033,0.0029521764,0.08601048,,,,,,,,0.05790521,0.03910484,0.050347768,0.03834537,0.10622572,0.017024014,0.08371238,0.10100488,0.05954437,0.07502866,,,,,,,,,,,,,0.04281507,0.03928776,0.02294882,0.055401396,,,,,,,,,,,,,0.036996484,0.031449262,
13,Mouse67152,1.0,0.02732584732264095,0.027622212,0.014748635,0.060532086,0.061902884,0.00595936,0.04309514,0.0010600032,0.040293284,0.0043822755,,0.030212557,0.034053795,0.039817806,0.009296934,,,,,,,,,,,,,0.059245545,0.0036369497,0.012174191,0.012765633,0.037480567,0.07912802,0.012121769,,,,,,,,,,,,,,,,,,,,,0.03557357,0.03609204,0.019290304,0.030760918,0.012666533,0.0827231,0.057471626,0.04324618,,,,,,,,,,,,,,,,,0.04653393,0.03044075,0.13944238,0.0121805,0.105394155,0.07311198,0.010174773,0.012543523,,,,,,,,,0.024956957,0.035207994,0.05876111,0.021145515,0.012924269,0.033515554,0.06779485,0.029815482,,,,,,,,,,,0.0327072,0.045745913,0.031234406,0.049811736,0.05510225,0.09411927,0.03566155,,,,,0.05609192,0.033335768,0.1157586,0.03141025,0.050025683,0.071142346,0.08226823,,,,,,,,,,,0.021660453,0.04680602,0.05159147,0.024272671,,,0.13252528,0.022721026,0.03630545,0.07594646,0.06588281,0.035609797,,0.017416803,0.047164388,0.04617785,0.0034481203,0.055575892,0.044036027,0.04660036,0.035086006,0.0024812352,,,,0.0026360012,0.0052247103,0.048326567,0.10563252,0.069368325,0.05840512,0.005499323,,,,0.035859667,0.001551954,0.013266399,0.009944964,0.0760432,0.05727708,0.08174322,0.0031765164,0.017273549,0.07899325,0.043834835,0.009401628,,,0.098845735,0.03771089,0.056807056,0.03132386,0.02138255,0.02582928,0.09153012,,,,,0.013548741,0.031847585,0.0023531644,0.034745146,0.06793873,0.018246552,0.0761906,0.048244324,,,,0.0054943305,0.03530868,0.055036068,0.10680787,0.020277012,0.082822956,0.09476638,0.06370447,0.044790115,,,,,,0.004144926,0.0041883667,0.060450733,0.038595237,0.06138758,0.048712738,0.031638384,,,0.009657882,0.010082884,0.020092644,0.049628716,0.07654116,0.062472466,0.074889146,0.0031820077,,,,,,,,,,,,,,,,0.056651246,0.03303066,0.035077985,0.03283529,0.043568574,0.014452063,0.050507437,,,,,,,0.019481327,0.052283067,0.08202955,0.0731988,0.059777163,,,,,,,0.025005197,0.037583813,0.017588872,0.017501246,0.034097698,0.051097587,0.078265585,,,,,,,,,,,,,
14,Mouse67161,1.0,0.0322840904476489,0.0034560063,0.028697472,0.03369065,0.03567456,0.07324707,0.042743962,0.06376811,0.0602768,0.04745638,,,,,,,,,,,,,,,,,,,,0.010661113,0.02434101,0.058614057,0.03249001,0.04123611,0.04868207,0.02997622,0.087665066,0.0045488416,0.026388492,0.06068581,0.0068307756,0.032635875,,,,,,,,0.0024741222,0.021261314,0.0047527105,0.005726723,0.087857276,0.05117591,0.06332641,0.001133234,0.060759936,0.050716728,0.030721081,0.007039891,0.048846234,0.05227771,0.04712466,0.011952397,0.047564775,0.048412465,,0.031437553,0.033619445,,,,,,,0.0077276025,0.038197424,0.0073677227,0.03260572,0.045423444,0.041158378,0.039971534,,,,,,,0.08737308,0.019566357,0.04440812,0.05522732,0.03853588,0.028823312,0.0399361,0.05279946,0.046457004,0.015031259,,0.08607552,0.0008360534,0.022523154,0.017991472,0.011455936,,,,,,,0.0304287,0.022810932,0.05310489,0.047117136,0.078239,0.08055268,0.06769576,0.015829643,,,,,,,,,,,0.052134227,0.08723636,,0.0056336457,0.054110665,0.03831216,0.05906322,0.025918964,0.0044656014,,,,,,,,,,,0.017156577,0.05613787,0.09026638,0.058182962,0.06238442,0.038470753,0.052748144,0.04763427,0.037860114,0.049684644,0.029197155,,,,,,,0.02712184,0.029719783,0.043637022,0.08948238,0.018857384,0.091749996,0.010737344,0.04339614,0.014520758,0.017970474,0.043945823,,,,0.04017865,0.020457063,0.07434733,0.07579287,0.015317446,0.036790267,0.086797945,0.055752404,0.060109377,0.09385344,0.098731,0.07687161,0.06803912,0.09137757,0.13307336,0.032357953,0.05424738,0.047207024,0.02860217,0.02163821,0.0477542,0.014780112,0.05546217,0.029608779,0.057040885,0.054815426,0.05706962,0.057535578,0.022749692,0.002115803,0.02017278,0.015372331,0.05262051,0.054089725,0.046479184,0.0833641,0.090392135,0.037344236,0.047129624,0.08212251,0.07020614,0.1121675,0.04940608,0.051340703,0.06291522,0.06467741,0.08877349,0.07018961,0.07276409,0.022994101,,0.08414979,0.0016190223,,0.0064121652,0.02775653,0.0388583,0.024745421,0.0050961343,0.08009037,0.008863872,0.013612726,0.07758291,0.082295656,,0.0425112,0.02504447,0.04229681,0.0033194122,0.07109871,0.0102228625,,,,,,,,,0.01175121,,,,,,,,,,0.034975108,,0.032290444,0.0045517404,0.008598842,0.060440663,0.015882084,0.053920873,0.022254534,0.03825332,0.010161251,0.03822931,0.04770916,0.05279063,0.028092667,0.0891571,0.10072629,0.034474477,0.0338315,0.055767998,0.01908425,0.022494376,0.041489203,0.03331144,0.10560764,0.0376976,0.024083313,0.037469465,0.024198327,,,,
15,Mouse67162,1.0,0.02964106518217911,0.0466178,0.059145045,0.085996084,0.0035159455,0.06764165,0.07834934,0.04843557,0.052687306,0.0062782993,0.08451938,0.032841045,0.032666333,0.046476543,0.08139374,0.0335941,0.032047857,0.05652899,0.019943995,0.06252568,0.022035481,0.06044433,0.0589772,0.047406748,0.038751345,0.0691192,0.04482476,0.0120011,0.028055705,0.026909566,0.038724948,0.008840389,0.07205181,0.049321756,0.053687677,0.031251617,0.025471631,0.015806753,0.07925004,0.022239123,0.028755002,0.08556981,0.022020418,,,,,,,,,0.038355354,0.01901751,0.0021933794,0.03990069,0.035725344,0.057230264,0.053318508,0.06924144,0.08735931,0.03523628,0.09275577,0.008987293,0.039638698,0.012262767,0.005150713,0.0060837385,0.079233505,0.035466198,0.015444462,0.0030047176,0.047499917,0.018454295,,,,,,,,,,0.019063655,0.03471376,0.014283515,0.010868381,0.072410785,0.0017513146,0.008285685,0.02743732,0.04969146,0.018287247,0.030401701,0.028348524,0.009034323,0.020726338,0.04044481,0.076315105,0.014884229,,0.040186506,0.07477785,0.003907428,0.013526967,0.022570359,0.016908117,0.0076086386,0.042100016,0.0069187656,0.017254323,0.02011509,0.018534675,0.046352085,0.0021127695,,0.0025336223,0.050927836,0.023273047,0.032491922,0.030922173,0.046805285,0.032010164,0.009010211,0.041805137,0.05299166,,0.014072944,0.030700937,0.05200819,0.07731691,0.08254564,0.020424746,0.051503286,0.08981881,0.021992728,0.018905025,0.02655497,0.0012031599,0.002428412,0.021132978,0.072424665,0.044160314,0.04150773,0.017050162,0.0248163,0.003570603,0.018975,0.07383069,0.08128583,0.032046914,0.065142244,0.010950757,0.04045858,0.045360282,0.034024637,0.02397529,0.062962875,0.0152822295,0.04047121,0.0046746084,,0.037894588,0.040047042,0.019609034,0.0816801,0.12177173,0.064357445,0.044514634,0.09075113,0.0969926,0.06574555,0.026364846,0.024306467,0.04106851,0.058396626,,0.043043796,0.029471334,0.048240732,0.008731425,0.036460735,0.07487323,0.05502869,0.08121412,0.02032279,0.025531296,0.0040405416,0.0056618056,,,,,,,,,,,,0.0027603218,0.038823064,0.019733058,0.011540191,0.016429698,0.027210427,0.060363915,0.018968057,0.0628841,0.02054963,0.045000244,0.030279791,0.07286992,0.06927198,0.040892098,0.028276151,0.05760316,0.049077265,0.09253749,0.1248101,0.018524371,0.056121096,0.023177033,0.05453133,0.067199364,,,0.027086444,0.03836712,0.038242724,0.064623125,0.030137409,0.056098588,0.009743975,0.026059851,0.035978306,0.0033205785,,0.027522827,0.006146328,0.034349278,0.018427635,0.03528948,0.07610837,0.04509988,0.05528101,0.029042378,0.0017748906,0.051064804,,0.0036724668,,,,0.06281675,0.087666735,0.00088412093,0.032108452,0.029084112,0.037680704,0.051628202,0.052675795,0.01063475,0.01604264,0.03514274,0.0059188446,0.0021375876,0.094975084,0.060511965,0.05081436,0.010416448,0.014324737,0.0023555371,0.055078268,0.0039576227,0.04675281,0.006785146,0.059383232,0.011068374,,,,,,0.050406568,0.0015519643,0.024814371,0.033992704,0.058253497,0.09356268,0.060066897,0.071152695,0.03616762,0.029884309,0.006031546,0.005505843,0.036908988,0.03343349,0.048101798,0.04670113,0.045726746,0.024790391
16,Mouse69841,1.0,0.03739275560987879,0.006497633,0.038567707,0.024334056,0.037664615,0.053746425,0.046212614,0.055015262,0.059809614,,,,,0.0014928739,0.010031447,0.070877865,0.046575446,0.04003425,,,0.047533307,0.008691249,0.07953963,0.068601236,0.06381638,0.09976633,0.005803569,0.0065850215,,,,,,,,,,,,,,0.07207564,0.044832002,0.044857167,0.0216237,0.009257661,0.06758872,0.03149327,,,,,,,,,0.04656747,0.06696055,0.028216548,0.020235008,0.110265486,0.038810585,0.064452596,0.04032565,0.038988177,0.030538084,0.09288461,0.0046504885,0.03156259,,0.0095303375,,,0.018809676,0.041628323,0.008623282,0.034103848,0.020445522,0.047919944,0.012900723,0.0451383,0.020649534,0.010547291,,,0.063601695,0.04939607,0.013209423,0.011243315,0.027383834,0.051663376,0.024507323,0.040751535,0.014573673,0.021315817,0.036492776,0.05850806,0.0021225924,0.04519951,0.0609358,0.051988933,0.1286882,0.024321867,0.007837028,0.0395714,0.033941742,0.0023115901,0.031530514,0.023303594,0.01914849,0.027765512,0.04355036,0.025311207,0.039243937,0.025371289,0.061735343,0.0188343,0.017970508,,,,0.002960918,0.03322435,0.0088822795,0.10103104,0.053038083,0.030070791,0.00092894444,0.08094635,0.031338982,0.08133055,0.0043134326,0.037868895,0.015091583,0.08277724,0.08132971,0.054157842,0.103088446,0.04659758,0.043518715,0.021290163,0.06085792,0.08784697,0.022725426,0.038482863,0.05175978,0.05870256,0.0028124799,0.024738232,,,,,,,,,,0.0062124026,0.044707876,0.023808774,0.021788977,0.020840479,0.006268476,0.0034420528,0.043532718,,0.019560117,0.0035724952,0.074615136,0.061897304,0.06031363,0.026621854,0.041298676,0.047436163,0.027267389,0.050346047,,,,,,,,0.007020296,0.042337015,0.052983798,0.021971764,0.083612435,0.090730466,0.053395607,0.01129596,0.079652764,0.07390002,0.062132303,0.04000159,0.021577675,0.039456226,0.01892305,0.058995612,0.03472508,0.015505741,0.010151735,0.020520024,0.050952464,0.0254658,0.018448638,0.055017304,0.03527361,0.014957498,0.0052380413,0.054077283,0.061970543,0.04403541,0.037717644,0.075666755,0.067159,0.06600277,0.043086585,0.012959727,0.008546704,0.08560073,0.020382881,0.0024872974,0.061196536,0.020860167,0.05542124,0.011270543,0.0045340806,0.037140872,0.019270448,0.07735474,0.0030354038,0.0066587804,0.07064694,0.043041606,0.032280568,0.04003233,0.020910926,0.05427391,0.013529414,0.071283214,0.007168271,0.0070597357,0.048587237,0.033641655,0.018926024,0.007054196,0.02203884,0.029994434,0.013162664,0.08799199,0.014236417,0.053367525,0.016298305,0.05182877,0.02498172,0.038172666,0.041714948,0.0052005146,0.046070013,0.0671739,0.017473355,0.040097397,0.012106863,,0.043478362,0.03694728,0.0046762363,0.050215326,0.03406604,0.003409961,0.017191725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Mouse69861,0.0,0.029201389887788778,0.006075715,0.024455614,0.04111248,0.0051557175,0.03702725,0.015704343,0.004148628,0.011115112,0.031912684,0.06898643,,0.06654313,0.008623732,0.022239184,0.038446184,0.04343443,0.011093639,0.045437794,0.014179286,0.015873408,0.026565455,0.028136669,,,,,,,,,0.03477415,0.02937374,0.018380523,0.05150294,0.009046291,0.016183099,,,,,0.032307062,0.0035573472,0.05323406,0.038751535,0.019361451,0.02063645,0.053052597,0.011864949,0.00087505125,0.06698903,0.03351039,0.04911668,,,,,,,,,,,,,,0.02401305,0.021458592,0.008903185,0.0028922528,0.030214211,0.0033437028,0.009144289,0.025832703,0.03320779,0.041032564,0.085209645,0.045913108,0.06107305,0.020083368,0.0121413525,0.088104144,0.016400825,0.03411258,0.0340058,0.004574535,0.005602918,0.038811117,0.056824837,0.06958264,0.05549956,0.023720533,0.07517741,0.06912101,0.022467604,0.03435841,0.02438812,0.011565018,0.068362035,0.04366833,0.06295791,0.018138928,0.005138405,0.0025314153,0.015403037,0.03855769,0.022776416,0.061631694,0.05837644,0.03770207,0.032979973,0.02732002,0.016346756,0.02585367,0.012658451,0.041064672,0.03828739,0.061159723,0.05103539,0.022854688,0.048824936,0.06248637,0.057269104,0.05055258,0.065498106,0.012869973,0.05752849,0.06020591,0.012103754,0.024230162,0.05987574,0.09107009,0.11994637,0.031775296,0.013795079,0.00891358,0.013703738,0.040096622,0.03230025,0.048399657,0.009812329,0.014008828,0.01565481,0.056039374,0.03262082,0.04621425,0.001326968,0.020037074,0.02954876,0.026881335,0.04287931,0.030787773,0.045896463,0.025659172,0.023772761,0.0066443025,0.074250475,0.024637152,0.026520727,0.04864767,0.0047463723,0.05087886,0.023853764,0.007972007,0.0073732487,0.0090022115,0.04869432,0.0247272,0.01511512,0.012455294,0.0043711616,0.00816349,0.008306065,0.016643688,0.026383577,0.01812909,0.030788042,0.063632675,0.027296219,0.0027591945,0.060020156,0.039240174,0.007964703,0.04034326,0.013984676,0.072102256,0.05380154,0.055553365,0.02279724,0.06687044,0.02477244,0.010497907,0.03714507,0.037415843,0.04829632,0.006969671,0.04180125,0.059222344,0.031946417,0.039527442,0.008170891,0.024262365,0.012533097,0.031282697,0.041748296,0.005120703,0.030097296,0.059605896,0.023830168,0.05361537,0.0321029,0.07728946,0.07467949,0.046676006,0.028714906,0.07407769,0.04876653,0.047454327,0.01419544,0.018691776,0.0087990705,0.043099105,0.0030139866,0.006734108,0.011657894,0.009625494,0.00060464925,0.05148105,0.036232673,0.032369267,0.010869514,0.02595977,0.049149826,0.022066947,0.008226829,0.008985442,0.011523828,0.039023522,0.0060234196,0.004285094,0.08545067,0.07875061,0.025417961,0.07788467,0.023918126,0.010289505,0.010748507,0.009688435,0.06231497,0.059168532,0.014422175,0.04051482,0.03758561,0.036101345,0.021041607,0.038089067,0.0538259,0.054764364,0.031700876,0.051607776,0.01432838,0.044649515,0.020955756,0.02843324,0.042801645,0.054146808,0.022579864,0.005215093,0.031876113,0.039869603,0.051665537,0.023160007,0.014335192,0.02641472,0.0071757915,0.005606593,0.0015468174,0.005435376,0.0016490071,0.018280564,0.0016794474,0.005077978,0.03274897,0.012105917,0.008623703,0.0011191489,0.04987802,0.021252075,0.02438917,0.028112356,0.043930028,0.035716984,0.013916068,0.012134064,0.058864802,0.035700683,0.006406636,0.010736025,,,
18,Mouse69862,0.0,0.041945056163369965,0.036668964,,,,0.04312161,0.006126305,0.06413024,0.026363494,0.098173745,0.013445276,0.03121438,,,0.014993836,0.05656171,0.019673968,0.003906424,0.050924037,0.05557446,0.029840749,0.0652385,0.030932745,0.044966225,0.04865343,0.024483133,0.06295527,0.067548215,0.047170937,,,0.007984413,0.003918428,0.02543977,0.05273014,0.07317402,0.024895668,0.034182116,0.058477867,0.05713418,,,,,,0.06936518,0.06839755,0.01338244,0.0052541588,0.04635676,0.07344919,,0.058193017,0.037403964,0.04396677,0.076729454,0.06613552,0.036637343,0.03197692,,,,,,,0.04671509,0.043625295,0.030260611,0.054457143,0.006882099,0.045568753,0.022856412,0.09125901,0.03273428,0.041915108,0.047572624,0.025519207,0.004246021,0.06156959,0.010601742,0.04512876,0.080944985,0.017328503,0.08768957,0.05656901,0.022105752,0.032690827,0.027378399,0.06642974,0.028226474,0.026311375,0.04663749,0.013717815,0.100606255,0.06192883,0.08524749,0.061258685,0.041498207,0.034225173,0.008122584,0.06284347,0.021786295,0.073499635,0.04331962,0.032884385,0.0015507994,0.011939194,0.04983097,0.051607456,0.058530923,0.004658236,0.021584705,0.0110749,0.056324333,0.08348287,0.0054245205,0.033073228,0.06367099,0.01379783,0.0558175,0.022738928,0.03914628,0.061652016,0.045283794,0.009162538,0.028194148,0.020545993,0.005565293,0.08465538,0.033777278,0.035930574,0.07302387,0.069780506,0.033979885,,,,,0.028825046,0.0062921257,0.056258507,0.07559152,0.035319645,0.05437631,0.06792927,0.0235014,0.046247203,0.074624814,0.029035464,0.031383365,0.011545417,0.013661307,0.016494762,0.02562707,0.041381314,0.017207459,0.036877297,0.043126106,0.084933445,0.035864923,,,,,,,0.040152103,0.06466364,0.010898688,0.026477389,0.033855632,0.038772665,0.029491268,0.04014205,0.023811113,0.032675166,0.0402781,0.008503473,0.0119765,0.026881209,0.026512418,0.022295246,0.037948873,0.058809128,0.028835967,0.020824268,0.039549828,0.054197434,0.061170418,0.102233,0.0057017813,0.07158352,0.024669617,0.03206047,0.045320038,0.028652534,0.013030366,0.01735303,0.046298474,0.015874166,0.05405761,0.087463416,0.025149375,0.064761974,0.024429455,0.062487725,0.007038841,0.042757433,0.022567987,0.04851951,0.02387495,0.004633696,0.031443354,0.06246458,0.05412498,0.07146634,0.08494186,0.030335365,0.003108821,0.04937823,0.009738548,0.018902006,0.026588015,0.03401303,0.025974227,0.05264683,,0.02939691,0.025898706,0.022212138,0.007225567,0.015577718,0.015537616,0.032488834,0.009296511,0.02600249,0.0057596304,0.010291073,0.027856257,0.036560256,0.026804043,0.11613221,0.014389534,0.019621024,0.09797643,0.048324432,0.02175615,0.0008104802,0.038157396,0.06776912,0.048126288,0.0024341748,0.0054706577,0.036604945,0.014566907,0.062188316,0.004585272,0.004272266,0.09005,0.030865967,0.0054027126,0.078452356,0.026184974,0.04799374,0.071509965,0.05636873,0.017987017,0.05518901,0.07507971,0.053754844,0.04303989,0.028659247,0.045314185,0.07467564,0.012216968,0.06168651,0.022778092,0.029775321,0.007007385,0.003633434,0.026448801,0.021157118,0.023753725,0.056383513,0.012822827,0.046173837,0.012467682,0.071483545,0.04136996,0.02787978,0.008721796,0.019386526,0.03554243,0.026022902,0.09421215,0.09795089,0.044878595,0.061391637,0.09253739,0.069729164,0.03768429
19,Mouse69872,1.0,0.04362100693453237,0.0432044,0.048191443,,0.03447767,0.05250091,0.022336708,0.013018883,0.057930175,,,,,,,,,0.029657781,0.047018073,0.0087468345,0.07856272,0.033977024,,,,,,,0.056841448,0.03569988,0.031483375,0.013265406,0.047757097,0.07316881,0.073449455,,,,,0.043575294,0.0063705095,0.032841142,0.035952896,0.046941526,0.07021998,0.039125666,0.02290149,0.036732078,,,,,,,,,,0.06184321,0.04828189,0.05534589,0.09309426,0.031471927,,,,0.042698875,,,,,,,,0.027211778,0.033436388,0.016165249,0.019760946,0.041151546,0.045318075,,,0.038392324,0.031173417,,,,,,,0.056899942,0.020205624,0.03749815,0.042271078,0.05162271,0.06571755,0.022188148,,,0.06873202,0.021797668,0.05856935,0.009356859,0.009694989,0.08117162,0.094056845,0.005548268,0.04371187,,,,,,,,,,,,,,0.07370991,0.07131008,0.040370602,0.09814582,0.052335836,0.0034379198,0.041911747,0.0037534079,,,,,,,,,,,,,,0.0065521826,0.03192464,0.03660575,0.0244238,0.051377166,0.046943627,0.026655072,0.020557016,0.04135518,0.08470071,0.057162985,0.020382997,,,,,,,,,,,,,,0.09551466,0.019075193,0.032591853,0.01481739,0.004685611,0.029373873,,,0.011521686,0.022357699,0.0031506415,0.017619485,0.028469225,0.02675435,0.023154346,0.0068801274,0.0631264,0.006134763,0.052816544,0.075247236,0.047355358,0.04558951,0.042903896,0.04089675,0.0151791265,0.01675675,0.009905504,0.105950125,0.011475239,0.0860899,0.019673439,0.035412863,0.028331134,0.008041138,0.03429422,0.0042606983,0.045374747,0.032544434,0.04357316,0.010132406,0.0055100373,0.07255752,,,,,,,0.036762614,0.0069066314,0.023004688,0.058227055,0.03194883,0.03868501,0.02952775,0.03119481,0.03475452,0.031292245,0.045025356,0.006086287,0.05313511,0.07077977,0.026370393,0.035931624,,,,,,,,,,,0.05111585,0.03890411,0.016343202,0.061198477,0.08960092,0.078363135,0.009144758,0.031392545,0.0325229,0.0050034253,0.041131694,0.039904665,0.0094098095,0.003240317,0.029247534,,,,,,,0.055435266,0.092771746,0.07784644,0.019521184,0.049326725,0.008308337,0.031402808,0.004770793,0.039160877,0.009617347,0.053519394,0.029317664,0.013673386,0.010745893,0.024709,0.036404002,0.005642758,0.009343865,0.0660965,0.026519954,0.109518744,0.069313705,0.01037282,0.02873995,0.006885423,0.018228114,0.05793581,0.04928446,,0.026959416,0.004246272,0.015765917,0.045775965,0.04400899,0.047491245,0.026513778,0.019271122,0.02142835,0.004885096,0.053358506
