mouse,location,-5,-4,-3,-2,-1,0,1,2,3,4,5
Mouse04203,ctr,0.09090909090909091,0.12121212121212122,0.15151515151515152,0.30303030303030304,0.5454545454545454,1.0,0.5454545454545454,0.3125,0.15625,0.125,0.09375
Mouse39115,ctr,0.3584905660377358,0.4230769230769231,0.5,0.6470588235294118,0.803921568627451,1.0,0.7884615384615384,0.66,0.5098039215686274,0.43137254901960786,0.38
Mouse39121,ctr,0.0625,0.03225806451612903,0.06666666666666667,0.16129032258064516,0.42424242424242425,1.0,0.42424242424242425,0.15625,0.06451612903225806,0.030303030303030304,0.06060606060606061
Mouse39122,ctr,0.2037037037037037,0.12727272727272726,0.12962962962962962,0.22641509433962265,0.46296296296296297,1.0,0.49056603773584906,0.24528301886792453,0.1509433962264151,0.15384615384615385,0.21818181818181817
Mouse39132,ctr,0.19607843137254902,0.15384615384615385,0.28846153846153844,0.4423076923076923,0.6226415094339622,1.0,0.6153846153846154,0.41509433962264153,0.2641509433962264,0.1346153846153846,0.15384615384615385
Mouse39135,ctr,0.15625,0.13513513513513514,0.1891891891891892,0.29411764705882354,0.6486486486486487,1.0,0.5714285714285714,0.2564102564102564,0.19444444444444445,0.15151515151515152,0.14705882352941177
Mouse69061,ctr,0.2878787878787879,0.25757575757575757,0.25,0.38461538461538464,0.6363636363636364,1.0,0.6461538461538462,0.3968253968253968,0.25806451612903225,0.2698412698412698,0.30158730158730157
Mouse69071,ctr,0.1891891891891892,0.16216216216216217,0.225,0.32432432432432434,0.47368421052631576,1.0,0.47368421052631576,0.3076923076923077,0.225,0.14634146341463414,0.175
Mouse69075,ctr,0.04081632653061224,0.16326530612244897,0.16326530612244897,0.22448979591836735,0.5510204081632653,1.0,0.5306122448979592,0.20408163265306123,0.14583333333333334,0.14583333333333334,0.02040816326530612
Mouse04203,surr,0.0926517571884984,0.08945686900958466,0.08626198083067092,0.07028753993610223,0.04777070063694268,0.0,0.04777070063694268,0.0732484076433121,0.08917197452229299,0.09235668789808917,0.09554140127388536
Mouse39115,surr,0.12350597609561753,0.11553784860557768,0.099601593625498,0.06719367588932806,0.04296875,0.0,0.0392156862745098,0.07086614173228346,0.10317460317460317,0.11952191235059761,0.1349206349206349
Mouse39121,surr,0.10661764705882353,0.10989010989010989,0.09818181818181818,0.09157509157509157,0.0661764705882353,0.0,0.0695970695970696,0.09523809523809523,0.10181818181818182,0.10989010989010989,0.10989010989010989
Mouse39122,surr,0.14195583596214512,0.14556962025316456,0.14873417721518986,0.1289308176100629,0.08517350157728706,0.0,0.09119496855345911,0.1320754716981132,0.15457413249211358,0.15987460815047022,0.14556962025316456
Mouse39132,surr,0.16666666666666666,0.17054263565891473,0.1511627906976744,0.12062256809338522,0.07782101167315175,0.0,0.07751937984496124,0.109375,0.13618677042801555,0.15891472868217055,0.14785992217898833
Mouse39135,surr,0.15675675675675677,0.15469613259668508,0.15675675675675677,0.15025906735751296,0.09045226130653267,0.0,0.06666666666666667,0.12631578947368421,0.15873015873015872,0.1693121693121693,0.1443850267379679
Mouse69061,surr,0.15789473684210525,0.16541353383458646,0.16791044776119404,0.14232209737827714,0.08582089552238806,0.0,0.08921933085501858,0.14869888475836432,0.17777777777777778,0.1821561338289963,0.17843866171003717
Mouse69071,surr,0.11428571428571428,0.12142857142857143,0.1079136690647482,0.09252669039145907,0.06810035842293907,0.0,0.07168458781362007,0.08960573476702509,0.11191335740072202,0.11272727272727273,0.10909090909090909
Mouse69075,surr,0.1891891891891892,0.16216216216216217,0.1583011583011583,0.15057915057915058,0.0888030888030888,0.0,0.08494208494208494,0.14285714285714285,0.15,0.15,0.17374517374517376
