mouse,surround perc,surr_mean_time,center perc,center_mean_time
Mouse39121,0.8933333333333333,225.15671641791045,0.10666666666666667,228.375
Mouse39135,0.7933333333333333,227.08403361344537,0.20666666666666667,219.41935483870967
Mouse69061,0.7533333333333333,221.8053097345133,0.24666666666666667,236.78378378378378
Mouse04203,0.92,225.71014492753622,0.08,223.08333333333334
Mouse39115,0.7866666666666666,227.1271186440678,0.21333333333333335,219.5
Mouse39122,0.8533333333333334,226.453125,0.14666666666666667,219.95454545454547
Mouse69071,0.7266666666666667,223.88990825688074,0.2733333333333333,229.78048780487805
Mouse69075,0.8133333333333334,226.36885245901638,0.18666666666666668,221.71428571428572
Mouse39132,0.8133333333333334,222.35245901639345,0.18666666666666668,239.21428571428572
