mouse,geno,network,location,-5,-4,-3,-2,-1,0,1,2,3,4,5
Mouse0911,0.0,agg,OpenArms,,2.6937966,,,,4.0209675,,,,,
Mouse0912,1.0,agg,OpenArms,2.16854892,1.7396442999999997,1.8509417363636367,2.0605604181818182,1.956660674545455,1.6816974872727273,1.9264169272727274,2.101766481818182,2.294167445454545,2.0295159145454544,1.870678226
Mouse0913,1.0,agg,OpenArms,3.691408263599999,3.7541291396800003,3.9516625656,3.906545625396826,3.935129059199999,3.862683322222222,3.942462824,3.9884534136000007,4.012768523387098,3.975562275609757,3.9664648447154476
Mouse0914,0.0,agg,OpenArms,4.830597956521739,4.8768355,4.931845804166667,4.996287958333333,5.266875933333334,4.787042708333334,4.9780746,4.962586031818183,4.745548216666665,4.960362786956522,4.772514462499999
Mouse2401,1.0,agg,OpenArms,,,,1.7134145,2.58985,2.9725590000000004,2.4788325,,,1.9172511,2.2471035500000003
Mouse2402,0.0,agg,OpenArms,1.7676246383333334,2.4232348766666667,2.258083215833333,2.5261729108333335,2.7244847775000003,2.5271734125000003,2.4580671916666668,2.612830251818182,2.010269566363636,2.1295331572727267,1.8076787481818182
Mouse2403,0.0,agg,OpenArms,3.549324195238096,3.4544317714285717,3.607440804761905,3.511396036363637,3.720122004347827,3.643325296153847,3.5411366400000004,3.625910541666667,3.572086908695652,3.5814471652173916,3.8456305333333334
Mouse30392,0.0,agg,OpenArms,5.09436575,3.26866375,3.60417265,2.7700541,2.69390035,4.6851698,2.58391665,2.29048515,3.5072612999999997,4.0809898,2.5381613
Mouse3881,1.0,agg,OpenArms,1.4186784014285716,1.5525624428571427,1.0868442714285715,1.823536005714286,1.5277009842857143,1.7000708928571429,1.5342053642857145,1.8158307916666667,1.6954773600000004,1.71123915,1.5365780333333336
Mouse3883,1.0,agg,OpenArms,2.8290837499999997,3.79143585,4.30123025,4.245189066666666,4.807678066666667,4.676835425,3.8701394250000005,3.21980055,2.84340375,3.0399418999999996,3.318815933333333
Mouse67151,1.0,agg,OpenArms,4.365675414285715,3.9485571375,4.2292514,4.813868814285715,3.5815426200000005,4.2537113444444445,4.001702757142858,4.0224651555555555,4.485837788888889,4.1177339,4.494172688888889
Mouse67152,1.0,agg,OpenArms,3.0433516000000003,3.251471696774193,3.31189964516129,3.4213905225806447,3.4270491874999998,3.4283749500000003,3.38612211875,3.558799681249999,3.512857053125,3.4115783750000004,3.4031953625
Mouse67161,1.0,agg,OpenArms,3.4065571000000006,4.0425566,4.071805033333334,4.154021385714286,3.6135237571428576,4.370713742857143,3.9120140857142855,3.568200357142857,4.442492371428571,4.311635342857143,4.4516817714285715
Mouse67162,1.0,agg,OpenArms,2.648637,3.111523,3.1019914,2.3269193,2.5416834,3.217857,4.636904,2.9746556,2.3786583,2.897908,2.794353
