,mouse,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599
0,Mouse0641,1.7179256092781137,1.1939686865919905,1.4705114609133756,1.678413691156328,2.204573378769116,1.0802036656825236,1.0176855098959334,,,,,1.8433974717350619,,,,,,1.6700120844122275,,1.7501914228467665,,1.5866883647079133,,,1.5387284156552612,,,1.6181631268635086,,,0.6315357659617152,,,2.448231350364966,,1.1268663305684088,,,,,,,,,,,,,,,,,0.9678647456022019,,,,,,,,,,,,,1.3600737576636972,2.3159449191738517,1.658075296757683,1.1600515103293976,1.6740186172009186,1.5515225032920867,,,,,1.1426102361265087,0.9545386618791916,,,,,,,,,,1.9746096221502534,,1.4363114735238345,,1.2305748688581342,,1.4127384425445664,1.405474437494194,1.4913250549607022,,,,,0.6583472478331679,1.802317670808332,,1.2104129700163837,1.4653051765737182,1.0932449307461851,,,,,,,1.0739365677634645,,,2.0073592510274745,,1.3853087745291925,1.267398199212286,,,,,,,,1.6750139350357476,0.5999871935315213,1.2147260697320978,0.46855483354141003,1.9394075415040308,1.9540316622184586,2.2358391902606716,1.688552649898865,2.495983436166963,1.087686073528655,1.4040817118912108,,,,,,1.4575589455112619,,1.659205453852092,1.8218877658277934,1.4304248029947073,1.5932739911012166,1.6079815080574564,1.724355986499096,1.6676836814161522,1.4875650304213803,1.5696506881647476,1.3289084900865429,1.6050360397897172,,,,0.874227830072407,1.9448296355767636,,0.8604698759416967,,0.9237463770926502,1.275248236429295,0.8965882278344707,,,,1.1464609342125955,,1.5927937726215333,2.2006135211087408,0.9931599047925346,1.7054603387190854,1.0490026807580737,1.5129532889267951,,,,,2.378724639702816,1.4601532629032457,1.7395867165872678,,,,,,,,,,,2.066521230876016,1.107002299346612,1.8211308424655472,,,,,,,,1.515459358540332,,1.2787006902753937,,1.575103898989691,1.6438479982811265,,1.2183351947526344,,1.3762514575147144,2.2586281125431005,,0.9013320268973178,0.460174581923222,,1.0436824689546766,,,,,1.0174447733022165,,1.1555445164426494,,,,2.0815118099007544,,,1.8855963883279971,1.2313634945028746,1.1396930406067456,,,1.707020860571894,,,,1.8542567163735324,,,,,,,,,,0.8675249721516213,1.5623139100648504,,,1.5795024024796183,1.4820106065045682,1.3425123661054998,,1.6800675632657687,0.9172338583376057,1.7422537233815938,1.49295073796935,,2.1055061717426184,,,,,1.8668702097414787,,,,,,,,,,,,,,,,,,1.7587218462532452,1.3743842850876993,,1.5688417362544502,,1.4615331068399917,2.0837592424233344,0.7925892999829846,1.1786765594712312,0.9619149549085094,1.4888496838634595,0.7979482906205886,1.3394334805802974,1.4428328588803154,0.8131309235783268,,,,,,,,,,1.4414807858084457,,,,1.542776855682817,,,,1.2693915952389947,,,,,,,,,1.4765241877478301,,,,,,,,1.520567859322639,,1.2148510386240414,,,,,,1.353233258302689,,1.4399709541487549,,,,,,,,1.541329592116281,,,1.5878840175468953,1.1417705020527338,,,1.8546284444563947,,1.377989478690618,1.4197409664997476,1.6161341807838707,2.128601493657704,1.5499242565595819,,2.0777190793127374,,,1.5215942102624955,1.4374845416233084,,,1.965200485082553,,1.349424132866733,,,,,,,0.8565343596116803,0.8837880339532597,0.7139315540021172,,0.8747882662009349,1.157889648875397,,,,,1.3098934777758742,,0.47368898055013603,,1.7196438897187434,1.195153381649952,1.36782935721069,1.0511776748198622,1.452720123248115,0.9766211000509422,,,1.8586721165944988,,,,1.1390908645337199,1.6786120186280802,1.3219578273850463,,1.491083816483885,,,1.324557581843949,,0.5543425148671564,1.0416939244646028,0.9029587973193492,,2.3625141501559206,,1.1084623609322022,0.9603308110911194,1.7205903575984887,0.5551916174254679,,,,,,1.01587036601697,1.6093467973842974,1.2168716199853427,1.4293439140912985,0.9460446249974758,1.579972081414198,1.4237021625150563,1.2589791938540462,,1.8423604976029186,1.1265213695842224,,,1.2343206733762846,1.3205717099095484,1.2417274641686562,1.1573593257328796,1.1506135986306207,1.4192067119396121,0.5549724952639318,,1.1305407003919679,,,,1.1971369909562073,1.6687857330569518,1.3140230555712913,2.2790468082377733,,2.004252009107112,1.7710205752701986,1.6364053228470923,,0.8117653414863444,1.5670184785987005,,1.9504937209509634,,,1.0821546525872678,1.5721692212086056,1.9130691346428026,1.1069731064796182,1.2489457978569125,0.696032060528769,1.2869103267336777,,,1.4385457734386269,1.113248820058564,,1.4837772350171816,0.9218769880152762,1.7567667606365163,,,,,1.9718973622297284,1.4159142751552858,2.1675636824904325,0.4323003542224322,1.3858205279970035,0.8598057173057995,,,,,,1.561593624168917,1.5231633477751902,0.908211204715913,1.7264009928379398,1.1540784322598572,,,1.3437230754374867,,,,,,,,,,,,,,0.779727968375454,,0.9837458325410159,,1.5736485216463691,,,,,,0.9134180913152908,,,,0.5199475458931975,1.2998549793005554,0.7334288759720535,1.0602403452540756,0.7810409363891015,1.030287493411449,1.3920062372066513,1.699264257258701,1.6180230178313764,,,,1.0125282428057263,,,,,,,,,,,,1.5615291321905447,0.5377292641323714,0.5229810946450173,1.7779495733512043,1.126993306992753,0.9361395103207466,1.0122746245457714,0.6656685512041431,0.35894734531603995,0.8659602261160531,,0.9618196054841947,,,,,0.9775370367087602,,,,0.9901358583607447,0.7397188932193541,1.5097680878315392,1.0567197189535364,0.6872992945857369,0.7619808382466003,,,,,1.1811958453397393,1.4892202408857549,,0.6068436695045519,,
1,Mouse39115,1.6151012322651466,,0.8278200082281028,1.3852634982097403,1.3742369353766148,1.132842043566344,1.7802975232246423,1.8648645316380614,2.580954845941848,1.8445746283509772,2.4299862381593056,2.0150795117226545,1.2416071302164609,1.5748592259848821,1.5104552475087238,1.479624177679379,3.1145142692276,2.403197458983116,2.2682843564373125,1.027749940393606,1.5481625357151059,4.015787233288514,1.3989467889881613,1.0105310699756647,2.734439563706965,1.923383172599301,2.2735989753336106,2.424280955073344,1.7622282207428368,1.3680649698188874,1.7127835617609455,1.350808714053865,1.6344570305141584,0.7009783238785656,2.943951764209545,0.7155260027893314,1.8024595485161579,1.097478476178465,1.1718798631651002,3.4615105549823575,2.5128564212466324,1.7334621204096543,3.41419567663283,3.761827280686826,2.1133397493268977,2.3151918656061166,1.0583624708778805,0.9688507851106889,0.8933201195828367,2.4223039510997255,1.5999039195121698,3.4681864191944656,2.1850759501449155,2.250745913196725,1.7827694389903623,3.001378342812182,2.6621479748000967,1.450848350389377,1.6012674908393936,2.9102603347084384,2.937284358220758,1.5620563305264419,1.582069332727537,1.686342098379897,2.065891865415639,2.006345444593041,2.006258430620621,2.1708832628669548,2.0363945516763096,3.1435314730656407,3.039388541141266,2.3761527128236586,1.6192203870227362,1.5304013240177874,1.8126650293203446,1.9957765773694025,0.9077520265618888,1.203703399773436,0.9161234896577081,1.073077495737063,1.1229702925360876,0.95876276788288,1.341975579983598,2.257683770876218,1.8517842064546748,2.0710372141177147,2.500079957736072,3.0654879751167505,2.194159130442126,2.4830177124684876,2.483666141013875,2.0816646545378545,1.60456450629013,3.301266765233206,2.8236689562708004,2.125782007288466,2.8772449287063058,2.113378657154177,1.817498903948605,1.7244883683766667,1.8364855007496312,2.214216538315659,1.6275522656334107,2.0397548980741655,2.2530007698064565,1.749650842663707,1.5145112827747769,1.8666595780824753,1.2311690482709317,1.5242309443769329,2.2557076127249323,1.5553258050461178,1.3335416740541075,1.8600179696748191,2.1577190955448935,1.493207449967023,2.523045725698717,0.8236456106994441,1.2964183204402862,1.4088247250942216,2.130448409094959,1.636617577933854,1.467900128605601,2.783998831614863,1.5848712249305887,2.6784328036166403,2.4013916283039674,3.2397264239903465,1.5897251878392373,2.672097594348807,4.910262323265908,2.4172678192062893,3.044503968878342,2.926843421624858,3.1500139611470606,2.698218702521552,0.8619131504730867,1.3572861272012915,1.393916789306633,1.9019437967628192,1.7905272156930871,0.7304807125518881,2.188280348050281,1.3759297430466297,1.836911689477245,1.8224797402070763,0.8980386451905491,1.6167763833939774,1.9668728194516623,1.4565350253840312,0.8965282179609052,1.1257907928304467,1.4018889819705591,1.4928158342272357,1.5917764127225023,3.1916246136885413,1.6376791906884987,2.384770796565976,1.4079552197367675,1.4111557057138464,2.1916201832565827,2.9151102799610094,1.9470143912817677,1.2751501178982745,1.5183998452190632,1.408997695761147,3.248297564593229,2.3504347447199763,2.297048659398039,2.31971490052731,1.273247440562094,0.8045044398672164,1.4790852831260055,2.016685728331415,1.9566165893075458,2.3248156321013647,2.34280003516658,1.946864152090019,1.6249095994843872,1.6503471774849603,1.9332036985145662,1.9832482569855374,1.3514064989871146,1.8248182274998992,2.099202674867276,0.6999982272511822,1.685848138137919,2.204255077254299,1.263793472900026,2.076536856649171,1.7752489154518065,2.2433395756730103,1.7993531602735306,1.8550430541726726,1.3798923149449795,1.679018862900316,2.5497917908471326,1.803379908941333,2.117294285913092,2.2147879970288207,1.6705694149854724,2.452709360840414,1.3411401189750127,1.7052764656519128,1.0327809973530493,2.4282022931330016,1.1154446411996435,1.5311813836636163,1.0378677728586234,1.4047672096390873,2.412481204900838,0.7500498694841855,1.6215791740515306,1.3461013955920536,2.1499274859488824,2.1355674315769466,1.1833700423640374,0.8281662138814325,2.56179136654561,2.249868583982699,1.4909643291421506,2.2614283320684554,1.429365308974998,1.6246199053356243,2.9426370391220034,2.302433587275697,0.6880482907508235,1.5270606429891538,1.5591951250323477,1.1594985044114472,2.2092825394688305,2.3012668810962826,3.2580443982378053,2.0504672379108957,1.0757137336363622,2.069293974291145,1.6068922093482176,2.6991501643648363,1.2595667929784609,2.0240643651737518,1.6710604148492878,1.3328069716308402,1.3339307523268984,1.9053534123115237,1.8360958938378826,2.094162736773345,1.31548024829277,1.781990753805823,0.7954819473223385,0.9367821714816115,2.0542479580078328,1.2989572253347128,2.13535333279912,2.5119314087986306,1.1519956374140752,0.9179205449301606,1.754616665575783,1.785822434698272,1.6932394623152378,1.7730224996179944,2.5007818845439687,0.8325370007828382,1.3089319023700132,1.3177397040614323,1.8896035661200674,1.1933313976976063,0.9754655386592991,1.7465518553664865,1.8403152785418329,1.8945103929244755,0.5625839752053035,1.9191808100697851,1.9509890161483507,2.3682124499527717,2.69842592899293,1.437586596315743,1.4184331610596992,0.8483887685653191,2.4365341717436757,1.3898529301840077,1.9210452139454355,1.950986795864729,2.6477677264199806,0.9023775551628119,1.5295225146146796,1.2964661094020529,1.310263956242585,0.8209651468649523,3.7152217300906014,1.8936488171513852,1.0588342282836394,0.5696278884324694,0.8052367105512787,1.5616814197777145,2.148919900095704,1.7146414105135215,1.446305438643378,1.7339640102359961,2.725241985939331,1.573577276512711,0.8351027605363107,1.5021567788801695,1.0582842323121562,1.8498692646946782,1.4859940656628308,1.3455982370322133,2.6882515321594496,1.684577607267232,2.136623440758641,1.5333965923515278,1.1860524621626722,1.429811057344043,1.8076114523413078,1.5796437257345024,2.903119162485854,2.4076352773043452,1.313098782652695,2.649964855655542,0.8086366520070589,1.4206886520361794,0.8978953840330407,1.0169074496455157,1.3580814116490993,1.3702818701514627,1.4765932790798968,2.148210149431235,1.4610030818536346,1.997164994727633,2.1130680289026933,1.61788028726523,2.7876471805168177,1.7460514457292258,1.2137633991364924,0.9259705532486446,1.4008666999543593,1.3339455542177108,3.1688508473952957,1.2921806448284032,1.91357966885847,1.2208890293737238,2.098364993575069,2.136744287624347,1.6890627916390617,0.9621497576841991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mouse39121,1.733524611168692,1.713278818687339,2.4439620024299265,1.7099496956529008,2.125854387193471,0.7501520473907076,1.7339402010315597,1.6804129206785232,,1.0838965982285282,,,2.7205151689696105,1.1582632278757323,2.7212062172386955,2.344549677535481,2.0852078568772683,2.749396128726861,1.9697899839212,1.4440343750924527,1.8841533819667333,1.8121095313074178,1.6218212894821178,1.9447266054187147,3.813692807030668,4.7834502652097015,2.61079090382654,1.5536002249602427,1.7897557613424429,2.2158682954781264,1.3897853510083982,1.6533982450068043,4.529899877467082,3.028697606777798,2.1575490531417443,2.3357378111656724,2.6965516222140407,2.396014489763674,1.0378070818730858,1.8310842647476806,2.626743602310225,2.5465792004672467,1.638637598114364,3.1656998612725613,1.1367709327228361,3.2293565106049864,1.5335693674416868,1.6772338050319666,2.2570433215736982,3.2209998712814993,3.0327835731366823,0.9575682902454049,,4.509825979572554,1.8908461937949175,2.1337642073580367,2.4026168167084205,2.5067807991101083,2.6730527780604314,1.9222149540125795,1.834532032415417,2.256881436376634,4.712200492804742,1.4271407939712533,2.3207605610788087,2.3960988355547252,2.151522332837508,2.159370762078208,2.6686981596803676,2.4058925563308016,2.2186396953150935,2.668593528192735,2.14684834819481,3.563897942326296,3.0583390132398085,1.9473754903250098,2.210374341626224,4.520532690153345,2.54917083166411,1.9719718974305223,1.3121361086245107,2.097241011789159,1.8701383678822066,1.600106919335062,2.630616568855,,,,,,,,2.6808933332478526,3.3546875497216098,2.763551407726569,2.7157604419161756,3.328282379157058,0.6482289004394005,2.3596969537897476,1.3750252379500782,3.5140745365603423,2.4774021724939512,2.556784774267347,5.9334518762354085,3.8466698759950932,3.2980800464928532,3.462139549930452,3.227658384267436,2.8874069293339217,1.7952184858982914,1.847909114725856,4.644842371138777,3.868508229116653,,,2.4752732420210966,2.2642315314657764,1.4707909419668734,2.117083892968007,1.709117848634514,2.030370013758219,2.2131622903209296,1.942139645270406,2.3809615686902186,3.583508338745634,3.505078764335995,2.081491971022473,1.7524260758759054,1.4994043173711855,2.338566197795011,2.2281630291090986,2.6491212613520956,1.7518803639461473,3.003203691057068,3.278163095829775,2.4593196093277,2.8426070361011124,3.99848122282874,2.0075474039768486,2.6714590162934533,3.0180029074647203,1.7062223323645127,1.1623952374275162,3.6275210935676547,3.098670181049281,3.23100192082313,2.2477133691898716,2.134104793526964,2.2195154501898973,2.0407101137567043,2.7150613861352824,2.6185220230192434,1.854027654498831,1.5234282674574986,2.3161880049190198,5.229515116518951,2.0887753368465436,2.3847444507271462,2.7282639046882933,1.9547857752112474,1.2366115260405133,2.1115835331066584,5.6729438949408,2.7345599443063593,1.9222427133868494,2.450995533885568,1.833160212184068,4.208635033783013,2.632004804485556,1.6624531927434165,1.0282895668709948,1.1601404555607358,0.7287697887959149,1.7203662673891584,,2.7935584905611734,2.7049771261390823,2.336872742506016,1.8239571788624083,2.486636702028725,1.981942183841979,1.8963534934998338,,1.719331163029363,2.3136751142549414,2.0824117672122244,2.5045824702015786,1.837581693287734,1.8815765646667157,1.2217123491937836,1.9214093983246312,2.6790620152972187,0.9323207389713207,1.8996810150319103,1.4094917041109094,1.9106625167262672,2.6204790589052727,1.5437136170471861,1.1723668584242746,2.7533825350222583,2.3790520440409204,2.0430979537780383,2.484376715279269,1.8489386138273856,2.126735747326541,2.847813253362024,1.9406531841616639,1.462253666522836,0.7728242761003119,,1.3562410832908611,,1.642912541751932,0.8446673917844381,,1.4066840836288612,1.6204258470909334,3.103919371956899,3.2845837857149958,1.6481150221739995,1.7290361338828937,1.7819365595198449,3.0542387668181985,,1.3429903862084682,2.5479695714342854,1.0493954995791246,1.9793837838191215,,,1.9419207732809702,2.3712472557395774,1.4291274042675626,1.5392972874427837,1.5214071581311472,0.7194734279241254,1.6034108720907152,2.4024234352982425,3.2258588294469766,1.4485484230326262,1.893767067185646,,1.6857588690204957,,,,,2.4277273060720472,2.5061778334709186,2.0228002459284595,2.5398741104542895,1.6046764059486576,0.9450731019021564,3.3512591335407445,2.302534529992653,1.7040759188242092,2.9076915582475467,2.3549511684578324,2.7191900592238123,2.1272866641389747,2.506120713220017,3.111868295470797,1.6392457686362294,1.0323768678151803,,,2.298098101533611,2.385354623126964,2.2368726662448166,2.1153237084139396,,2.755969361712036,1.3360238509349591,2.839489311378422,2.0500915811331666,1.5372099159562158,3.455395089651102,2.8231319666313404,2.3178009847143386,1.7680251092547097,2.4326177604506385,,3.058662116341287,1.3911637107077237,2.2498668560322725,1.1742675748105833,2.2473538319096638,1.3782026186357432,2.3038105269993583,2.4348649351812006,3.0990601468743613,1.5469192242119765,1.0379727839841124,0.993981916361035,,2.535979123252041,,1.162483186598881,2.7670556283525567,3.1903041424313523,1.6277828286402316,1.3675463553793468,1.60365656924471,3.412940997002631,3.1093691510353234,2.1986118406134656,2.73657356660917,2.8877072110267457,2.6255089774478644,,,2.1238398306809496,2.753427510546917,1.148922385275846,1.7384440260483243,2.4051183633974373,1.9960323350789768,1.369113291981766,2.329990286106497,0.8634849644596033,1.4334764707727725,1.1649887370438017,2.0923935310572737,2.9589839420547945,,2.7883353240669333,1.95096579170294,2.2360915334678846,1.3565117371899929,,3.883254862863428,3.5761601120759132,2.967674361162172,2.1835992240161133,2.563316635108178,2.2124320052439823,1.4720909615090048,2.7191584295521682,2.0434330681472295,1.8835338674698057,1.4492984599720349,2.1998770274792294,2.9580287793545543,2.4363033512190913,2.4230054098170277,1.9996928356437622,1.9835761166265302,2.8574857937927303,1.5631322335587072,0.7780649656995597,2.4955014179764703,1.3129616830919806,1.758840226293149,,1.8143573733306306,,1.6667119345154249,2.8179960820158145,0.8095133739680117,2.7013422496120842,2.4985215845136257,2.0810731781548815,1.2397305186192402,1.1579722882800187,2.801680776705729,2.416580315800312,1.1311549977743827,1.179522904810588,2.0430583165945855,0.8245835912669738,,3.9657502513938994,1.3633071786278574,1.4586950615458152,1.4091791442333126,2.1095385480492643,1.803544830135436,1.7680205716646846,1.5293442705651275,,2.000690037780997,2.845560473373196,2.0767405804322916,2.9357996596567344,,2.7915317893224088,2.31703239703924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mouse39122,1.2022231222403068,0.6437537562010085,1.537713648528044,1.3741222981195127,1.2928021202138904,1.00990304649674,1.4767879336090723,1.5450431140566656,1.3287256833546388,1.3384986298373813,1.727995348153393,0.903817036111619,0.8816001877636497,0.6846947553045057,0.8410697665650085,1.5257127720478953,1.164205426091381,1.1460503279069134,1.657628002890089,0.7343369567096809,1.1636301674510612,1.4855545195380646,1.1074478441136868,1.0148786525753475,1.3672252539048726,1.4119389078510993,1.3533881139242736,0.9547254711124422,1.8914170334243785,1.4237885908014187,1.3854271663755635,0.9240319628899331,1.2909712320490192,0.8397284248713168,1.0227372954583713,0.7177155883659441,1.1000361359507076,1.654088686478172,1.1739709937043743,1.4238545608289783,1.5944655131033496,1.7702445084700538,1.211343991650638,1.3891374673255779,1.2616872834153672,1.2894240150026544,1.5472984093988371,1.422810768392924,1.682171198743246,0.9527219858088002,1.2743586597089567,1.464375110956829,1.3182240368341414,0.8280432271897128,1.1095277080492367,1.039854465209234,1.4446660032564926,0.8245211607183355,1.1744719749803307,0.9419560193778805,1.4477541824132758,0.6758125507938791,1.8439364010555528,1.047282836912508,0.5456986926375598,1.8761286505708425,1.147632875568038,1.8328450313553595,1.2795497678775924,1.4656207228105287,1.4865431903510915,2.1071598896197044,1.7747929708368846,1.6085026155674844,1.3160136011107106,1.1026940927944282,1.20071143127545,1.1308515665574843,1.6646470183556836,1.3006416073555784,0.9554994217024343,1.319262551667991,1.1011596299533915,1.1126319154793827,1.1310381395687603,1.5974108060671075,1.20529439352336,1.0260416608388019,1.2504489715871208,1.7924412237429457,1.2211449876117655,1.1732830973503323,1.5891785773613478,1.006715130431624,1.251861658643951,1.0412805906050118,0.919610211842704,1.130082258302765,1.674896317304094,1.2200044880019774,1.1917977077516562,1.178293105576645,0.8953898293244055,1.0743584022235866,1.4338650482776227,1.1648481207598729,1.0932620403207638,1.695338083243839,1.200072255008428,1.1138220636432452,1.0367909637294268,1.8077673805455956,1.3186309008707793,0.9335697140077539,0.6265521448148694,0.5874967645657742,0.7943542887825005,0.5741466544219702,1.0813108123946897,0.6162481151769282,0.9944893205908406,0.9105667961313963,1.1215426581352648,1.3357987453761453,1.1152737463163662,1.699865826135347,1.8713994791951853,1.228536611566354,1.2404161031957932,1.0906440564270756,0.9097005852361951,0.8534395865326203,1.6065576725549657,0.4140337813999396,1.4530988297127205,0.7716736955741305,2.0061350508822704,1.2122495890956269,1.1480741906190683,1.2477898419429103,1.2000629214711955,1.5497257154795343,0.5918499556510284,1.1935197698043976,1.2418606513326005,0.8386948455728624,0.7685545838044249,0.9057444359834756,0.7984671535006893,1.0360066045350866,1.65508219509322,0.8774885447126378,1.0336154598028293,1.6200299738498163,1.2662460566531721,1.4726296228718978,1.1908976322423075,1.208390733416886,1.145802134003228,1.1724510931360879,1.0999476872470906,0.9092581951180491,1.5101959374322547,1.4000607844888988,1.3597371671099854,1.1449752607911272,1.0907423762014832,0.9918549663569804,0.9892525709364713,1.5144406933388757,1.3446686843483144,1.8326204889282214,0.9501440237318317,1.0175567913608323,0.5493186879498477,1.1603577608839817,1.350840107126486,1.749111865308355,1.230879427145088,1.2026495329517775,0.907064422934913,1.1863959352950135,1.1059905906382383,1.231989776008947,1.0232659841459026,1.2828601438605338,1.0494486084839467,0.598785751148524,1.1021559239696028,1.5693088448605752,1.649724207188202,1.4650115506893746,1.343216708475071,1.2300395065275362,1.1558055357822457,1.034730988535519,1.4820604536783848,1.0967321615037737,1.0158570125174,1.08092574290049,1.2427814951839584,1.9482245082895824,0.9894424180157817,1.30261596811372,1.0970532645045843,1.3950207721167183,1.368905290606724,1.5495369434673394,1.3923348635279875,1.2603539558583567,1.2133935093735106,1.2448573520511677,1.4429624128114678,1.4232725585858415,1.6002008495660083,0.980515647086537,1.0158288653056413,1.4674110027584355,1.356458798807082,1.4320845416671322,1.1949753618124852,1.5016644002681225,1.0459691537637041,1.1164876436901503,1.831133133573531,1.4166413491489231,1.1526284681216616,1.0721843721820312,0.8930611850849252,2.0873944874958505,1.1395260387813286,1.5528403803807154,1.1843828232540166,1.3083385992377377,1.320410283547467,0.7296692596263721,0.890956448005651,1.3195326867141757,1.3009848958323238,0.875107222184484,0.8320233699857892,1.3224525201339645,0.7844931867962632,1.4744302625574657,0.7742196499710607,0.8116586179448843,0.9999852591534887,0.8237823452763549,1.2959402411248708,1.4957614022020882,1.1480191667294148,1.435744803129575,0.6229241842325872,1.4022570488730761,1.421314617034559,1.2568890634108645,1.5071603388307708,1.4878888811799336,1.7704236537448936,1.6675218455566707,1.111593302912159,1.272092809162376,1.253965760456293,1.2690402049537879,0.5413119790049677,1.6996577517817553,1.308899100138559,1.5319989826740206,1.5508138788674581,1.023728898272623,1.2546554648777573,0.9119984923295013,1.035754794496557,1.287302956449895,1.4549473587516282,1.3720694574619186,1.3640814155915035,1.4160696089100728,1.3594635136623305,1.3879331478224617,1.162159182436543,1.0822246683097951,0.9093846132375282,1.4695492135183603,0.7515996514546716,1.4815966110846102,1.2315981095119912,1.7022270644551105,0.8273582628368956,0.9608244734603593,1.4597322870172444,0.8959993923790563,1.5960945818505754,1.1228323966073988,1.116933356743018,1.155017218386252,1.2737958620738425,0.8053520787769333,1.6659638289724605,0.8498784755782651,1.4667742698257673,1.3119215047345312,1.6425105068412758,1.2768103013998207,1.6008627977092103,1.133702742281924,1.320040704793072,1.4102139137971332,1.1036394188560137,0.773394584826382,1.8927339906412166,1.0090876569561031,1.1366473022453756,1.3274145412735632,0.6411827820602926,0.6903150107190884,0.6875115288812401,1.060473714956458,1.0768361875920387,1.02102427374274,1.149030365085186,1.2272177485487197,1.3076930703013951,1.5674994580380197,1.1397348461352268,1.70962621387951,0.9129587227306468,2.0755647910205473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
