,mouse,geno,HC_mean_scores,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
0,Mouse67151,CLOCK,0.1218164453344371,0.16714181,0.15122654,0.16977625,0.17710648,0.17752188,0.1485911,,,,,,,,,,,,,,,,,,,,0.15833397,0.12166386,,,0.1578515,0.14000462,,,,,,,,,,,,,,,,,,0.1285066,0.20629106,0.17150065,0.16765854,0.154947,0.11600406,0.14862381,0.1343254,0.16145968,0.14684005,0.1342696,,,,,,,,,,,,,0.15980642,0.16695166,0.16236594,0.1781697,0.113701604,0.14300853,0.12039066,0.13292022,0.15653658,0.113239355,,,,,,,,,,,,,,,,,,0.16493648,0.15204857,0.15330686,0.1307647,0.12620902,0.1492731,0.2336544,0.13554831,0.1430681,0.12032121,0.15067017,0.13443069,0.1013808,0.10718099,,,,,,,,,,0.1254548,0.17332348,0.15458342,0.113425076,0.20182183,0.120461136,,,0.14335717,0.1158062,0.18847042,0.16511872,0.21903536,,,,,,,,,0.14991406,0.18856852,0.15495266,0.20114769,0.111106336,0.16680449,0.10896083,0.16062307,,0.1050099,0.14270163,,0.10122644,,,,,,,,,,,,,,,,,,,0.16213958,0.13775384,0.19334607,0.13162424,,,,,,,,,,,,,,,,,,,,0.1393326,0.10898074,0.14436972,0.15826969,,,,,,,,,,,,,0.20891961,,,0.15229374,,0.12859654,,,,,,0.13646221,0.12904917,0.06781478,0.13529125,,,,,,,0.15305045,0.14504583,,,,,,,,,,,0.1024447,0.14843072,0.0864604,0.167516,0.16449137,0.15845488,0.10738414,,,,,,,,0.11338602,0.12109044,0.13577604,0.1476587,0.16509548,0.09738004,0.13466671,0.115040965,0.10657931,0.1442177,,,,,,,,,,,,,0.11831371,0.09456589,0.09264532,0.115441084,,,,,,,,,,,,,0.18069819,0.12082854,
1,Mouse67152,CLOCK,0.10004546217365269,0.15587135,0.13249521,0.11322838,0.11122664,0.10404528,0.11557469,0.116834804,0.11349384,0.12399343,,0.10345989,0.10094473,0.122508354,0.07851969,,,,,,,,,,,,,0.10645752,0.11797581,0.13359073,0.12129415,0.105118446,0.15915604,0.14768855,,,,,,,,,,,,,,,,,,,,,0.1302449,0.14015426,0.10826873,0.10783133,0.13189308,0.06825302,0.16269489,0.11486095,,,,,,,,,,,,,,,,,0.09274458,0.10743382,0.09577361,0.2101788,0.06980534,0.14713822,0.1292893,0.14293191,,,,,,,,,0.1687494,0.11687367,0.12814532,0.12806766,0.1781609,0.100414276,0.14608942,0.108317964,,,,,,,,,,,0.122905776,0.14806314,0.092902586,0.14533378,0.123867266,0.17032734,0.13003646,,,,,0.12182313,0.09746614,0.096560985,0.18424703,0.10348809,0.1228376,0.085550904,,,,,,,,,,,0.13506542,0.124864355,0.10475484,0.12994297,0.12797177,0.15940149,0.1409442,0.121787235,,,0.11304624,0.14338742,,0.09718653,0.120969534,0.10583926,0.10914946,0.16977584,0.10237817,0.11805146,0.10862623,0.12697007,,,,0.06884477,0.09564607,,0.12295848,0.14784357,0.11148864,0.10302898,,,,0.121571064,0.10912018,0.118701786,0.14502944,0.06704519,0.13842085,0.07017883,0.12015113,0.14534476,0.13429797,0.11575966,0.11755113,0.10582271,0.11132863,0.12655398,0.13292557,0.085647404,,0.10092141,0.09891801,0.109488875,,,,,0.120933406,0.16386512,0.10558287,0.15639766,0.1029101,0.12407942,0.08025688,0.08826282,,,,0.13403703,0.13856177,0.10685629,0.06080722,0.12506312,0.10964372,0.14984693,0.10793098,0.12133155,,,,,,0.12928516,0.09859017,0.108811766,0.07033776,0.07986725,0.10954215,0.08588202,0.097732976,,0.10846099,0.12002361,0.10382955,0.0882733,0.124093786,0.13751268,0.060487334,0.111104734,,,,,,,,,,,,,,,,0.13544606,0.09378491,0.112048306,0.16946374,0.08521999,0.11324046,0.114679426,,,,,,,0.10446322,0.07480212,0.10804693,0.16002724,0.16748065,,,,,,,0.13457169,0.09015754,0.06992438,0.059348386,0.10871943,0.1499551,0.11287022,,,,,,,,,,,,,
