,0,1,2,3,4,5,6,7,8,9,10
0,Mouse04382,3.6985789754173974,3.7184968536550347,3.425037893381986,3.0315180041573266,3.443684848872098,2.708545273000544,2.949619553305886,3.0453318682583896,3.0882773832841353,2.9283354336565193
1,Mouse04383,3.8130960430137413,4.165952544153472,4.240769340177622,4.170097852930611,4.1336422045044445,3.9668286911254067,4.282248947846056,4.258444009984962,3.965774881496351,4.097972136956674
2,Mouse04384,4.483348645815036,4.277037479165124,4.218628202269717,4.227966984597648,4.2227050022381105,3.9874542315558688,4.146858795386989,4.185627211884754,3.9492410315973,3.9823719146775036
3,Mouse04385,2.573347568511963,3.4077442487080893,4.288745482762654,2.665250857671102,3.7590974966684976,3.1322549184163413,4.050145308176677,4.003201484680176,4.1349600950876875,4.97120459874471
4,Mouse04391,3.7844192004321435,3.357334737469883,3.3959718075531877,3.1365072274776664,3.06443511577029,2.9211769450063767,3.3444114591142067,3.441099977659944,3.65462071100544,3.53910762890193
5,Mouse04392,3.056047511100769,2.7030927300453187,3.4832480788230895,3.2912431001663207,3.3536789894104,2.743933343887329,2.3174845576286316,1.9634643912315368,2.631968951225281,2.7065820515155794
6,Mouse04393,4.552705562510196,4.580887671330529,4.603015749940375,4.682019339918526,4.636674627308597,4.43269329048446,4.691876121606872,4.580879366793338,4.350331388661082,4.4031728251850435
7,Mouse04394,5.0269450627313255,4.922370241407986,4.861479691656219,4.8845238426138,4.709566249005359,4.865135293232098,4.797379502035999,4.648713113101356,4.582484898381165,4.5027525459226885
8,Mouse04395,3.564621836489215,3.462117292651548,3.395888584215596,3.3936889094296196,3.406071588257109,3.1709832600864445,3.7295238978706053,3.6638430888663995,3.41682095224029,3.576176984908995
