,comp score,net 1 scores,net 2 scores,net 3 scores,flx,mouse,time,expDate,auc (last-30-minutes),net 1 auc (last-30-minutes),net 2 auc (last-30-minutes),net 3 auc (last-30-minutes)
31792,2.4948134,0.102758326,0.08716633,0.048316132,0.0,Mouse78751,1872,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31793,2.5761685,0.09722206,0.0970781,0.007283741,0.0,Mouse78751,1873,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31794,2.371716,0.07366286,0.096079394,0.06665504,0.0,Mouse78751,1874,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31795,2.044923,0.08393306,0.071199685,0.04930853,0.0,Mouse78751,1875,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31796,2.7758272,0.11155756,0.09894764,0.04609183,0.0,Mouse78751,1876,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31797,1.3749743,0.057872206,0.04732343,0.026378982,0.0,Mouse78751,1877,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31798,2.6275887,0.08463223,0.103941806,0.090619214,0.0,Mouse78751,1878,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31799,1.8465205,0.08480692,0.059377886,0.035694715,0.0,Mouse78751,1879,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31800,2.152748,0.09306759,0.0743682,0.0016558028,0.0,Mouse78751,1880,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31801,3.1011884,0.12681545,0.10821248,0.07572432,0.0,Mouse78751,1881,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31802,4.240809,0.1272289,0.17660972,0.06900429,0.0,Mouse78751,1882,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31803,3.6577277,0.103359215,0.15600656,0.061046183,0.0,Mouse78751,1883,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31804,3.3050919,0.12259693,0.124204785,0.046104852,0.0,Mouse78751,1884,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
31805,4.7090945,0.12384874,0.20771158,0.04524368,0.0,Mouse78751,1885,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
