,Event Number,mouse,time,group,net 1,net 2,net 3,agg scores
0,Tone 6,Mouse39111,-10,group 2,0.09914425015449524,0.11370160430669785,0.02721329592168331,2.8865885734558105
1,Tone 6,Mouse39111,-9,group 2,0.17395663261413574,0.3040218651294708,0.037451110780239105,6.800088882446289
2,Tone 6,Mouse39111,-8,group 2,0.07695376127958298,0.040466729551553726,0.04095916822552681,1.458092212677002
3,Tone 6,Mouse39111,-7,group 2,0.11392717808485031,0.2282073050737381,0.07231705635786057,4.973241806030273
4,Tone 6,Mouse39111,-6,group 2,0.04510314017534256,0.05041768401861191,0.024834761396050453,1.3003817796707153
5,Tone 6,Mouse39111,-5,group 2,0.09163661301136017,0.14186519384384155,0.09279094636440277,3.3300869464874268
6,Tone 6,Mouse39111,-4,group 2,0.11883138120174408,0.1249624490737915,0.023907460272312164,3.264784097671509
7,Tone 6,Mouse39111,-3,group 2,0.08164002001285553,0.06652513891458511,0.038003016263246536,1.9363428354263306
8,Tone 6,Mouse39111,-2,group 2,0.07922949641942978,0.13306675851345062,0.018538808450102806,3.008143901824951
9,Tone 6,Mouse39111,-1,group 2,,,,
10,Tone 6,Mouse39111,0,group 2,0.12987428903579712,0.1857684701681137,0.032298505306243896,4.392874717712402
11,Tone 6,Mouse39111,1,group 2,0.13129575550556183,0.2214280664920807,0.04340608790516853,5.009409427642822
12,Tone 6,Mouse39111,2,group 2,0.11151941120624542,0.18397942185401917,0.09985470026731491,4.232140064239502
13,Tone 6,Mouse39111,3,group 2,,,,
14,Tone 6,Mouse39111,4,group 2,0.11950316280126572,0.15091481804847717,0.03289805352687836,3.7105894088745117
15,Tone 6,Mouse39111,5,group 2,0.07777701318264008,0.16059665381908417,0.055355850607156754,3.47957706451416
16,Tone 6,Mouse39111,6,group 2,0.1017158180475235,0.13358141481876373,0.0698051005601883,3.2740585803985596
17,Tone 6,Mouse39111,7,group 2,0.12890982627868652,0.14479820430278778,0.017020272091031075,3.6892504692077637
18,Tone 6,Mouse39111,8,group 2,0.07318403571844101,0.10578359663486481,0.023432983085513115,2.497561454772949
19,Tone 6,Mouse39111,9,group 2,0.11928010731935501,0.15702711045742035,0.03414640203118324,3.8112223148345947
20,Tone 6,Mouse39111,10,group 2,0.13849645853042603,0.2272028625011444,0.06908043473958969,5.194798946380615
21,Tone 6,Mouse39111,11,group 2,0.12350577861070633,0.14423879981040955,0.0089358389377594,3.6211440563201904
22,Tone 6,Mouse39111,12,group 2,0.12826603651046753,0.1871924102306366,0.051423072814941406,4.414700508117676
23,Tone 6,Mouse39111,13,group 2,0.12293197214603424,0.2859589159488678,0.05190218240022659,6.009602069854736
24,Tone 6,Mouse39111,14,group 2,0.15906289219856262,0.252556174993515,0.020556816831231117,5.783866882324219
25,Tone 6,Mouse39111,15,group 2,0.1089249774813652,0.12740300595760345,0.08661589026451111,3.253814697265625
26,Tone 6,Mouse39111,16,group 2,0.1102202907204628,0.14174774289131165,0.036026209592819214,3.4690816402435303
27,Tone 6,Mouse39111,17,group 2,0.12045636773109436,0.1373891830444336,0.01309274509549141,3.4800753593444824
