Unnamed: 0,agg score,net 1 scores,net 2 scores,net 3 scores,mouse,roi,condition,in-task,time,expDate,hc_v_task auc,net 1 hc_v_task auc,net 2 hc_v_task auc,net 3 hc_v_task auc
381,5.289897,0.11416218,0.24776098,0.056174517,Mouse0912,1.0,CLOCK,1.0,262,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
382,2.3411167,0.050154828,0.10789998,0.07019357,Mouse0912,1.0,CLOCK,1.0,263,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
383,3.260824,0.07916343,0.14641833,0.060984343,Mouse0912,1.0,CLOCK,1.0,264,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
384,3.8328001,0.09024428,0.17313017,0.08594688,Mouse0912,3.0,CLOCK,1.0,266,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
387,3.6625447,0.09059049,0.16427247,0.050069038,Mouse0912,3.0,CLOCK,1.0,269,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
388,2.3474991,0.061353687,0.102829576,0.044257555,Mouse0912,3.0,CLOCK,1.0,270,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
389,1.6181381,0.02561579,0.07860281,0.07829725,Mouse0912,3.0,CLOCK,1.0,271,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
390,1.266058,0.016593406,0.064190924,0.045938052,Mouse0912,3.0,CLOCK,1.0,272,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
391,1.7377515,0.039924424,0.07685377,0.090224735,Mouse0912,3.0,CLOCK,1.0,273,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
392,3.9076314,0.09431826,0.17530924,0.0840049,Mouse0912,3.0,CLOCK,1.0,274,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
399,1.6928235,0.04145794,0.0747709,0.055365816,Mouse0912,3.0,CLOCK,1.0,281,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
400,0.5132284,0.026956353,0.013299444,0.037944604,Mouse0912,3.0,CLOCK,1.0,282,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
401,1.85474,0.040473446,0.085524105,0.044672303,Mouse0912,3.0,CLOCK,1.0,283,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
402,4.688034,0.11391598,0.2126751,0.036214385,Mouse0912,3.0,CLOCK,1.0,284,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
403,1.7839034,0.04915692,0.074899636,0.07406036,Mouse0912,3.0,CLOCK,1.0,285,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
404,1.5353056,0.040016215,0.065549575,0.06968079,Mouse0912,3.0,CLOCK,1.0,286,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
405,2.8587742,0.062322702,0.13176763,0.0709082,Mouse0912,3.0,CLOCK,1.0,287,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
407,3.3011408,0.078587,0.1477687,0.093394384,Mouse0912,3.0,CLOCK,1.0,289,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
410,2.7592642,0.067244455,0.12392489,0.047479562,Mouse0912,3.0,CLOCK,1.0,292,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
415,3.2841818,0.079710886,0.14618121,0.09132419,Mouse0912,3.0,CLOCK,1.0,297,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
416,2.675126,0.071636654,0.11501597,0.077041045,Mouse0912,3.0,CLOCK,1.0,298,22021,0.4124361493123772,0.3169253438113948,0.4449115913555992,0.7597347740667977
