mouse,surround perc,surr_mean_time,center perc,center_mean_time
Mouse39121,0.8666666666666667,212.57051282051282,0.13333333333333333,197.04166666666666
Mouse39135,0.7944444444444444,211.54545454545453,0.20555555555555555,206.45945945945945
Mouse69061,0.7388888888888889,208.9699248120301,0.2611111111111111,214.82978723404256
Mouse04203,0.8888888888888888,213.175,0.1111111111111111,189.1
Mouse39115,0.8166666666666667,208.95238095238096,0.18333333333333332,217.3939393939394
Mouse39122,0.8611111111111112,210.70967741935485,0.1388888888888889,209.2
Mouse69071,0.7722222222222223,204.81294964028777,0.22777777777777777,229.78048780487805
Mouse69075,0.8277777777777777,209.9731543624161,0.17222222222222222,213.03225806451613
Mouse39132,0.8222222222222222,207.44594594594594,0.17777777777777778,224.625
