Predictors,net 1,net 2,net 3
Cg_Cx-Thal 17,5.354069e-06,0.5263082,0.042271197
Cg_Cx-Thal 18,5.292467e-06,0.5348673,0.0052679093
Cg_Cx-Thal 19,5.2599967e-06,0.5276376,2.710409e-06
Cg_Cx-Thal 20,5.268054e-06,0.5141728,2.7155245e-06
Cg_Cx-Thal 21,5.340378e-06,0.50338936,2.7559465e-06
Cg_Cx-Thal 22,5.481571e-06,0.49672547,2.834638e-06
Cg_Cx-Thal 23,5.6803265e-06,0.4914738,2.9447876e-06
Cg_Cx-Thal 24,5.912984e-06,0.4859365,3.0758538e-06
Cg_Cx-Thal 25,6.16946e-06,0.47875786,0.0042891926
Cg_Cx-Thal 26,6.4345854e-06,0.47582883,3.346204e-06
Cg_Cx-Thal 27,6.5767545e-06,0.4755494,3.4144784e-06
Cg_Cx-Thal 28,6.630168e-06,0.4787529,3.4420425e-06
Cg_Cx-Thal 29,6.6559965e-06,0.48336703,3.4574834e-06
Cg_Cx-Thal 30,6.6601506e-06,0.48761675,3.4612985e-06
Cg_Cx-Thal 31,6.6282664e-06,0.4913759,0.0029600593
Cg_Cx-Thal 32,6.6332614e-06,0.49504995,0.0019585507
Cg_Cx-Thal 33,6.700295e-06,0.4925158,3.488821e-06
Cg_Cx-Thal 34,6.7393867e-06,0.49002945,3.5137589e-06
Cg_Cx-Thal 35,6.7858837e-06,0.490229,3.543256e-06
Cg_Cx-Thal 36,6.8622385e-06,0.49160504,3.587981e-06
Cg_Cx-Thal 37,6.9534435e-06,0.4908853,3.643854e-06
Cg_Cx-Thal 38,7.060545e-06,0.48762792,3.714042e-06
Cg_Cx-Thal 39,7.2156217e-06,0.47788557,3.8085036e-06
Cg_Cx-Thal 40,7.3899146e-06,0.46254054,3.9103043e-06
Cg_Cx-Thal 41,7.515548e-06,0.44901618,3.9894594e-06
Cg_Cx-Thal 42,7.5887365e-06,0.43830493,4.042328e-06
Cg_Cx-Thal 43,7.620247e-06,0.43081275,4.0736018e-06
Cg_Cx-Thal 44,7.6281513e-06,0.42606688,4.0911223e-06
Cg_Cx-Thal 45,7.631829e-06,0.42308947,4.102843e-06
Cg_Cx-Thal 46,7.6217257e-06,0.42272934,4.105036e-06
Cg_Cx-Thal 47,7.6175143e-06,0.4248089,4.1086328e-06
Cg_Cx-Thal 48,7.6112933e-06,0.4175636,4.1029457e-06
Cg_Cx-Thal 49,7.5821463e-06,0.40549853,4.0775694e-06
Cg_Cx-Thal 50,7.547091e-06,0.39174443,4.04456e-06
Cg_Cx-Thal 51,7.533566e-06,0.3780618,4.0212026e-06
Cg_Cx-Thal 52,7.4665095e-06,0.36070558,3.9672123e-06
Cg_Cx-Thal 53,7.0641754e-06,0.32932267,3.7414438e-06
Cg_Cx-Thal 54,6.3908046e-06,0.29330185,3.3749245e-06
Cg_Cx-Thal 55,5.715583e-06,0.25470343,3.0075075e-06
Cg_Cx-Thal 56,0.030817969,0.22240299,0.0016706082
Cg_Cx-VTA 1,0.39581716,6.0945013e-06,0.119659804
Cg_Cx-VTA 2,0.38843313,6.0237658e-06,0.12974647
Cg_Cx-VTA 3,0.36225384,6.2250992e-06,0.14949428
Cg_Cx-VTA 4,0.3091092,6.8263957e-06,0.19158539
Cg_Cx-VTA 5,0.22119427,7.978389e-06,0.27569288
Cg_Cx-VTA 6,0.10041567,0.026764782,0.39435625
Cg_Cx-VTA 7,6.719062e-06,0.08077876,0.4922364
Cg_Cx-VTA 8,6.7383085e-06,0.11891843,0.5270344
Cg_Cx-VTA 9,6.8100426e-06,0.13774592,0.5309024
Cg_Cx-VTA 10,7.1389522e-06,0.14367564,0.52756715
Cg_Cx-VTA 11,7.685766e-06,0.14071351,0.5266409
Cg_Cx-VTA 12,8.31858e-06,0.12266665,0.5092521
Cg_Cx-VTA 13,9.00901e-06,0.095494345,0.463595
Cg_Cx-VTA 14,9.543711e-06,0.086004816,0.3793016
Cg_Cx-VTA 15,1.00225625e-05,0.10117835,0.270215
Cg_Cx-VTA 16,0.010712233,0.12225394,0.1583996
Cg_Cx-VTA 17,0.019779367,0.1449574,0.06329212
Cg_Cx-VTA 18,0.027526563,0.15187235,5.1102784e-06
Cg_Cx-VTA 19,0.04376212,0.13599153,4.9443347e-06
Cg_Cx-VTA 20,0.05979703,0.112525426,4.900935e-06
Cg_Cx-VTA 21,0.07232629,0.093884505,4.92043e-06
Cg_Cx-VTA 22,0.0790453,0.08588861,4.985055e-06
Cg_Cx-VTA 23,0.07279597,0.08869797,5.130858e-06
Cg_Cx-VTA 24,0.060369376,0.09722277,5.3635777e-06
Cg_Cx-VTA 25,0.050353788,0.098253846,5.665752e-06
Cg_Cx-VTA 26,0.047766563,0.10121663,5.881336e-06
Cg_Cx-VTA 27,0.049129926,0.10957678,5.947647e-06
Cg_Cx-VTA 28,0.058418192,0.1215846,5.800018e-06
Cg_Cx-VTA 29,0.07689297,0.13279651,5.555509e-06
Cg_Cx-VTA 30,0.09438468,0.13759083,0.0021688282
Cg_Cx-VTA 31,0.10825627,0.13673574,0.011958673
Cg_Cx-VTA 32,0.114611655,0.13408798,0.0031762917
Cg_Cx-VTA 33,0.1086229,0.12264709,5.3426515e-06
Cg_Cx-VTA 34,0.115457185,0.11521501,5.396802e-06
Cg_Cx-VTA 35,0.12623861,0.118269466,5.344077e-06
Cg_Cx-VTA 36,0.13728125,0.12900102,5.226847e-06
Cg_Cx-VTA 37,0.14720997,0.13922162,5.130565e-06
Cg_Cx-VTA 38,0.15449704,0.1451843,5.063707e-06
Cg_Cx-VTA 39,0.15966031,0.14783636,5.044955e-06
Cg_Cx-VTA 40,0.15828957,0.14695892,5.0590447e-06
Cg_Cx-VTA 41,0.15200451,0.15140517,5.051666e-06
Cg_Cx-VTA 42,0.13735315,0.1597946,5.058851e-06
Cg_Cx-VTA 43,0.12267288,0.17144911,5.033612e-06
Cg_Cx-VTA 44,0.1155736,0.18199876,4.9754585e-06
Cg_Cx-VTA 45,0.113699,0.18652783,4.9285495e-06
Cg_Cx-VTA 46,0.11415738,0.1852292,4.920439e-06
Cg_Cx-VTA 47,0.11580094,0.18058118,4.914353e-06
Cg_Cx-VTA 48,0.100822225,0.17283128,4.956236e-06
Cg_Cx-VTA 49,0.07389324,0.16739722,4.985629e-06
Cg_Cx-VTA 50,0.045606162,0.16251121,4.9999e-06
Cg_Cx-VTA 51,0.01668881,0.15864697,5.0261256e-06
Cg_Cx-VTA 52,9.730185e-06,0.1464108,4.978921e-06
Cg_Cx-VTA 53,9.0034955e-06,0.13063158,4.5978913e-06
Cg_Cx-VTA 54,0.0020553677,0.1174739,3.9960314e-06
Cg_Cx-VTA 55,0.037534658,0.11015858,3.3217912e-06
Cg_Cx-VTA 56,0.07272406,0.11022635,2.81022e-06
Hipp-IL_Cx 1,0.26362243,0.11925617,0.09342375
Hipp-IL_Cx 2,0.25563812,0.1166206,0.10510677
Hipp-IL_Cx 3,0.22532439,0.11107123,0.12123442
Hipp-IL_Cx 4,0.15949352,0.10572873,0.14806819
Hipp-IL_Cx 5,0.070439376,0.10771242,0.1954026
Hipp-IL_Cx 6,0.0020147718,0.12174525,0.25365224
Hipp-IL_Cx 7,7.805933e-06,0.13583745,0.29125446
Hipp-IL_Cx 8,7.895269e-06,0.1469979,0.3049206
Hipp-IL_Cx 9,8.135061e-06,0.1597344,0.30423033
Hipp-IL_Cx 10,0.007171654,0.17078,0.29034296
Hipp-IL_Cx 11,0.03420238,0.17207968,0.26446578
Hipp-IL_Cx 12,0.069569655,0.16466102,0.22786899
Hipp-IL_Cx 13,0.10523662,0.16102494,0.18147154
Hipp-IL_Cx 14,0.12667933,0.16739063,0.13297637
Hipp-IL_Cx 15,0.13134786,0.1790687,0.08688635
Hipp-IL_Cx 16,0.12470151,0.19563895,0.042536095
Hipp-IL_Cx 17,0.101262994,0.21892506,0.0012215917
Hipp-IL_Cx 18,0.06775561,0.23493607,5.7594348e-06
Hipp-IL_Cx 19,0.04874511,0.23972303,5.7795583e-06
Hipp-IL_Cx 20,0.03794494,0.2410257,5.7908746e-06
Hipp-IL_Cx 21,0.025740493,0.24561688,5.7993457e-06
Hipp-IL_Cx 22,0.011814711,0.25337437,5.807992e-06
Hipp-IL_Cx 23,1.1236174e-05,0.26333556,5.803452e-06
Hipp-IL_Cx 24,1.0979955e-05,0.27343825,5.7143657e-06
Hipp-IL_Cx 25,1.0665418e-05,0.28738558,5.589028e-06
Hipp-IL_Cx 26,1.02816775e-05,0.3069328,5.4216625e-06
Hipp-IL_Cx 27,9.856874e-06,0.32831848,5.222938e-06
Hipp-IL_Cx 28,9.495152e-06,0.34768662,5.0428293e-06
Hipp-IL_Cx 29,0.0037615465,0.36019307,4.884321e-06
Hipp-IL_Cx 30,0.024895372,0.35838962,4.7028634e-06
Hipp-IL_Cx 31,0.052280594,0.3494673,4.542953e-06
Hipp-IL_Cx 32,0.07350884,0.33986086,4.472464e-06
Hipp-IL_Cx 33,0.086666144,0.3296098,4.4809917e-06
Hipp-IL_Cx 34,0.09553263,0.31909633,4.5083993e-06
Hipp-IL_Cx 35,0.10167779,0.309498,4.5524935e-06
Hipp-IL_Cx 36,0.10554706,0.3039221,4.584896e-06
Hipp-IL_Cx 37,0.105845675,0.30178416,4.627848e-06
Hipp-IL_Cx 38,0.10816451,0.3006658,4.685413e-06
Hipp-IL_Cx 39,0.111533694,0.2991695,4.746973e-06
Hipp-IL_Cx 40,0.11420167,0.29429525,4.808435e-06
Hipp-IL_Cx 41,0.11688247,0.2876605,4.8416714e-06
Hipp-IL_Cx 42,0.119917385,0.28424716,4.826863e-06
Hipp-IL_Cx 43,0.12093886,0.2829016,4.8054553e-06
Hipp-IL_Cx 44,0.12123968,0.28166604,4.7939084e-06
Hipp-IL_Cx 45,0.12369979,0.27871692,4.787815e-06
Hipp-IL_Cx 46,0.12564915,0.27227843,4.783362e-06
Hipp-IL_Cx 47,0.1298295,0.26668373,4.7878493e-06
Hipp-IL_Cx 48,0.13861783,0.2589652,4.8025113e-06
Hipp-IL_Cx 49,0.14097139,0.24476208,4.882721e-06
Hipp-IL_Cx 50,0.1435309,0.22907294,4.97077e-06
Hipp-IL_Cx 51,0.1440136,0.21830642,5.048307e-06
Hipp-IL_Cx 52,0.12440543,0.20617028,5.1164184e-06
Hipp-IL_Cx 53,0.09109785,0.18079422,4.937794e-06
Hipp-IL_Cx 54,0.07779363,0.15332155,4.404677e-06
Hipp-IL_Cx 55,0.087131314,0.1364999,3.728997e-06
Hipp-IL_Cx 56,0.105478965,0.1265173,3.1617049e-06
Hipp-Nac 1,0.25713176,0.09597325,0.086689204
Hipp-Nac 2,0.25575006,0.093385376,0.10089089
Hipp-Nac 3,0.2266187,0.08775552,0.11807821
Hipp-Nac 4,0.16037662,0.08402119,0.1426475
Hipp-Nac 5,0.06614611,0.0906769,0.18835382
Hipp-Nac 6,8.101068e-06,0.10991986,0.24368294
Hipp-Nac 7,8.080319e-06,0.13299978,0.27697268
Hipp-Nac 8,8.1095395e-06,0.14974336,0.28708988
Hipp-Nac 9,8.358019e-06,0.16523209,0.284505
Hipp-Nac 10,0.008197086,0.17440172,0.26731727
Hipp-Nac 11,0.04647028,0.16949369,0.23572503
Hipp-Nac 12,0.08824013,0.15482298,0.19721726
Hipp-Nac 13,0.124339595,0.14232326,0.15430507
Hipp-Nac 14,0.14058965,0.14513208,0.111163296
Hipp-Nac 15,0.13771172,0.15327698,0.06560284
Hipp-Nac 16,0.12079769,0.16907325,0.016641527
Hipp-Nac 17,0.08583111,0.19005114,5.8209985e-06
Hipp-Nac 18,0.049641166,0.21175766,5.8750134e-06
Hipp-Nac 19,0.03433865,0.22277755,5.853075e-06
Hipp-Nac 20,0.032057982,0.22660102,5.7816683e-06
Hipp-Nac 21,0.027647654,0.22997063,5.740141e-06
Hipp-Nac 22,0.017218005,0.23455785,5.739993e-06
Hipp-Nac 23,0.00084159314,0.24442737,5.752921e-06
Hipp-Nac 24,1.0892908e-05,0.2565187,5.6415747e-06
Hipp-Nac 25,1.0443758e-05,0.27414128,5.449585e-06
Hipp-Nac 26,9.8706705e-06,0.30080748,5.1876987e-06
Hipp-Nac 27,9.308594e-06,0.32832372,4.918535e-06
Hipp-Nac 28,0.005663845,0.34781867,4.6810196e-06
Hipp-Nac 29,0.023947759,0.35486,4.45423e-06
Hipp-Nac 30,0.0450956,0.35248917,4.251584e-06
Hipp-Nac 31,0.07131418,0.34412843,4.0765212e-06
Hipp-Nac 32,0.098020755,0.33248198,3.9470965e-06
Hipp-Nac 33,0.114318915,0.32095033,3.912329e-06
Hipp-Nac 34,0.1284298,0.30735013,3.9114652e-06
Hipp-Nac 35,0.14084285,0.29341048,3.933888e-06
Hipp-Nac 36,0.15002833,0.28367957,3.965185e-06
Hipp-Nac 37,0.15552403,0.27764645,3.998097e-06
Hipp-Nac 38,0.15739314,0.27147618,4.0378427e-06
Hipp-Nac 39,0.16066787,0.2649215,4.0761406e-06
Hipp-Nac 40,0.16257252,0.26176196,4.113434e-06
Hipp-Nac 41,0.16176406,0.260702,4.1531243e-06
Hipp-Nac 42,0.15993069,0.2610832,4.1757007e-06
Hipp-Nac 43,0.15458359,0.26102728,4.201677e-06
Hipp-Nac 44,0.14936103,0.25984296,4.2344373e-06
Hipp-Nac 45,0.14542037,0.2585599,4.2744837e-06
Hipp-Nac 46,0.14284423,0.25750613,4.321676e-06
Hipp-Nac 47,0.14202045,0.25538862,4.371912e-06
Hipp-Nac 48,0.14440946,0.25108513,4.427428e-06
Hipp-Nac 49,0.15176965,0.24158195,4.507332e-06
Hipp-Nac 50,0.15648375,0.22608197,4.6251484e-06
Hipp-Nac 51,0.15887666,0.20752382,4.778074e-06
Hipp-Nac 52,0.13969384,0.18727954,4.9482232e-06
Hipp-Nac 53,0.100476556,0.15864234,4.910392e-06
Hipp-Nac 54,0.076480724,0.12976971,4.5053525e-06
Hipp-Nac 55,0.07521108,0.11205591,3.877024e-06
Hipp-Nac 56,0.091424905,0.0983205,3.2728683e-06
Hipp-PrL_Cx 1,0.25289306,0.096128345,0.101737276
Hipp-PrL_Cx 2,0.24751951,0.09421293,0.10917622
Hipp-PrL_Cx 3,0.22189787,0.08912645,0.12559824
Hipp-PrL_Cx 4,0.1630507,0.082735024,0.15436274
Hipp-PrL_Cx 5,0.07190531,0.07852199,0.20550556
Hipp-PrL_Cx 6,8.481943e-06,0.08546164,0.2715324
Hipp-PrL_Cx 7,8.545054e-06,0.09569011,0.31701845
Hipp-PrL_Cx 8,8.710819e-06,0.10102528,0.33450598
Hipp-PrL_Cx 9,9.024141e-06,0.10951473,0.33414632
Hipp-PrL_Cx 10,0.02859331,0.11503852,0.31523958
Hipp-PrL_Cx 11,0.061719917,0.111323304,0.28729236
Hipp-PrL_Cx 12,0.08936466,0.09754381,0.25255924
Hipp-PrL_Cx 13,0.10409003,0.08655681,0.20783187
Hipp-PrL_Cx 14,0.09936789,0.094828166,0.15691389
Hipp-PrL_Cx 15,0.08533373,0.11468789,0.10329657
Hipp-PrL_Cx 16,0.062861286,0.13507608,0.05069953
Hipp-PrL_Cx 17,0.029614097,0.1579598,0.003983868
Hipp-PrL_Cx 18,1.295139e-05,0.17801006,6.5065447e-06
Hipp-PrL_Cx 19,1.2900233e-05,0.18540716,6.4755927e-06
Hipp-PrL_Cx 20,1.2958448e-05,0.1860415,6.512931e-06
Hipp-PrL_Cx 21,1.2921947e-05,0.18832242,6.5277736e-06
Hipp-PrL_Cx 22,1.2759664e-05,0.19408864,6.4944206e-06
Hipp-PrL_Cx 23,1.2543751e-05,0.20242509,6.4335554e-06
Hipp-PrL_Cx 24,1.221687e-05,0.21322334,6.3171747e-06
Hipp-PrL_Cx 25,1.1799638e-05,0.22701442,6.146529e-06
Hipp-PrL_Cx 26,1.1282864e-05,0.2485137,5.9172426e-06
Hipp-PrL_Cx 27,1.074493e-05,0.27647865,5.656778e-06
Hipp-PrL_Cx 28,1.0337784e-05,0.2997806,5.4566326e-06
Hipp-PrL_Cx 29,1.0041498e-05,0.3158221,5.309433e-06
Hipp-PrL_Cx 30,9.82652e-06,0.32361704,5.200616e-06
Hipp-PrL_Cx 31,9.688198e-06,0.3253188,5.1196944e-06
Hipp-PrL_Cx 32,9.690911e-06,0.32215893,5.1107e-06
Hipp-PrL_Cx 33,0.0031780605,0.3144232,5.17367e-06
Hipp-PrL_Cx 34,0.011759385,0.3034822,5.2232913e-06
Hipp-PrL_Cx 35,0.019544704,0.29243818,5.2973846e-06
Hipp-PrL_Cx 36,0.02349276,0.28401613,5.3866147e-06
Hipp-PrL_Cx 37,0.028158799,0.27877778,5.456849e-06
Hipp-PrL_Cx 38,0.03680336,0.27358738,5.502755e-06
Hipp-PrL_Cx 39,0.049297817,0.26665387,5.5217574e-06
Hipp-PrL_Cx 40,0.056968503,0.25812492,5.539379e-06
Hipp-PrL_Cx 41,0.06233282,0.24796972,5.541004e-06
Hipp-PrL_Cx 42,0.06696972,0.24126446,5.5022842e-06
Hipp-PrL_Cx 43,0.07275425,0.23737745,5.437292e-06
Hipp-PrL_Cx 44,0.07712229,0.23341997,5.3807807e-06
Hipp-PrL_Cx 45,0.07760604,0.22862269,5.351541e-06
Hipp-PrL_Cx 46,0.079626404,0.22483522,0.00060848804
Hipp-PrL_Cx 47,0.086695105,0.2230783,0.0045567625
Hipp-PrL_Cx 48,0.09331679,0.2176285,0.007167265
Hipp-PrL_Cx 49,0.09412359,0.2024682,0.004391366
Hipp-PrL_Cx 50,0.099613294,0.18590005,0.0026038494
Hipp-PrL_Cx 51,0.10142457,0.17491286,0.0022823587
Hipp-PrL_Cx 52,0.08139821,0.16538644,0.0015128778
Hipp-PrL_Cx 53,0.047673818,0.15075156,5.3382505e-06
Hipp-PrL_Cx 54,0.035275716,0.13081563,4.7026388e-06
Hipp-PrL_Cx 55,0.047082804,0.11508437,3.9335796e-06
Hipp-PrL_Cx 56,0.07246161,0.10394383,3.2815467e-06
Hipp-Thal 1,0.21999033,0.15831606,0.07693134
Hipp-Thal 2,0.21319303,0.16215757,0.09168431
Hipp-Thal 3,0.17916223,0.17198046,0.11299805
Hipp-Thal 4,0.10935929,0.19216439,0.14777176
Hipp-Thal 5,0.028247854,0.21878205,0.19182515
Hipp-Thal 6,0.012742373,0.2360868,0.22319306
Hipp-Thal 7,0.0503052,0.23638864,0.21906804
Hipp-Thal 8,0.093958184,0.23416772,0.19149809
Hipp-Thal 9,0.119227916,0.23725612,0.16204098
Hipp-Thal 10,0.1242926,0.25113976,0.1455506
Hipp-Thal 11,0.11482328,0.26910403,0.14221697
Hipp-Thal 12,0.09895907,0.28336623,0.14422719
Hipp-Thal 13,0.09202972,0.2857511,0.1383446
Hipp-Thal 14,0.108746,0.2743159,0.11574719
Hipp-Thal 15,0.13281268,0.2634545,0.08225187
Hipp-Thal 16,0.14513676,0.25945657,0.04766164
Hipp-Thal 17,0.14011054,0.26650897,0.016952427
Hipp-Thal 18,0.12778477,0.27940276,4.820558e-06
Hipp-Thal 19,0.11378102,0.28856894,4.8068587e-06
Hipp-Thal 20,0.10207539,0.293654,4.8101847e-06
Hipp-Thal 21,0.09274095,0.29742083,4.8169054e-06
Hipp-Thal 22,0.08143611,0.30246946,4.8377183e-06
Hipp-Thal 23,0.071115606,0.3069611,4.87342e-06
Hipp-Thal 24,0.065357424,0.31134173,4.886393e-06
Hipp-Thal 25,0.066995494,0.3160389,4.835392e-06
Hipp-Thal 26,0.072560534,0.32460192,4.7206877e-06
Hipp-Thal 27,0.07965313,0.3361253,4.558987e-06
Hipp-Thal 28,0.087968916,0.34554154,4.40573e-06
Hipp-Thal 29,0.0992504,0.34954214,4.2667907e-06
Hipp-Thal 30,0.1148555,0.3480862,4.1398644e-06
Hipp-Thal 31,0.12967984,0.34578905,4.043939e-06
Hipp-Thal 32,0.13973872,0.34306994,4.035626e-06
Hipp-Thal 33,0.14294352,0.33579248,4.0776126e-06
Hipp-Thal 34,0.14766434,0.32427046,4.134531e-06
Hipp-Thal 35,0.15626192,0.3145112,4.1654384e-06
Hipp-Thal 36,0.16413872,0.31067923,4.175975e-06
Hipp-Thal 37,0.16681656,0.31103116,4.192294e-06
Hipp-Thal 38,0.16768688,0.3116113,4.2128604e-06
Hipp-Thal 39,0.16959341,0.31290987,4.216867e-06
Hipp-Thal 40,0.17255013,0.3140355,4.211883e-06
Hipp-Thal 41,0.17477533,0.31206948,4.2155707e-06
Hipp-Thal 42,0.1769869,0.3100087,4.207617e-06
Hipp-Thal 43,0.17812307,0.30902112,4.19451e-06
Hipp-Thal 44,0.17787834,0.30933377,4.188346e-06
Hipp-Thal 45,0.17570615,0.309021,4.203417e-06
Hipp-Thal 46,0.17534724,0.30764872,4.230994e-06
Hipp-Thal 47,0.17841463,0.30368355,4.249854e-06
Hipp-Thal 48,0.1815179,0.29672927,0.0067409026
Hipp-Thal 49,0.18113427,0.28603765,0.008776488
Hipp-Thal 50,0.18327443,0.2729016,0.005258264
Hipp-Thal 51,0.17846845,0.26215678,4.3834575e-06
Hipp-Thal 52,0.1523004,0.24582407,4.4078647e-06
Hipp-Thal 53,0.11972112,0.22225593,4.2243414e-06
Hipp-Thal 54,0.09999624,0.19477314,3.7800583e-06
Hipp-Thal 55,0.106165275,0.17494768,3.2593757e-06
Hipp-Thal 56,0.12650545,0.16381207,2.8070451e-06
Hipp-VTA 1,0.17146568,0.27338883,0.07194218
Hipp-VTA 2,0.16697216,0.28160504,0.081853345
Hipp-VTA 3,0.13844979,0.3031367,0.09470508
Hipp-VTA 4,0.08383042,0.34078652,0.11469529
Hipp-VTA 5,0.022312397,0.38903767,0.14495647
Hipp-VTA 6,5.6857994e-06,0.42468026,0.17262205
Hipp-VTA 7,5.64543e-06,0.44514912,0.18428706
Hipp-VTA 8,0.02292222,0.45060858,0.17557622
Hipp-VTA 9,0.035462398,0.4576092,0.1575779
Hipp-VTA 10,0.037080012,0.4684512,0.14044774
Hipp-VTA 11,0.032704525,0.48218396,0.12710169
Hipp-VTA 12,0.029515179,0.49163806,0.11586644
Hipp-VTA 13,0.038944267,0.48781168,0.0990194
Hipp-VTA 14,0.05860707,0.47677755,0.07546686
Hipp-VTA 15,0.070258975,0.46806145,0.049757257
Hipp-VTA 16,0.07251397,0.46526212,0.027030366
Hipp-VTA 17,0.069489285,0.4665869,0.007893564
Hipp-VTA 18,0.06402941,0.46921268,3.5591368e-06
Hipp-VTA 19,0.058382064,0.46882594,3.5591602e-06
Hipp-VTA 20,0.054368403,0.46694073,3.568338e-06
Hipp-VTA 21,0.050421238,0.46427605,3.5854425e-06
Hipp-VTA 22,0.045817733,0.4621533,3.6128392e-06
Hipp-VTA 23,0.03975565,0.46245825,3.638764e-06
Hipp-VTA 24,0.034721747,0.4651458,3.642442e-06
Hipp-VTA 25,0.03621143,0.4672262,3.611151e-06
Hipp-VTA 26,0.04156745,0.4697352,3.5445237e-06
Hipp-VTA 27,0.048244797,0.47257993,3.4670109e-06
Hipp-VTA 28,0.056472663,0.4744185,3.3896154e-06
Hipp-VTA 29,0.067761615,0.4741207,3.3118129e-06
Hipp-VTA 30,0.082101546,0.4737289,3.2286405e-06
Hipp-VTA 31,0.09332286,0.47685352,3.1589198e-06
Hipp-VTA 32,0.095696524,0.48393574,3.1263125e-06
Hipp-VTA 33,0.09748749,0.49072042,3.1025347e-06
Hipp-VTA 34,0.0988019,0.49692726,3.0874996e-06
Hipp-VTA 35,0.099814884,0.5032001,3.077769e-06
Hipp-VTA 36,0.09866398,0.51056653,3.0700369e-06
Hipp-VTA 37,0.09506347,0.51933146,3.06738e-06
Hipp-VTA 38,0.090865605,0.52863246,3.070004e-06
Hipp-VTA 39,0.08824851,0.53676057,3.075907e-06
Hipp-VTA 40,0.08846615,0.542485,3.0827885e-06
Hipp-VTA 41,0.09037639,0.5459362,3.0855476e-06
Hipp-VTA 42,0.09377787,0.5471641,3.0851372e-06
Hipp-VTA 43,0.09724439,0.5463647,3.08705e-06
Hipp-VTA 44,0.098312154,0.5425791,3.0921601e-06
Hipp-VTA 45,0.097444534,0.53856426,3.1041984e-06
Hipp-VTA 46,0.095426254,0.53561413,3.1188254e-06
Hipp-VTA 47,0.09459418,0.53207654,3.1365232e-06
Hipp-VTA 48,0.09538846,0.52521336,3.1565555e-06
Hipp-VTA 49,0.095106594,0.51633394,3.1956872e-06
Hipp-VTA 50,0.09439777,0.50693476,3.2452397e-06
Hipp-VTA 51,0.08259649,0.49815172,3.3001706e-06
Hipp-VTA 52,0.05740327,0.48544478,3.3380516e-06
Hipp-VTA 53,0.035472766,0.4465004,3.2513178e-06
Hipp-VTA 54,0.032967895,0.38768575,3.020609e-06
Hipp-VTA 55,0.053049896,0.33062965,2.7289223e-06
Hipp-VTA 56,0.080698416,0.28326878,2.4409198e-06
IL_Cx-Nac 1,0.344939,0.029469846,0.05590206
IL_Cx-Nac 2,0.33871058,0.031784922,0.05758062
IL_Cx-Nac 3,0.33030647,0.03439067,0.060818415
IL_Cx-Nac 4,0.31893525,0.037604276,0.06727559
IL_Cx-Nac 5,0.30347985,0.042708237,0.078305714
IL_Cx-Nac 6,0.28523627,0.048602644,0.0940228
IL_Cx-Nac 7,0.26660842,0.052056346,0.11186247
IL_Cx-Nac 8,0.24932796,0.049736984,0.12856387
IL_Cx-Nac 9,0.2327669,0.04273213,0.14022018
IL_Cx-Nac 10,0.22165179,0.03347747,0.14491622
IL_Cx-Nac 11,0.21921378,0.02684224,0.13890465
IL_Cx-Nac 12,0.22440661,0.027995769,0.122233614
IL_Cx-Nac 13,0.23123428,0.03714717,0.09989562
IL_Cx-Nac 14,0.23628329,0.05040729,0.07730374
IL_Cx-Nac 15,0.23873109,0.06292266,0.05702376
IL_Cx-Nac 16,0.24071006,0.070904955,0.041709
IL_Cx-Nac 17,0.24254937,0.0750809,0.03062262
IL_Cx-Nac 18,0.24404788,0.07699779,0.022721745
IL_Cx-Nac 19,0.24541599,0.07727252,0.017426562
IL_Cx-Nac 20,0.24671248,0.076242164,0.01461525
IL_Cx-Nac 21,0.24734269,0.0736782,0.013734862
IL_Cx-Nac 22,0.24702431,0.06930037,0.014229382
IL_Cx-Nac 23,0.24605446,0.06361166,0.01582471
IL_Cx-Nac 24,0.24443078,0.05748197,0.018071912
IL_Cx-Nac 25,0.24254669,0.050907098,0.02048841
IL_Cx-Nac 26,0.24120486,0.04452089,0.022723341
IL_Cx-Nac 27,0.24026036,0.038961437,0.024407515
IL_Cx-Nac 28,0.23985887,0.034039002,0.025531981
IL_Cx-Nac 29,0.2399129,0.029506572,0.025757112
IL_Cx-Nac 30,0.24018103,0.024845418,0.024853146
IL_Cx-Nac 31,0.24055752,0.019528713,0.02333702
IL_Cx-Nac 32,0.24175298,0.013812756,0.021497682
IL_Cx-Nac 33,0.24359466,0.008316598,0.019172708
IL_Cx-Nac 34,0.24452761,0.0037235185,0.016756834
IL_Cx-Nac 35,0.24483365,0.00010018736,0.014915896
IL_Cx-Nac 36,0.24434656,5.214028e-06,0.01398097
IL_Cx-Nac 37,0.2430806,5.2430432e-06,0.013294026
IL_Cx-Nac 38,0.24102314,5.274203e-06,0.012192257
IL_Cx-Nac 39,0.23814078,5.306373e-06,0.010646755
IL_Cx-Nac 40,0.23431829,5.340634e-06,0.008994188
IL_Cx-Nac 41,0.23128438,5.370693e-06,0.006740811
IL_Cx-Nac 42,0.22818692,5.394496e-06,0.004432173
IL_Cx-Nac 43,0.22454385,5.4101374e-06,0.0018611245
IL_Cx-Nac 44,0.2205589,5.4197026e-06,1.6631963e-06
IL_Cx-Nac 45,0.21559376,5.424258e-06,1.66174e-06
IL_Cx-Nac 46,0.21082045,5.4244842e-06,1.6592041e-06
IL_Cx-Nac 47,0.20508102,5.418689e-06,1.6551608e-06
