Predictors,net 1,net 2,net 3
Amy->Thal 38,0.16329695,0.301427,0.04173986
Amy->Thal 39,0.15712556,0.29739916,0.045990486
Amy->Thal 40,0.1584779,0.28540415,0.051675215
Amy->Thal 41,0.16774686,0.27008408,0.058466367
Amy->Thal 42,0.18142487,0.25554225,0.06680486
Amy->Thal 43,0.197464,0.24199173,0.0756723
Amy->Thal 44,0.21099167,0.22906311,0.083817355
Amy->Thal 45,0.21998501,0.2161315,0.08857292
Amy->Thal 46,0.2254644,0.20366387,0.0887129
Amy->Thal 47,0.22600111,0.19195363,0.08560644
Amy->Thal 48,0.22227523,0.18381134,0.08031958
Amy->Thal 49,0.21598542,0.18019448,0.07158696
Amy->Thal 50,0.20829257,0.17807566,0.05765546
Amy->Thal 51,0.19752829,0.17130694,0.03518302
Amy->Thal 52,0.19658323,0.16781591,0.01406776
Amy->Thal 53,0.21186404,0.16896005,0.005234575
Amy->Thal 54,0.22790019,0.17798918,0.0064113173
Amy->Thal 55,0.24270238,0.17540014,0.010192078
Amy->Thal 56,0.2592602,0.1486999,0.016791683
Thal->Amy 1,1.606564e-05,0.40368357,0.058456752
Thal->Amy 2,1.5461947e-05,0.39389423,0.064136304
Thal->Amy 3,1.4268657e-05,0.37853155,0.07258208
Thal->Amy 4,1.2474435e-05,0.353186,0.08457116
Thal->Amy 5,1.01887135e-05,0.30872256,0.09934918
Thal->Amy 6,0.0116895875,0.25401708,0.1108448
Thal->Amy 7,0.12681748,0.19978034,0.10596174
Thal->Amy 8,0.23486151,0.16353235,0.07231249
Thal->Amy 9,0.2543459,0.18236504,0.049732458
Thal->Amy 10,0.22828001,0.23358135,0.0541492
Thal->Amy 11,0.19927853,0.2541367,0.05342125
Thal->Amy 12,0.18618563,0.25644618,0.04609565
Thal->Amy 13,0.18388848,0.25064072,0.035332855
Thal->Amy 14,0.18811764,0.24357761,0.027669447
Thal->Amy 15,0.19370587,0.2381375,0.023115223
Thal->Amy 16,0.19865869,0.23734063,0.020714398
Thal->Amy 17,0.1989453,0.24442817,0.019723017
Thal->Amy 18,0.1916342,0.26317123,0.018659448
Thal->Amy 19,0.17761429,0.29253986,0.015978048
Thal->Amy 20,0.15863003,0.3277872,0.0119612
Thal->Amy 21,0.13884775,0.35980976,0.0073517943
Thal->Amy 22,0.123468675,0.38120726,0.0033661854
Thal->Amy 23,0.11412805,0.39235297,0.00089166634
Thal->Amy 24,0.106097996,0.39860272,8.2872375e-06
Thal->Amy 25,0.10154799,0.40116918,8.148494e-06
Thal->Amy 26,0.107832484,0.39358142,7.929688e-06
Thal->Amy 27,0.118711874,0.37662968,7.769871e-06
Thal->Amy 28,0.13341197,0.35990927,7.5978437e-06
Thal->Amy 29,0.1489421,0.34666228,0.0055314796
Thal->Amy 30,0.16391169,0.33907688,0.009905054
Thal->Amy 31,0.17414103,0.33718503,0.011429313
Thal->Amy 32,0.1828529,0.3393365,0.012180473
Thal->Amy 33,0.19120423,0.33972874,0.0132633895
Thal->Amy 34,0.19846347,0.33562732,0.014315983
Thal->Amy 35,0.20373163,0.32838765,0.015409268
Thal->Amy 36,0.20721816,0.3184597,0.01701853
Thal->Amy 37,0.20931268,0.30558324,0.019616758
Thal->Amy 38,0.21225312,0.28916445,0.022593522
Thal->Amy 39,0.21586844,0.27063978,0.025766613
Thal->Amy 40,0.2183309,0.25361368,0.02790958
Thal->Amy 41,0.21907428,0.2408353,0.029655866
Thal->Amy 42,0.21762516,0.23582467,0.03047035
Thal->Amy 43,0.2128592,0.24039304,0.031146834
Thal->Amy 44,0.20519975,0.25204116,0.031511363
Thal->Amy 45,0.19462322,0.26590487,0.031009039
Thal->Amy 46,0.18191062,0.27646598,0.029002028
Thal->Amy 47,0.16715574,0.2808391,0.0263249
Thal->Amy 48,0.14723444,0.27465808,0.021788158
Thal->Amy 49,0.12843497,0.25952914,0.018139206
Thal->Amy 50,0.11473436,0.23783283,0.017954305
Thal->Amy 51,0.10788351,0.21429682,0.020389227
Thal->Amy 52,0.11041963,0.1951555,0.02597945
Thal->Amy 53,0.10879219,0.1819859,0.027160084
Thal->Amy 54,0.10524664,0.17217521,0.02147038
Thal->Amy 55,0.10430533,0.16080996,0.004264741
Thal->Amy 56,0.09948563,0.16731854,3.979001e-06
Amy->VTA 1,0.37748116,3.053977e-05,0.12958814
Amy->VTA 2,0.37477592,2.8358263e-05,0.12838076
Amy->VTA 3,0.36748356,2.48913e-05,0.12460552
Amy->VTA 4,0.35135058,2.0498022e-05,0.11334501
Amy->VTA 5,0.3137571,1.6723605e-05,0.10239334
Amy->VTA 6,0.24572435,1.3520296e-05,0.11455356
Amy->VTA 7,0.1721525,0.0048715496,0.16549182
Amy->VTA 8,0.12944195,0.07624539,0.18062638
Amy->VTA 9,0.12627508,0.12411689,0.18517119
Amy->VTA 10,0.13307863,0.13144927,0.18704404
Amy->VTA 11,0.13937347,0.121524885,0.19073623
Amy->VTA 12,0.14934088,0.10042086,0.18520512
Amy->VTA 13,0.16845731,0.07131369,0.16868985
Amy->VTA 14,0.18662564,0.04071893,0.14776751
Amy->VTA 15,0.19968884,0.011639275,0.12523854
Amy->VTA 16,0.20701995,3.7741273e-05,0.10056699
Amy->VTA 17,0.21001855,3.5300218e-05,0.07552428
Amy->VTA 18,0.20157582,3.4739744e-05,0.0487896
Amy->VTA 19,0.18681452,3.606071e-05,0.021213504
Amy->VTA 20,0.1654041,3.8909446e-05,1.211779e-05
Amy->VTA 21,0.14451502,4.1929557e-05,1.3105417e-05
Amy->VTA 22,0.13205135,4.47828e-05,1.4077925e-05
Amy->VTA 23,0.12722956,4.673473e-05,1.479308e-05
Amy->VTA 24,0.12212322,0.024015972,0.0064430046
Amy->VTA 25,0.11212187,0.07184437,0.00010019551
Amy->VTA 26,0.094867915,0.12067677,1.32522655e-05
Amy->VTA 27,0.07902864,0.17036343,1.2109296e-05
Amy->VTA 28,0.07177526,0.21572468,1.0936626e-05
Amy->VTA 29,0.08021447,0.2450415,9.9901845e-06
Amy->VTA 30,0.105458416,0.25526237,9.365791e-06
Amy->VTA 31,0.14064936,0.23990816,9.0240965e-06
Amy->VTA 32,0.17092124,0.22292541,9.077684e-06
Amy->VTA 33,0.18742841,0.2116791,9.364762e-06
Amy->VTA 34,0.19189626,0.20763475,9.710534e-06
Amy->VTA 35,0.18848403,0.21009727,9.947959e-06
Amy->VTA 36,0.18558533,0.21370818,9.955316e-06
Amy->VTA 37,0.1867606,0.21266553,9.686248e-06
Amy->VTA 38,0.19147663,0.20916377,9.243424e-06
Amy->VTA 39,0.19937758,0.20182842,8.776323e-06
Amy->VTA 40,0.21316355,0.18971127,8.381466e-06
Amy->VTA 41,0.23513836,0.17437294,8.148192e-06
Amy->VTA 42,0.2587854,0.15931149,0.0028497307
Amy->VTA 43,0.2736674,0.14621283,0.009576169
Amy->VTA 44,0.28130206,0.13724783,0.013210432
Amy->VTA 45,0.27750254,0.13332689,0.010395832
Amy->VTA 46,0.26723358,0.13017611,0.005687732
Amy->VTA 47,0.2515733,0.1266021,1.0630915e-05
Amy->VTA 48,0.2326482,0.12242915,1.0259224e-05
Amy->VTA 49,0.21195924,0.11744311,9.303717e-06
Amy->VTA 50,0.19991028,0.11416779,7.928344e-06
Amy->VTA 51,0.19717191,0.11290959,6.5076997e-06
Amy->VTA 52,0.20030187,0.11613143,5.3212907e-06
Amy->VTA 53,0.19313297,0.12513816,4.484134e-06
Amy->VTA 54,0.17511506,0.13954172,4.044485e-06
Amy->VTA 55,0.13621959,0.14347383,4.088315e-06
Amy->VTA 56,0.11700474,0.13058954,0.01034616
VTA->Amy 1,0.28238437,0.10311269,8.154356e-06
VTA->Amy 2,0.28391662,0.10938509,7.677574e-06
VTA->Amy 3,0.2846614,0.11845399,0.00093525025
VTA->Amy 4,0.27284646,0.12797911,0.017867805
VTA->Amy 5,0.25224352,0.12350405,0.019701134
VTA->Amy 6,0.23919107,0.13712317,0.010856115
VTA->Amy 7,0.24763243,0.1793576,2.8237805e-06
VTA->Amy 8,0.23550633,0.21731682,3.0960148e-06
VTA->Amy 9,0.19794601,0.23947723,4.030731e-06
VTA->Amy 10,0.17800385,0.23501618,5.274696e-06
VTA->Amy 11,0.1911026,0.20940502,6.2986146e-06
VTA->Amy 12,0.22025667,0.18343204,6.9367575e-06
VTA->Amy 13,0.24509336,0.1654318,7.1835157e-06
VTA->Amy 14,0.2662274,0.15186404,7.1408913e-06
VTA->Amy 15,0.28687352,0.14160979,6.9401904e-06
VTA->Amy 16,0.30531257,0.13388991,6.7235096e-06
VTA->Amy 17,0.3187906,0.12834577,6.6070556e-06
VTA->Amy 18,0.3245993,0.122343525,6.6766543e-06
VTA->Amy 19,0.32511732,0.1158771,6.9785992e-06
VTA->Amy 20,0.32048506,0.10688567,7.503194e-06
VTA->Amy 21,0.30955362,0.094792694,8.189066e-06
VTA->Amy 22,0.2964641,0.0807618,8.9194955e-06
VTA->Amy 23,0.28025272,0.071241885,9.4772395e-06
VTA->Amy 24,0.2564059,0.070410766,9.722039e-06
VTA->Amy 25,0.23296365,0.07736327,9.638528e-06
VTA->Amy 26,0.21779041,0.095626675,9.180601e-06
VTA->Amy 27,0.21034244,0.118530266,8.553826e-06
VTA->Amy 28,0.21117266,0.14189894,7.872239e-06
VTA->Amy 29,0.21937297,0.15968888,7.2867488e-06
VTA->Amy 30,0.23108073,0.16830811,6.9155626e-06
VTA->Amy 31,0.24270047,0.16740654,6.8287595e-06
VTA->Amy 32,0.25118694,0.16286306,6.9684856e-06
VTA->Amy 33,0.25600156,0.15933797,7.2369944e-06
VTA->Amy 34,0.25668812,0.16236944,7.4919703e-06
VTA->Amy 35,0.25530246,0.1742911,7.6198658e-06
VTA->Amy 36,0.2532902,0.19321774,7.556851e-06
VTA->Amy 37,0.25059637,0.21478198,7.3131196e-06
VTA->Amy 38,0.24552847,0.23398487,6.989694e-06
VTA->Amy 39,0.24313538,0.24693038,6.6495686e-06
VTA->Amy 40,0.24467638,0.25058976,6.3743164e-06
VTA->Amy 41,0.24884106,0.24499336,6.2267213e-06
VTA->Amy 42,0.25424093,0.23129992,6.2394242e-06
VTA->Amy 43,0.25361505,0.20928146,6.415341e-06
VTA->Amy 44,0.24440557,0.18456124,6.737341e-06
VTA->Amy 45,0.22740513,0.16055365,7.133842e-06
VTA->Amy 46,0.2042339,0.13908887,7.496447e-06
VTA->Amy 47,0.17361271,0.11992968,7.731288e-06
VTA->Amy 48,0.14001717,0.10415543,7.705303e-06
VTA->Amy 49,0.10896288,0.09146773,7.357494e-06
VTA->Amy 50,0.08300797,0.08151773,6.717923e-06
VTA->Amy 51,0.069046624,0.07195079,5.9450153e-06
VTA->Amy 52,0.073121555,0.060481876,5.1827797e-06
VTA->Amy 53,0.08645021,0.044352226,4.583068e-06
VTA->Amy 54,0.112307265,0.03402431,4.1519843e-06
VTA->Amy 55,0.12070521,0.017927075,4.0587165e-06
VTA->Amy 56,0.130321,0.008739435,4.3490218e-06
Cg_Cx->Hipp 1,1.7651959e-05,2.9874438e-05,9.132226e-06
Cg_Cx->Hipp 2,1.6750593e-05,2.8295408e-05,8.626365e-06
Cg_Cx->Hipp 3,1.5145542e-05,2.5495194e-05,7.736322e-06
Cg_Cx->Hipp 4,1.28515985e-05,2.1496753e-05,6.4599094e-06
Cg_Cx->Hipp 5,1.0042912e-05,1.6730588e-05,4.9598775e-06
Cg_Cx->Hipp 6,7.644748e-06,0.014901177,3.8286876e-06
Cg_Cx->Hipp 7,6.947177e-06,0.11166496,0.0021286865
Cg_Cx->Hipp 8,0.13954197,0.14889684,0.029275134
Cg_Cx->Hipp 9,0.25019872,0.15165767,0.027654596
Cg_Cx->Hipp 10,0.27402902,0.13162172,0.02081517
Cg_Cx->Hipp 11,0.2571692,0.09620095,0.0132409
Cg_Cx->Hipp 12,0.22176906,0.05974713,0.015410318
Cg_Cx->Hipp 13,0.17845458,0.02692299,0.021334069
Cg_Cx->Hipp 14,0.13600995,3.6039975e-05,0.024681121
Cg_Cx->Hipp 15,0.09261112,3.6181067e-05,0.023504892
Cg_Cx->Hipp 16,0.04879062,3.6365353e-05,0.016378786
Cg_Cx->Hipp 17,0.0015008561,3.7499984e-05,0.0016893123
Cg_Cx->Hipp 18,2.3048373e-05,3.7871177e-05,1.1812864e-05
Cg_Cx->Hipp 19,2.4133695e-05,3.9323735e-05,1.2308071e-05
Cg_Cx->Hipp 20,2.6088663e-05,4.2187698e-05,1.32748555e-05
Cg_Cx->Hipp 21,2.7281896e-05,0.020786412,1.3932211e-05
Cg_Cx->Hipp 22,0.049374115,0.046113413,1.3639993e-05
Cg_Cx->Hipp 23,0.08981717,0.056448374,1.3454388e-05
Cg_Cx->Hipp 24,0.12256322,0.061851073,0.014678246
Cg_Cx->Hipp 25,0.14760904,0.066430286,0.030661086
Cg_Cx->Hipp 26,0.16519897,0.07427303,0.035355244
Cg_Cx->Hipp 27,0.17668343,0.08365362,0.036497872
Cg_Cx->Hipp 28,0.18391024,0.09427337,0.03456977
Cg_Cx->Hipp 29,0.19449165,0.10756077,0.031242505
Cg_Cx->Hipp 30,0.21013696,0.118722335,0.026768118
Cg_Cx->Hipp 31,0.2276492,0.12701367,0.023327691
Cg_Cx->Hipp 32,0.23958805,0.131917,0.024220023
Cg_Cx->Hipp 33,0.24276702,0.13524505,0.0279393
Cg_Cx->Hipp 34,0.2368967,0.13749242,0.029190753
Cg_Cx->Hipp 35,0.22057448,0.13535705,0.029635068
Cg_Cx->Hipp 36,0.1983088,0.12968454,0.031226184
Cg_Cx->Hipp 37,0.17325261,0.121717036,0.033307675
Cg_Cx->Hipp 38,0.14614214,0.11093829,0.032307867
Cg_Cx->Hipp 39,0.11605816,0.09690723,0.033996
Cg_Cx->Hipp 40,0.08096963,0.08132765,0.03950469
Cg_Cx->Hipp 41,0.04867705,0.06570417,0.046826545
Cg_Cx->Hipp 42,0.018652182,0.049180843,0.053710062
Cg_Cx->Hipp 43,2.4875122e-05,0.032879863,0.058808915
Cg_Cx->Hipp 44,2.5667337e-05,0.016973628,0.061117083
Cg_Cx->Hipp 45,2.6393447e-05,0.0014305575,0.058713175
Cg_Cx->Hipp 46,2.6307074e-05,4.2836822e-05,0.05070297
Cg_Cx->Hipp 47,2.5264904e-05,4.1307743e-05,0.03844664
Cg_Cx->Hipp 48,2.3165094e-05,3.8072674e-05,0.023213489
Cg_Cx->Hipp 49,2.0306714e-05,3.353529e-05,0.010259623
Cg_Cx->Hipp 50,1.7118733e-05,2.8414303e-05,9.103291e-06
Cg_Cx->Hipp 51,1.386111e-05,0.009781269,7.371158e-06
Cg_Cx->Hipp 52,1.0745396e-05,0.039139427,5.7218513e-06
Cg_Cx->Hipp 53,8.644929e-06,0.061842814,4.59186e-06
Cg_Cx->Hipp 54,7.390457e-06,0.07009167,3.9036877e-06
Cg_Cx->Hipp 55,6.8962136e-06,0.06827877,3.6395843e-06
Cg_Cx->Hipp 56,0.0048229746,0.06657828,3.903408e-06
Hipp->Cg_Cx 1,2.5896385e-05,0.167524,0.037601184
Hipp->Cg_Cx 2,2.4354711e-05,0.15865415,0.048856847
Hipp->Cg_Cx 3,2.173852e-05,0.14365748,0.06739339
Hipp->Cg_Cx 4,1.8074536e-05,0.11873808,0.0912468
Hipp->Cg_Cx 5,1.40124175e-05,0.08229571,0.11742335
Hipp->Cg_Cx 6,1.0729467e-05,0.0538787,0.12127385
Hipp->Cg_Cx 7,9.321098e-06,0.09848807,0.073882446
Hipp->Cg_Cx 8,1.0105726e-05,0.15831757,0.027366167
Hipp->Cg_Cx 9,1.3077211e-05,0.18425347,0.008833787
Hipp->Cg_Cx 10,1.70125e-05,0.19681677,0.005643129
Hipp->Cg_Cx 11,0.024338331,0.19823994,1.0586003e-05
Hipp->Cg_Cx 12,0.04829217,0.1950294,1.1450291e-05
Hipp->Cg_Cx 13,0.065499425,0.19357911,1.1572682e-05
Hipp->Cg_Cx 14,0.07632379,0.19380696,1.1123598e-05
Hipp->Cg_Cx 15,0.08544081,0.19534913,1.035514e-05
Hipp->Cg_Cx 16,0.09531822,0.19934997,9.529707e-06
Hipp->Cg_Cx 17,0.1036462,0.20554456,8.890602e-06
Hipp->Cg_Cx 18,0.10710521,0.21237287,8.5963875e-06
Hipp->Cg_Cx 19,0.10531758,0.2184464,8.690942e-06
Hipp->Cg_Cx 20,0.10197683,0.22226009,9.145332e-06
Hipp->Cg_Cx 21,0.09721451,0.22434413,9.836251e-06
Hipp->Cg_Cx 22,0.09572754,0.22371206,1.0551075e-05
Hipp->Cg_Cx 23,0.10232925,0.22025935,1.1031883e-05
Hipp->Cg_Cx 24,0.11446433,0.21417397,1.1161997e-05
Hipp->Cg_Cx 25,0.12944977,0.20749484,1.0916426e-05
Hipp->Cg_Cx 26,0.1444837,0.2021404,1.0364398e-05
Hipp->Cg_Cx 27,0.15887174,0.19949026,9.641411e-06
Hipp->Cg_Cx 28,0.16804786,0.20316474,8.917651e-06
Hipp->Cg_Cx 29,0.17028184,0.21282437,8.349406e-06
Hipp->Cg_Cx 30,0.1695436,0.22523576,8.040454e-06
Hipp->Cg_Cx 31,0.16529822,0.23492782,8.110759e-06
Hipp->Cg_Cx 32,0.15963973,0.23562108,8.525773e-06
Hipp->Cg_Cx 33,0.15172958,0.23015423,9.135554e-06
Hipp->Cg_Cx 34,0.14646323,0.22103268,9.7195625e-06
Hipp->Cg_Cx 35,0.1457471,0.20991278,0.0022975418
Hipp->Cg_Cx 36,0.14846739,0.19940074,0.0047227642
Hipp->Cg_Cx 37,0.15506193,0.19027124,0.0062727486
Hipp->Cg_Cx 38,0.16521141,0.18207943,0.008357821
Hipp->Cg_Cx 39,0.17612778,0.17464721,0.010202029
Hipp->Cg_Cx 40,0.18576854,0.16700274,0.012932442
Hipp->Cg_Cx 41,0.1930957,0.16099675,0.016763542
Hipp->Cg_Cx 42,0.19318423,0.15611073,0.022440502
Hipp->Cg_Cx 43,0.1878277,0.15095083,0.028440928
Hipp->Cg_Cx 44,0.17827511,0.14543283,0.03294135
Hipp->Cg_Cx 45,0.16676652,0.14018846,0.035822712
Hipp->Cg_Cx 46,0.15720741,0.13416876,0.037365355
Hipp->Cg_Cx 47,0.14948629,0.12700647,0.035860606
Hipp->Cg_Cx 48,0.14069368,0.11950782,0.032320198
Hipp->Cg_Cx 49,0.13006365,0.11227382,0.028193234
Hipp->Cg_Cx 50,0.117703244,0.10570163,0.024763854
Hipp->Cg_Cx 51,0.10402609,0.09512981,0.022021333
Hipp->Cg_Cx 52,0.08523204,0.07881192,0.020860502
Hipp->Cg_Cx 53,0.059933312,0.05884804,0.020163994
Hipp->Cg_Cx 54,0.013969603,0.028298076,0.02257299
Hipp->Cg_Cx 55,1.19541255e-05,2.0765607e-05,0.028517682
Hipp->Cg_Cx 56,1.2857569e-05,2.2340708e-05,0.033155225
Cg_Cx->IL_Cx 1,0.27641845,0.1705235,0.02754971
Cg_Cx->IL_Cx 2,0.2712637,0.17026472,0.032095492
Cg_Cx->IL_Cx 3,0.25934443,0.16830748,0.03972709
Cg_Cx->IL_Cx 4,0.24020465,0.16345313,0.049586248
Cg_Cx->IL_Cx 5,0.2071118,0.15062538,0.05870815
Cg_Cx->IL_Cx 6,0.14841865,0.1272895,0.06308889
Cg_Cx->IL_Cx 7,0.064527884,0.116500564,0.054200143
Cg_Cx->IL_Cx 8,1.0946205e-05,0.1471183,0.01806608
Cg_Cx->IL_Cx 9,0.007000395,0.18804704,5.7710663e-06
Cg_Cx->IL_Cx 10,0.12766612,0.18458796,6.532565e-06
Cg_Cx->IL_Cx 11,0.21525751,0.16881528,7.6088177e-06
Cg_Cx->IL_Cx 12,0.2587285,0.15393604,8.6294585e-06
Cg_Cx->IL_Cx 13,0.28403834,0.14374168,0.0018700814
Cg_Cx->IL_Cx 14,0.30211687,0.13592756,0.01025793
Cg_Cx->IL_Cx 15,0.319338,0.12852028,0.017400404
Cg_Cx->IL_Cx 16,0.3339539,0.12225936,0.021754667
Cg_Cx->IL_Cx 17,0.34323564,0.11888549,0.025584131
Cg_Cx->IL_Cx 18,0.34359577,0.11869828,0.028128441
Cg_Cx->IL_Cx 19,0.33878663,0.12277423,0.028033514
Cg_Cx->IL_Cx 20,0.330209,0.13037133,0.026005922
Cg_Cx->IL_Cx 21,0.3236494,0.1381071,0.023535646
Cg_Cx->IL_Cx 22,0.32169688,0.14600268,0.023046318
Cg_Cx->IL_Cx 23,0.32628205,0.15452412,0.024802981
Cg_Cx->IL_Cx 24,0.33441424,0.16379903,0.026753934
Cg_Cx->IL_Cx 25,0.34601465,0.17221564,0.025792975
Cg_Cx->IL_Cx 26,0.3595648,0.18178038,0.021616265
Cg_Cx->IL_Cx 27,0.37304735,0.19015421,0.015557944
Cg_Cx->IL_Cx 28,0.3837156,0.19745377,0.012091131
Cg_Cx->IL_Cx 29,0.3910844,0.20319207,0.010599191
Cg_Cx->IL_Cx 30,0.39502397,0.20703319,0.011735064
Cg_Cx->IL_Cx 31,0.39398253,0.20835087,0.013895127
Cg_Cx->IL_Cx 32,0.38642254,0.20805833,0.01583742
Cg_Cx->IL_Cx 33,0.37342006,0.20748739,0.01765492
Cg_Cx->IL_Cx 34,0.3561071,0.20703678,0.018786848
Cg_Cx->IL_Cx 35,0.3378908,0.20584318,0.01870157
Cg_Cx->IL_Cx 36,0.32149744,0.20358023,0.017463198
Cg_Cx->IL_Cx 37,0.3083755,0.20056778,0.016075812
Cg_Cx->IL_Cx 38,0.29986215,0.19666716,0.015722135
Cg_Cx->IL_Cx 39,0.2953671,0.1906342,0.015274612
Cg_Cx->IL_Cx 40,0.29524633,0.18359105,0.016732942
Cg_Cx->IL_Cx 41,0.29801098,0.1771629,0.019492147
Cg_Cx->IL_Cx 42,0.30125552,0.17319211,0.022473834
Cg_Cx->IL_Cx 43,0.30274534,0.17086896,0.024974357
Cg_Cx->IL_Cx 44,0.30071,0.1692671,0.02652721
Cg_Cx->IL_Cx 45,0.29426792,0.16653715,0.027544511
Cg_Cx->IL_Cx 46,0.28253877,0.1629732,0.028860096
Cg_Cx->IL_Cx 47,0.26469198,0.15630691,0.027532808
Cg_Cx->IL_Cx 48,0.24062163,0.14659688,0.022759484
Cg_Cx->IL_Cx 49,0.21104172,0.13388725,0.015214882
Cg_Cx->IL_Cx 50,0.18080296,0.11691563,0.0047985897
Cg_Cx->IL_Cx 51,0.1518811,0.09460927,7.2588e-06
Cg_Cx->IL_Cx 52,0.12170713,0.06747091,6.447848e-06
Cg_Cx->IL_Cx 53,0.08458158,0.036186907,5.8469363e-06
Cg_Cx->IL_Cx 54,0.03131601,0.00041119373,5.555805e-06
Cg_Cx->IL_Cx 55,1.0315021e-05,1.7054555e-05,5.2769046e-06
Cg_Cx->IL_Cx 56,1.0981271e-05,1.811698e-05,5.605982e-06
IL_Cx->Cg_Cx 1,0.07830558,0.19224891,8.567139e-06
IL_Cx->Cg_Cx 2,0.09611957,0.18086718,8.095881e-06
IL_Cx->Cg_Cx 3,0.12222694,0.16217293,7.31906e-06
IL_Cx->Cg_Cx 4,0.15405366,0.13612638,6.2774698e-06
IL_Cx->Cg_Cx 5,0.18620713,0.10288888,0.011039409
IL_Cx->Cg_Cx 6,0.20251928,0.08210987,0.049655654
IL_Cx->Cg_Cx 7,0.21270153,0.082989,0.10326708
IL_Cx->Cg_Cx 8,0.20161013,0.120508894,0.14878258
IL_Cx->Cg_Cx 9,0.14425029,0.17609711,0.17739943
IL_Cx->Cg_Cx 10,0.06332958,0.22702722,0.18590073
IL_Cx->Cg_Cx 11,0.008816007,0.26249045,0.1840437
IL_Cx->Cg_Cx 12,1.4744226e-05,0.2768421,0.17326912
IL_Cx->Cg_Cx 13,1.47878745e-05,0.282013,0.13776258
IL_Cx->Cg_Cx 14,1.4263891e-05,0.28412658,0.10141608
IL_Cx->Cg_Cx 15,1.3444285e-05,0.2842634,0.06551552
IL_Cx->Cg_Cx 16,1.2596201e-05,0.2818821,0.029478118
IL_Cx->Cg_Cx 17,1.182298e-05,0.28007007,6.1461246e-06
IL_Cx->Cg_Cx 18,1.1130382e-05,0.27951965,5.808317e-06
IL_Cx->Cg_Cx 19,1.0717314e-05,0.28599912,5.61437e-06
IL_Cx->Cg_Cx 20,1.0646278e-05,0.298565,5.5946934e-06
IL_Cx->Cg_Cx 21,1.0953895e-05,0.30819565,5.764877e-06
IL_Cx->Cg_Cx 22,1.1664757e-05,0.31291905,6.14298e-06
IL_Cx->Cg_Cx 23,1.2431556e-05,0.3199243,6.5565428e-06
IL_Cx->Cg_Cx 24,1.3104194e-05,0.33240741,6.9300468e-06
IL_Cx->Cg_Cx 25,1.34617e-05,0.3527225,7.154136e-06
IL_Cx->Cg_Cx 26,1.3297696e-05,0.37890542,7.1230925e-06
IL_Cx->Cg_Cx 27,1.2566979e-05,0.40046406,6.7678325e-06
IL_Cx->Cg_Cx 28,1.1644207e-05,0.42512932,6.3069897e-06
IL_Cx->Cg_Cx 29,1.0892419e-05,0.44257376,5.912351e-06
IL_Cx->Cg_Cx 30,1.0404097e-05,0.45269328,5.655598e-06
IL_Cx->Cg_Cx 31,1.0263382e-05,0.457161,5.5830883e-06
IL_Cx->Cg_Cx 32,1.0429956e-05,0.45825592,5.677362e-06
IL_Cx->Cg_Cx 33,1.0966464e-05,0.44972613,5.96208e-06
IL_Cx->Cg_Cx 34,1.1691488e-05,0.43101,6.3415023e-06
IL_Cx->Cg_Cx 35,1.253513e-05,0.40842322,6.782729e-06
IL_Cx->Cg_Cx 36,1.3432466e-05,0.38310936,7.2486655e-06
IL_Cx->Cg_Cx 37,1.4274336e-05,0.35435438,7.675335e-06
IL_Cx->Cg_Cx 38,1.49718935e-05,0.3229434,8.020491e-06
IL_Cx->Cg_Cx 39,0.010816358,0.2908856,8.2393735e-06
IL_Cx->Cg_Cx 40,0.031310048,0.2626833,8.31792e-06
IL_Cx->Cg_Cx 41,0.054455467,0.24216315,8.345697e-06
IL_Cx->Cg_Cx 42,0.079966165,0.22594284,8.4020385e-06
IL_Cx->Cg_Cx 43,0.102366686,0.20694944,8.59586e-06
IL_Cx->Cg_Cx 44,0.11424999,0.18605484,8.928384e-06
IL_Cx->Cg_Cx 45,0.11338226,0.169728,9.414192e-06
IL_Cx->Cg_Cx 46,0.10405614,0.15215574,9.978852e-06
IL_Cx->Cg_Cx 47,0.083684534,0.12830983,1.0586318e-05
IL_Cx->Cg_Cx 48,0.047041316,0.0917819,1.1231758e-05
IL_Cx->Cg_Cx 49,2.2568573e-05,0.043188702,1.1773993e-05
IL_Cx->Cg_Cx 50,2.1038715e-05,3.4464847e-05,1.0944164e-05
IL_Cx->Cg_Cx 51,1.7873803e-05,2.9306995e-05,9.310059e-06
IL_Cx->Cg_Cx 52,1.5060554e-05,2.4704437e-05,7.840474e-06
IL_Cx->Cg_Cx 53,1.28304255e-05,2.103683e-05,6.659503e-06
IL_Cx->Cg_Cx 54,1.1194577e-05,1.8331266e-05,5.776106e-06
IL_Cx->Cg_Cx 55,1.0155319e-05,1.6678014e-05,5.215071e-06
IL_Cx->Cg_Cx 56,1.0396721e-05,1.7195443e-05,5.3180897e-06
Cg_Cx->Nac 1,0.15733112,0.05649042,0.030957505
Cg_Cx->Nac 2,0.14761332,0.059609022,0.030435318
Cg_Cx->Nac 3,0.1244879,0.061730247,0.027683258
Cg_Cx->Nac 4,0.08508439,0.061714496,0.02172808
Cg_Cx->Nac 5,0.0073761228,0.049414612,0.0029066687
Cg_Cx->Nac 6,1.1796676e-05,0.027955065,5.226093e-06
Cg_Cx->Nac 7,9.024975e-06,0.06085463,4.1215885e-06
Cg_Cx->Nac 8,7.693224e-06,0.11244114,3.710202e-06
Cg_Cx->Nac 9,0.060779177,0.18081337,3.9777565e-06
